9/1/2015 16:00:00,34.98,30747,36.24,36.24,34.9
9/2/2015 16:00:00,35.3,9816,35.5,36.06,34.75
9/3/2015 16:00:00,36.09,8592,35.3,36.82,35.3
9/4/2015 16:00:00,35.5,5949,36.4,36.4,35
9/8/2015 16:00:00,35.51,6546,36.3,36.49,35.46
9/9/2015 16:00:00,34.38,26159,36,37.69,34.37
9/10/2015 16:00:00,34,7537,34.43,35,34
9/11/2015 16:00:00,34.9,6368,34.88,35,34.05
9/14/2015 16:00:00,36,8395,34.6,36,34.5
9/15/2015 16:00:00,37.22,10717,36.49,37.5,36
9/16/2015 16:00:00,38.09,5063,37.84,38.7,37.46
9/17/2015 16:00:00,47.25,165217,39.49,49.85,39.28
9/18/2015 16:00:00,46.94,99752,47.5,48.75,45.04
9/21/2015 16:00:00,46.05,61488,46.1,48.82,45.8
9/22/2015 16:00:00,44.48,52751,45.48,45.78,43.63
9/23/2015 16:00:00,44.73,32860,45.14,46,43.83
9/24/2015 16:00:00,44.46,60111,44.62,45.5,42.88
9/25/2015 16:00:00,45.21,62726,45.08,47.45,44.23
9/28/2015 16:00:00,44.25,62555,45.09,45.21,43.48
9/29/2015 16:00:00,45.25,31299,43.04,45.41,43.04
9/30/2015 16:00:00,46.66,18188,46.03,47.65,45.33
10/1/2015 16:00:00,46.38,31883,47.46,47.46,44.8
10/2/2015 16:00:00,47.28,30552,46.88,47.5,45.27
10/5/2015 16:00:00,48,91897,47.47,51.29,47.43
10/6/2015 16:00:00,47.11,75327,49,49,45.6
10/7/2015 16:00:00,48.5,46657,46.97,48.71,46.84
10/8/2015 16:00:00,49.72,66284,49.58,50.85,47.89
10/9/2015 16:00:00,47.95,22750,49.94,49.95,47.73
10/13/2015 16:00:00,43.22,91128,46.08,46.5,43.03
10/14/2015 16:00:00,43.44,61174,44.22,44.83,41.91
10/15/2015 16:00:00,43.85,19254,43.5,44.32,43
10/16/2015 16:00:00,44.46,25146,44.25,44.5,43.27
10/19/2015 16:00:00,43.39,33710,45.36,45.36,43.24
10/20/2015 16:00:00,40.9,59381,43.6,43.6,40.51
10/21/2015 16:00:00,42,46517,41.05,42.62,40.86
10/22/2015 16:00:00,41.91,22928,42.17,42.53,41.63
10/23/2015 16:00:00,41.73,36389,42.96,42.96,41
10/26/2015 16:00:00,41.02,29543,41.7,41.7,40.5
10/27/2015 16:00:00,40.87,40709,40.51,41.14,39.49
10/28/2015 16:00:00,41.15,22183,41,41.15,40.12
10/29/2015 16:00:00,41.61,25921,41.13,41.91,39.7
10/30/2015 16:00:00,42.06,31362,41.32,42.36,41
11/2/2015 16:00:00,40.52,51399,42.36,43.99,40.52
11/3/2015 16:00:00,41.3,66522,41.19,41.5,39.16
11/4/2015 16:00:00,41.5,114496,43.99,44.24,38.94
11/5/2015 16:00:00,41.72,65365,42.72,44.06,41.42
11/6/2015 16:00:00,41.9,58798,42.75,43,41.9
11/9/2015 16:00:00,40.1,64950,42.1,42.1,39.55
11/10/2015 16:00:00,38.16,69725,40.96,40.96,37.36
11/11/2015 16:00:00,37.37,21108,38.2,38.2,36.8
11/12/2015 16:00:00,38.39,24270,37.02,39.54,36.84
11/13/2015 16:00:00,37.92,54226,39.21,39.78,37.5
11/16/2015 16:00:00,36.56,81639,38.31,38.31,35.37
11/17/2015 16:00:00,35.24,109724,35.05,36,34
11/18/2015 16:00:00,37.34,81045,35.78,37.34,35.47
11/19/2015 16:00:00,39.18,64773,37.33,39.44,36.98
11/20/2015 16:00:00,37.62,55751,39.49,39.49,37
11/23/2015 16:00:00,38.74,30116,37.75,38.78,37.29
11/24/2015 16:00:00,35.98,103452,38.2,38.2,35.73
11/25/2015 16:00:00,35.24,36571,36.09,36.58,35
11/26/2015 16:00:00,36.36,22262,35.97,36.75,35.5
11/27/2015 16:00:00,36.2,26591,36.16,36.2,35.32
11/30/2015 16:00:00,35.24,118550,36.02,36.02,35.05
12/1/2015 16:00:00,35.21,59222,35.22,35.7,34.98
12/2/2015 16:00:00,35.29,31500,35.25,35.43,34.51
12/3/2015 16:00:00,35.75,16725,35.86,35.86,35.07
12/4/2015 16:00:00,36.32,28749,36.03,36.45,35.9
12/7/2015 16:00:00,36.3,19418,36.11,36.56,35.95
12/8/2015 16:00:00,35.99,14721,36.01,36.39,35.5
12/9/2015 16:00:00,33.66,73347,35.59,35.59,33.25
12/10/2015 16:00:00,34.07,18281,33.31,34.33,33.31
12/11/2015 16:00:00,34.08,14138,33.9,34.22,33.62
12/14/2015 16:00:00,33.55,17343,34,34.14,33.3
12/15/2015 16:00:00,34.94,39172,33.31,35.02,33.3
12/16/2015 16:00:00,36.16,25733,35.5,36.34,35.01
12/17/2015 16:00:00,37,71876,36.71,37.44,36.4
12/18/2015 16:00:00,35.35,45371,37.19,37.19,35.35
12/21/2015 16:00:00,34.14,39899,35.7,36.06,33.64
12/22/2015 16:00:00,34.43,21874,34.12,34.55,33.88
12/23/2015 16:00:00,34.5,11095,34.06,35.1,34.06
12/24/2015 16:00:00,34.99,4513,34.61,35.25,34.59
12/29/2015 16:00:00,34.8,36054,34.79,35.6,34.67
12/30/2015 16:00:00,36.09,33269,35.11,37,35.11
12/31/2015 16:00:00,35.6,18272,36.21,36.25,34.94
1/4/2016 16:00:00,35.92,36602,35.48,36,34.15
1/5/2016 16:00:00,35.45,50031,36.16,36.82,35.24
1/6/2016 16:00:00,35.61,18691,35.13,35.66,34
1/7/2016 16:00:00,34.76,28230,35.57,35.75,34.75
1/8/2016 16:00:00,35.15,18152,34.89,35.7,34.89
1/11/2016 16:00:00,33.89,38676,35.37,35.37,33.5
1/12/2016 16:00:00,33.8,48238,34.45,35.08,33.5
1/13/2016 16:00:00,30.68,46089,33.96,33.96,30.63
1/14/2016 16:00:00,29.59,39248,30.28,30.52,28.56
1/15/2016 16:00:00,28.9,60149,29.44,29.44,26.84
1/18/2016 16:00:00,28.59,10867,28.18,28.93,28.15
1/19/2016 16:00:00,29.56,55058,30.74,31.29,29.5
1/20/2016 16:00:00,29.73,51563,29.49,30.31,27.2
1/21/2016 16:00:00,32.6,76461,29.44,33.3,29.44
1/22/2016 16:00:00,32.7,35390,33.45,33.48,32.05
1/25/2016 16:00:00,33.1,39098,33.29,33.71,32.3
1/26/2016 16:00:00,32.51,22107,33.28,33.28,31.75
1/27/2016 16:00:00,31.03,46751,32.12,32.7,31.03
1/28/2016 16:00:00,31.61,28463,31.19,32,30.92
1/29/2016 16:00:00,32.5,84613,31.34,32.68,31.29
2/1/2016 16:00:00,32.72,10012,33.06,33.06,32.1
2/2/2016 16:00:00,31.76,39866,32.69,33.01,31.2
2/3/2016 16:00:00,31.67,83953,31.77,31.77,30.36
2/4/2016 16:00:00,32.23,54418,32.16,32.52,31.44
2/5/2016 16:00:00,30.41,54861,32.37,32.37,29.65
2/8/2016 16:00:00,28.44,53779,29.21,29.88,27.81
2/9/2016 16:00:00,27.53,22911,28.03,29,27.34
2/10/2016 16:00:00,27.75,24443,28.41,28.5,27.67
2/11/2016 16:00:00,26.95,20116,27.3,27.89,26.35
2/12/2016 16:00:00,26.81,32831,27.03,27.38,25.85
2/16/2016 16:00:00,28.48,266340,28.96,29.64,27.64
2/17/2016 16:00:00,30.7,190959,33.32,34.26,29.71
2/18/2016 16:00:00,28.34,146724,31.49,31.5,28.3
2/19/2016 16:00:00,28.34,85051,28.78,28.78,27.5
2/22/2016 16:00:00,29.16,54168,28.72,29.2,28.32
2/23/2016 16:00:00,27.71,68019,29.51,29.51,27
2/24/2016 16:00:00,28.71,59772,27.89,28.95,27.27
2/25/2016 16:00:00,29.38,38905,29.03,29.58,28.38
2/26/2016 16:00:00,29.79,45598,29.64,29.85,29
2/29/2016 16:00:00,30.13,152429,29.92,30.9,29.64
3/1/2016 16:00:00,30.41,44712,30.12,30.62,29.9
3/2/2016 16:00:00,32.53,75221,30.47,32.74,30.4
3/3/2016 16:00:00,32.61,83375,32.56,34.41,31.75
3/4/2016 16:00:00,33.51,40003,32.83,33.93,32.82
3/7/2016 16:00:00,34.24,69334,33.95,34.39,33.03
3/8/2016 16:00:00,35.88,103872,34.99,36.15,34.82
3/9/2016 16:00:00,34.59,73626,36.36,36.36,34.53
3/10/2016 16:00:00,34.03,59122,35.27,35.27,33.65
3/11/2016 16:00:00,35.37,42262,34.33,35.4,34.12
3/14/2016 16:00:00,35.28,40906,35.94,35.94,34.89
3/15/2016 16:00:00,34.59,50441,35.29,35.29,34.34
3/16/2016 16:00:00,35.16,41935,34.67,35.49,34.25
3/17/2016 16:00:00,35.22,29414,35.02,35.49,34.7
3/18/2016 16:00:00,36.99,121125,36.15,37.48,35.8
3/21/2016 16:00:00,36.67,53278,37.41,37.55,36.16
3/22/2016 16:00:00,35.84,80002,36.66,36.77,35.31
3/23/2016 16:00:00,34.58,47938,35.67,35.95,34.43
3/24/2016 16:00:00,35.85,35324,35.99,36.41,34.95
3/28/2016 16:00:00,36.37,40350,36.68,36.68,35.52
3/29/2016 16:00:00,36.6,32545,36.57,36.88,36.2
3/30/2016 16:00:00,36.1,44915,36.86,37.08,35.96
3/31/2016 16:00:00,36.72,44068,36.5,36.92,35.96
4/1/2016 16:00:00,37.03,56407,36.65,37.26,36.2
4/4/2016 16:00:00,38.12,93478,37.52,39.09,37.52
4/6/2016 16:00:00,38.66,33582,37.95,38.95,37.92
4/7/2016 16:00:00,38.4,26666,38.66,38.98,38.14
4/8/2016 16:00:00,38.33,25638,38.5,38.86,38.05
4/11/2016 16:00:00,38.11,40652,39.31,39.31,38.07
4/12/2016 16:00:00,37.95,43836,38.1,38.43,37.8
4/13/2016 16:00:00,38.22,37775,38.62,38.75,38
4/14/2016 16:00:00,39.78,47241,38.59,39.78,38.26
4/15/2016 16:00:00,39.83,28433,39.78,39.93,39.3
4/18/2016 16:00:00,40.35,52644,39.99,40.84,39.22
4/19/2016 16:00:00,40.5,52183,40.5,40.99,40
4/20/2016 16:00:00,39.85,44785,40.88,40.9,39.85
4/21/2016 16:00:00,40.18,24481,40,40.32,39.86
4/22/2016 16:00:00,40.25,30032,40.16,40.52,39.5
4/25/2016 16:00:00,39.59,30404,40.62,40.62,39.1
4/26/2016 16:00:00,39.76,21057,39.75,39.77,39.06
4/27/2016 16:00:00,40.19,30173,40.1,40.27,39.53
4/28/2016 16:00:00,39.89,27352,40.25,40.3,39.71
4/29/2016 16:00:00,39.94,35070,39.89,40.36,39.73
5/2/2016 16:00:00,39.42,101129,39.8,39.8,38.75
5/3/2016 16:00:00,39.19,32599,39.33,39.7,38.9
5/4/2016 16:00:00,38.19,201787,39,39.59,36
5/5/2016 16:00:00,36.78,142573,38.23,38.23,36.25
5/6/2016 16:00:00,35.91,69138,36.39,36.66,35.52
5/9/2016 16:00:00,34.37,81478,35.81,35.81,33.5
5/10/2016 16:00:00,34.46,57568,34.31,34.64,33.88
5/11/2016 16:00:00,33.79,73308,34.47,34.47,33.49
5/12/2016 16:00:00,34.61,56936,33.53,34.81,33.53
5/13/2016 16:00:00,34.03,78470,34.65,35.11,33.85
5/16/2016 16:00:00,33.71,44750,34.09,34.2,33.55
5/17/2016 16:00:00,34.59,49426,33.94,34.79,33.71
5/18/2016 16:00:00,34.37,65062,34.95,35.45,34.11
5/19/2016 16:00:00,34.02,56913,34.34,34.5,33.8
5/20/2016 16:00:00,34.25,32945,34.38,34.66,34.15
5/24/2016 16:00:00,35.57,70905,34.53,35.82,34.49
5/25/2016 16:00:00,36.71,70863,35.82,36.9,35.55
5/26/2016 16:00:00,36.01,57421,36.93,36.93,35.83
5/27/2016 16:00:00,37.27,44028,36.35,37.37,36.17
5/30/2016 16:00:00,38.2,61692,37.73,38.81,37.28
5/31/2016 16:00:00,38.47,500266,37.99,38.58,37.4
6/1/2016 16:00:00,40.57,255130,39.4,41,39.18
6/2/2016 16:00:00,39.12,90330,40.61,40.61,38.98
6/3/2016 16:00:00,38.28,59569,39.06,39.06,37.95
6/6/2016 16:00:00,38.43,36108,38.76,38.76,38.02
6/7/2016 16:00:00,38.14,29491,38.52,38.64,37.77
6/8/2016 16:00:00,38.25,29603,38.08,38.54,37.76
6/9/2016 16:00:00,37.44,27540,38.44,38.44,37.32
6/10/2016 16:00:00,36.12,43880,37.27,37.27,35.9
6/13/2016 16:00:00,35.82,46419,36.06,36.23,35.54
6/14/2016 16:00:00,37.32,36239,35.76,37.36,35.76
6/15/2016 16:00:00,37.1,42376,37.57,38,37.01
6/16/2016 16:00:00,36.71,36162,37.6,37.6,36.4
6/17/2016 16:00:00,37.26,53822,36.62,37.45,36.35
6/20/2016 16:00:00,38.14,191022,37.65,38.54,36.95
6/21/2016 16:00:00,38.25,115976,38.13,38.42,37.76
6/22/2016 16:00:00,38.24,38526,38.43,38.43,37.81
6/23/2016 16:00:00,39.87,101989,38.56,40.24,37.97
6/24/2016 16:00:00,37.86,82787,38,39,37.02
6/27/2016 16:00:00,35.51,98345,37.88,37.88,34.45
6/28/2016 16:00:00,37.16,107469,36.37,37.18,35.6
6/29/2016 16:00:00,39.35,113601,37.91,39.4,37.91
6/30/2016 16:00:00,39.76,65218,39.58,40.39,38.95
7/4/2016 16:00:00,40.18,25987,40.5,40.8,39.62
7/5/2016 16:00:00,39.61,41581,40.13,40.13,39.29
7/6/2016 16:00:00,39.68,43265,39.4,39.89,39.15
7/7/2016 16:00:00,39.48,32935,39.64,39.7,39.34
7/8/2016 16:00:00,40.44,45735,39.66,40.63,39.66
7/11/2016 16:00:00,41.8,57164,40.43,41.9,40.43
7/12/2016 16:00:00,42.36,114367,41.64,43.2,41.64
7/13/2016 16:00:00,41.47,39939,42.59,42.92,41.4
7/14/2016 16:00:00,41.41,33383,41.99,42,41.15
7/15/2016 16:00:00,41.8,34600,41.5,42,41.15
7/18/2016 16:00:00,41.72,30580,42.5,42.72,41.55
7/19/2016 16:00:00,43.32,90797,42.23,43.54,42
7/20/2016 16:00:00,43.2,64598,42.77,43.88,42.77
7/21/2016 16:00:00,42.85,28747,43.24,43.57,42.11
7/22/2016 16:00:00,43.18,44688,43.24,44,42.58
7/25/2016 16:00:00,43.13,25282,43.41,43.69,43
7/26/2016 16:00:00,42.93,35412,43.35,43.35,42.09
7/27/2016 16:00:00,43.8,32272,42.99,44.27,42.99
7/28/2016 16:00:00,45.14,61624,43.82,45.52,43.82
7/29/2016 16:00:00,44.75,53076,45.2,45.37,43.95
8/2/2016 16:00:00,43.93,69337,44.74,45.02,42.94
8/3/2016 16:00:00,48.01,272890,46,48.54,44
8/4/2016 16:00:00,47.96,96783,47.51,48.11,46.39
8/5/2016 16:00:00,48.86,68474,49,49.27,47.96
8/8/2016 16:00:00,50.53,95935,49.31,50.93,49.13
8/9/2016 16:00:00,50.85,48668,50.84,51.41,50.22
8/10/2016 16:00:00,51.37,86703,50.87,51.87,50.87
8/11/2016 16:00:00,51.71,97458,51.84,53.11,51.6
8/12/2016 16:00:00,51.06,73123,51.51,52.49,50.58
8/15/2016 16:00:00,50.43,68754,51.53,51.54,50.27
8/16/2016 16:00:00,49.38,142653,49.5,50.71,47.66
8/17/2016 16:00:00,49.8,115795,50.18,50.86,49.64
8/18/2016 16:00:00,51.36,85941,49.89,51.95,49.65
8/19/2016 16:00:00,55.4,336798,52.43,55.4,51.81
8/22/2016 16:00:00,55.04,98991,55.26,55.26,53.6
8/23/2016 16:00:00,53.96,99705,55.01,56.3,53.87
8/24/2016 16:00:00,52.9,81809,54.29,55.11,52.65
8/25/2016 16:00:00,52.61,113177,52.9,53.14,52.1
8/26/2016 16:00:00,54.07,59328,52.51,54.15,52.51
8/29/2016 16:00:00,53.85,42477,54.49,54.49,53.67
8/30/2016 16:00:00,54.02,27292,54.48,54.48,53.5
8/31/2016 16:00:00,54.4,178539,54.05,54.4,53.64
9/1/2016 16:00:00,53.35,95470,54.45,54.45,52.31
9/2/2016 16:00:00,55.04,99430,53.4,56.92,53.35
9/6/2016 16:00:00,55.58,57585,55.54,55.95,54.74
9/7/2016 16:00:00,55.22,69888,56,56,54.64
9/8/2016 16:00:00,55.86,47860,55.24,56,54.72
9/9/2016 16:00:00,53.55,83375,55.74,55.78,53.11
9/12/2016 16:00:00,54.37,78155,52.99,55.3,52.22
9/13/2016 16:00:00,53.53,65145,54.39,54.54,52.62
9/14/2016 16:00:00,54,84322,53.99,54.86,53.56
9/15/2016 16:00:00,54.95,75036,54.54,55.31,53.88
9/16/2016 16:00:00,54.68,97978,55.49,55.49,53.95
9/19/2016 16:00:00,56.88,150270,55.21,59.03,55.06
9/20/2016 16:00:00,56.12,104517,56.88,57.25,54.88
9/21/2016 16:00:00,58.29,111030,56.62,58.52,56.4
9/22/2016 16:00:00,57.33,120196,58.99,58.99,56.93
9/23/2016 16:00:00,57.18,67073,58.02,58.02,56.5
9/26/2016 16:00:00,56.98,48713,57.02,57.37,56.52
9/27/2016 16:00:00,58.01,69843,57.28,58.04,57.11
9/28/2016 16:00:00,56.09,239940,56.58,57.04,54
9/29/2016 16:00:00,56.59,97596,55.83,57.58,55.83
9/30/2016 16:00:00,56.29,39184,56.83,56.87,56.1
10/3/2016 16:00:00,56.4,78708,57.49,57.49,55.52
10/4/2016 16:00:00,57.27,93167,57.53,57.99,56.9
10/5/2016 16:00:00,57.88,72346,57.79,58.31,57.25
10/6/2016 16:00:00,57.73,64559,57.88,58,57.18
10/7/2016 16:00:00,59.1,63566,58,59.13,57.66
10/11/2016 16:00:00,56.04,151928,58.95,58.95,55.67
10/12/2016 16:00:00,56.25,93582,56.11,56.66,55.33
10/13/2016 16:00:00,55.59,131747,55.56,55.82,53.31
10/14/2016 16:00:00,56.31,76075,55.97,57.3,55.97
10/17/2016 16:00:00,55.17,51724,56.24,56.24,54.8
10/18/2016 16:00:00,55.76,53396,55.78,55.88,55.33
10/19/2016 16:00:00,57.01,72828,55.76,57.84,55.6
10/20/2016 16:00:00,57.15,49077,57.62,57.66,56.55
10/21/2016 16:00:00,57.96,85654,57.36,58.23,56.96
10/24/2016 16:00:00,58.81,64681,58.5,59,58.3
10/25/2016 16:00:00,58.08,63332,59,59,57.56
10/26/2016 16:00:00,57.47,56127,58.11,58.4,57.39
10/27/2016 16:00:00,55.34,96410,57.65,58.26,55.34
10/28/2016 16:00:00,54.7,82313,55.55,55.71,54.67
10/31/2016 16:00:00,55.58,47271,55.25,55.89,54.79
11/1/2016 16:00:00,54.94,37589,56.1,56.13,54.75
11/2/2016 16:00:00,58.29,197636,56,60.21,56
11/3/2016 16:00:00,54.04,211546,57.99,57.99,51.78
11/4/2016 16:00:00,52.52,78332,54.45,54.5,52.3
11/7/2016 16:00:00,53.75,89252,54.43,54.43,52.97
11/8/2016 16:00:00,55.02,74643,53.8,55.26,53.28
11/9/2016 16:00:00,54.32,107080,53.51,55.35,53.03
11/10/2016 16:00:00,54.02,94124,55.02,56,53.28
11/11/2016 16:00:00,53.73,76052,54.07,54.07,52.76
11/14/2016 16:00:00,51.36,93281,54.22,54.22,51.17
11/15/2016 16:00:00,53.65,121351,50.84,54.29,50.84
11/16/2016 16:00:00,54.3,56488,53.74,54.62,53.41
11/17/2016 16:00:00,56.91,108921,54.62,56.91,54.3
11/18/2016 16:00:00,59.55,150562,57.48,59.78,57
11/21/2016 16:00:00,60.23,105967,59.7,60.93,59
11/22/2016 16:00:00,57.81,102956,60.6,60.6,57.2
11/23/2016 16:00:00,58.1,70881,58.22,58.55,57.49
11/24/2016 16:00:00,58.62,36982,58.49,59,58.46
11/25/2016 16:00:00,58.99,44515,58.96,59.04,58.21
11/28/2016 16:00:00,56.94,79143,58.82,58.82,56.8
11/29/2016 16:00:00,57.33,56789,57.27,57.97,57
11/30/2016 16:00:00,56.38,123923,57.96,57.96,55.89
12/1/2016 16:00:00,52.86,233149,56,56.27,52.8
12/2/2016 16:00:00,52.08,207316,52.83,53.59,51.46
12/5/2016 16:00:00,54.02,126972,53.02,54.56,52.51
12/6/2016 16:00:00,54.41,91194,54.99,54.99,53.45
12/7/2016 16:00:00,54.11,98281,54.79,54.79,53.19
12/8/2016 16:00:00,56.17,121175,54.45,56.69,53.66
12/9/2016 16:00:00,55.8,90303,56.87,57.55,55.11
12/12/2016 16:00:00,55.38,74471,56.32,56.32,55.05
12/13/2016 16:00:00,55.46,46397,55.37,55.94,55.02
12/14/2016 16:00:00,55.6,146924,55.54,55.63,54.44
12/15/2016 16:00:00,56.62,83214,55.53,57.19,55.31
12/16/2016 16:00:00,56.25,38923,57.14,57.14,56.04
12/19/2016 16:00:00,56.18,62902,56.36,57.39,56.02
12/20/2016 16:00:00,55.29,59258,56.18,56.26,55
12/21/2016 16:00:00,54.65,49215,55.66,55.66,54.48
12/22/2016 16:00:00,54.3,81173,54.95,55.17,53.75
12/23/2016 16:00:00,55.93,58412,54.98,56,54.4
12/28/2016 16:00:00,58.72,144216,58.5,60,58.18
12/29/2016 16:00:00,58.18,67144,59.45,59.45,57.44
12/30/2016 16:00:00,57.7,31056,58.47,58.47,57.25
1/3/2017 16:00:00,57.65,83632,58.22,58.4,56.6
1/4/2017 16:00:00,58.86,84716,57.96,59.02,57.15
1/5/2017 16:00:00,63.16,268340,58.8,63.43,58.5
1/6/2017 16:00:00,62.03,198457,62.98,63.05,60.34
1/9/2017 16:00:00,62.54,79175,62.12,62.86,61.75
1/10/2017 16:00:00,63.34,131031,62.44,64.74,62.28
1/11/2017 16:00:00,63.74,144239,63.75,64.47,62.56
1/12/2017 16:00:00,63.83,79687,64,64,62.56
1/13/2017 16:00:00,63.14,114854,63.9,64.88,63.02
1/16/2017 16:00:00,64,30407,63.82,64,63.3
1/17/2017 16:00:00,64.61,144473,64.37,64.97,63
1/18/2017 16:00:00,66.17,155674,64.99,66.31,64.22
1/19/2017 16:00:00,67.47,175538,66.69,68.21,66.28
1/20/2017 16:00:00,66.71,167717,67.96,68.58,66.5
1/23/2017 16:00:00,65.53,159111,67,67.13,65.38
1/24/2017 16:00:00,65.23,159356,66.22,66.22,64.5
1/25/2017 16:00:00,67.04,114903,65.89,67.94,65.68
1/26/2017 16:00:00,66.8,107224,68,68,66.31
1/27/2017 16:00:00,67.7,107679,66.86,67.8,66.86
1/30/2017 16:00:00,66.4,143435,67.97,67.97,65.47
1/31/2017 16:00:00,66.04,66254,65.98,66.13,65.31
2/1/2017 16:00:00,66.7,65640,67.23,67.5,66.2
2/2/2017 16:00:00,68.22,152034,66.54,68.5,66.5
2/3/2017 16:00:00,67.89,99538,68.5,68.5,66.86
2/6/2017 16:00:00,68.93,74166,68.3,69,67.27
2/7/2017 16:00:00,69.89,136605,69.46,70.6,69.33
2/8/2017 16:00:00,70.24,118762,70.57,70.57,69.42
2/9/2017 16:00:00,71.69,138828,70.64,72.25,70.45
2/10/2017 16:00:00,72.24,176438,72.41,73.5,71.84
2/13/2017 16:00:00,73.22,204057,73.3,74.9,72.37
2/14/2017 16:00:00,73.24,167616,73.59,73.59,72.28
2/15/2017 16:00:00,79.22,587733,72.91,80.41,71.23
2/16/2017 16:00:00,79.71,292342,80,81.4,77.78
2/17/2017 16:00:00,80.66,166454,80,80.79,78.68
2/21/2017 16:00:00,82.89,254373,82,84.05,81.44
2/22/2017 16:00:00,83.81,215766,83.1,84.09,81.41
2/23/2017 16:00:00,82.25,224081,84.29,84.29,81.09
2/24/2017 16:00:00,81.17,264732,81,81.39,79.48
2/27/2017 16:00:00,78.84,234160,81,81.12,78.43
2/28/2017 16:00:00,78.87,214805,78.49,80.66,78.47
