Symbol,Date,Close
OTEX,2/25/2019,50.24
OTEX,2/26/2019,50.3
OTEX,2/27/2019,50.48
OTEX,2/28/2019,49.88
OTEX,3/1/2019,50.65
OTEX,3/4/2019,50.41
OTEX,3/5/2019,50.54
OTEX,3/6/2019,50.92
OTEX,3/7/2019,50.6
OTEX,3/8/2019,50.35
OTEX,3/11/2019,50.58
OTEX,3/12/2019,50.87
OTEX,3/13/2019,50.49
OTEX,3/14/2019,50.48
OTEX,3/15/2019,50.86
OTEX,3/18/2019,50.91
OTEX,3/19/2019,51.04
OTEX,3/20/2019,50.25
OTEX,3/21/2019,51.01
OTEX,3/22/2019,50.27
OTEX,3/25/2019,50.31
OTEX,3/26/2019,50.48
OTEX,3/27/2019,50.85
OTEX,3/28/2019,51.75
OTEX,3/29/2019,51.31
OTEX,4/1/2019,51.28
OTEX,4/2/2019,51.27
OTEX,4/3/2019,51.59
OTEX,4/4/2019,50.81
OTEX,4/5/2019,51.53
OTEX,4/8/2019,50.96
OTEX,4/9/2019,51.41
OTEX,4/10/2019,51.25
OTEX,4/11/2019,51.59
OTEX,4/12/2019,51.74
OTEX,4/15/2019,51.62
OTEX,4/16/2019,51.66
OTEX,4/17/2019,50.74
OTEX,4/18/2019,51
OTEX,4/22/2019,50.61
OTEX,4/23/2019,51.19
OTEX,4/24/2019,51.41
OTEX,4/25/2019,51.73
OTEX,4/26/2019,51.77
OTEX,4/29/2019,51.45
OTEX,4/30/2019,51.5
OTEX,5/1/2019,51.67
OTEX,5/2/2019,53.5
OTEX,5/3/2019,54.09
OTEX,5/6/2019,54.06
OTEX,5/7/2019,52.99
OTEX,5/8/2019,54.25
OTEX,5/9/2019,54.18
OTEX,5/10/2019,54.14
OTEX,5/13/2019,53.35
OTEX,5/14/2019,53.51
OTEX,5/15/2019,53.68
OTEX,5/16/2019,54.28
OTEX,5/17/2019,54.87
OTEX,5/21/2019,54.92
OTEX,5/22/2019,55.07
OTEX,5/23/2019,54.39
OTEX,5/24/2019,54.35
OTEX,5/27/2019,55.03
OTEX,5/28/2019,54.68
OTEX,5/29/2019,53.92
OTEX,5/30/2019,53.73
OTEX,5/31/2019,53.74
OTEX,6/3/2019,52.45
OTEX,6/4/2019,53.04
OTEX,6/5/2019,53.85
OTEX,6/6/2019,54.5
OTEX,6/7/2019,54.64
OTEX,6/10/2019,54.78
OTEX,6/11/2019,54.45
OTEX,6/12/2019,55.05
OTEX,6/13/2019,55.16
OTEX,6/14/2019,55.36
OTEX,6/17/2019,54.8
OTEX,6/18/2019,55.16
OTEX,6/19/2019,54.94
OTEX,6/20/2019,54.87
OTEX,6/21/2019,54.59
OTEX,6/24/2019,54.94
OTEX,6/25/2019,53.87
OTEX,6/26/2019,53.84
OTEX,6/27/2019,53.98
OTEX,6/28/2019,54.04
OTEX,7/2/2019,54.91
OTEX,7/3/2019,55.35
OTEX,7/4/2019,55.38
OTEX,7/5/2019,54.9
OTEX,7/8/2019,54.73
OTEX,7/9/2019,55.73
OTEX,7/10/2019,55.61
OTEX,7/11/2019,56.03
OTEX,7/12/2019,55.36
OTEX,7/15/2019,55.75
OTEX,7/16/2019,55.52
OTEX,7/17/2019,55.47
OTEX,7/18/2019,55.64
OTEX,7/19/2019,55.82
OTEX,7/22/2019,56.91
OTEX,7/23/2019,56.82
OTEX,7/24/2019,57.51
OTEX,7/25/2019,57.79
OTEX,7/26/2019,58.02
OTEX,7/29/2019,57.56
OTEX,7/30/2019,56.8
OTEX,7/31/2019,56.29
OTEX,8/1/2019,56.23
OTEX,8/2/2019,51.26
OTEX,8/6/2019,50.27
OTEX,8/7/2019,50.51
OTEX,8/8/2019,51.04
OTEX,8/9/2019,50.78
OTEX,8/12/2019,50.8
OTEX,8/13/2019,50.75
OTEX,8/14/2019,50.05
OTEX,8/15/2019,50.5
OTEX,8/16/2019,51.05
OTEX,8/19/2019,51.59
OTEX,8/20/2019,51.41
OTEX,8/21/2019,51.83
OTEX,8/22/2019,52.01
OTEX,8/23/2019,51.3
OTEX,8/26/2019,51
OTEX,8/27/2019,51.42
OTEX,8/28/2019,51.25
OTEX,8/29/2019,51.65
OTEX,8/30/2019,52.09
OTEX,9/3/2019,52.79
OTEX,9/4/2019,53.36
OTEX,9/5/2019,54.94
OTEX,9/6/2019,54.75
OTEX,9/9/2019,54.47
OTEX,9/10/2019,53.86
OTEX,9/11/2019,54.33
OTEX,9/12/2019,54.6
OTEX,9/13/2019,54.35
OTEX,9/16/2019,54.13
OTEX,9/17/2019,54.34
OTEX,9/18/2019,54.22
OTEX,9/19/2019,54.6
OTEX,9/20/2019,54.9
OTEX,9/23/2019,54.48
OTEX,9/24/2019,53.82
OTEX,9/25/2019,54.33
OTEX,9/26/2019,54.29
OTEX,9/27/2019,53.72
OTEX,9/30/2019,54.04
OTEX,10/1/2019,53.39
OTEX,10/2/2019,52.74
OTEX,10/3/2019,53.32
OTEX,10/4/2019,53.8
OTEX,10/7/2019,53.54
OTEX,10/8/2019,53.16
OTEX,10/9/2019,53.98
OTEX,10/10/2019,53.62
OTEX,10/11/2019,53.85
OTEX,10/15/2019,53.73
OTEX,10/16/2019,53.89
OTEX,10/17/2019,53.67
OTEX,10/18/2019,51.6
OTEX,10/21/2019,52.25
OTEX,10/22/2019,51.48
OTEX,10/23/2019,51.65
OTEX,10/24/2019,52.11
OTEX,10/25/2019,52.29
OTEX,10/28/2019,52.65
OTEX,10/29/2019,52.64
OTEX,10/30/2019,53.15
OTEX,10/31/2019,53.22
OTEX,11/1/2019,54.07
OTEX,11/4/2019,54.25
OTEX,11/5/2019,53.96
OTEX,11/6/2019,53.95
OTEX,11/7/2019,54.23
OTEX,11/8/2019,54.97
OTEX,11/11/2019,56.27
OTEX,11/12/2019,56.48
OTEX,11/13/2019,57.68
OTEX,11/14/2019,57.52
OTEX,11/15/2019,57.49
OTEX,11/18/2019,57.49
OTEX,11/19/2019,57.77
OTEX,11/20/2019,57.48
OTEX,11/21/2019,57.32
OTEX,11/22/2019,57.19
OTEX,11/25/2019,58.26
OTEX,11/26/2019,59
OTEX,11/27/2019,58.49
OTEX,11/28/2019,58.29
OTEX,11/29/2019,57.83
OTEX,12/2/2019,57.47
OTEX,12/3/2019,56.89
OTEX,12/4/2019,56.41
OTEX,12/5/2019,56.36
OTEX,12/6/2019,56.58
OTEX,12/9/2019,56.12
OTEX,12/10/2019,56.28
OTEX,12/11/2019,56.48
OTEX,12/12/2019,56.73
OTEX,12/13/2019,56.91
OTEX,12/16/2019,57.62
OTEX,12/17/2019,57.54
OTEX,12/18/2019,57.5
OTEX,12/19/2019,57.28
OTEX,12/20/2019,58.68
OTEX,12/23/2019,57.89
OTEX,12/24/2019,57.44
OTEX,12/27/2019,57.7
OTEX,12/30/2019,57.19
