time,close
2018-01-11 12:15:00-05:00,342.61
2018-01-11 12:30:00-05:00,342.13
2018-01-11 12:45:00-05:00,341.285
2018-01-11 13:00:00-05:00,341.84
2018-01-11 13:15:00-05:00,342.07
2018-01-11 13:30:00-05:00,342.35
2018-01-11 13:45:00-05:00,342.21
2018-01-11 14:00:00-05:00,341.88
2018-01-11 14:15:00-05:00,341.97
2018-01-11 14:30:00-05:00,342.545
2018-01-11 14:45:00-05:00,342.27
2018-01-11 15:00:00-05:00,339.23
2018-01-11 15:15:00-05:00,338.62
2018-01-11 15:30:00-05:00,336.9
2018-01-11 15:45:00-05:00,337.91
2018-01-12 09:30:00-05:00,338.08
2018-01-12 09:45:00-05:00,334.01
2018-01-12 10:00:00-05:00,334.65
2018-01-12 10:15:00-05:00,334.825
2018-01-12 10:30:00-05:00,338.92
2018-01-12 10:45:00-05:00,336.78
2018-01-12 11:00:00-05:00,336.05
2018-01-12 11:15:00-05:00,336.315
2018-01-12 11:30:00-05:00,336.61
2018-01-12 11:45:00-05:00,336.68
2018-01-12 12:00:00-05:00,337.03
2018-01-12 12:15:00-05:00,335.95
2018-01-12 12:30:00-05:00,335.91
2018-01-12 12:45:00-05:00,336.37
2018-01-12 13:00:00-05:00,335.85
2018-01-12 13:15:00-05:00,335.27
2018-01-12 13:30:00-05:00,335.67
2018-01-12 13:45:00-05:00,335.68
2018-01-12 14:00:00-05:00,336.3
2018-01-12 14:15:00-05:00,335.8
2018-01-12 14:30:00-05:00,334.23
2018-01-12 14:45:00-05:00,335.14
2018-01-12 15:00:00-05:00,335.238
2018-01-12 15:15:00-05:00,335.89
2018-01-12 15:30:00-05:00,335.66
2018-01-12 15:45:00-05:00,336.17
2018-01-16 09:30:00-05:00,337.81
2018-01-16 09:45:00-05:00,340.31
2018-01-16 10:00:00-05:00,344.05
2018-01-16 10:15:00-05:00,342.26
2018-01-16 10:30:00-05:00,342.1
2018-01-16 10:45:00-05:00,340.99
2018-01-16 11:00:00-05:00,340.17
2018-01-16 11:15:00-05:00,340.441
2018-01-16 11:30:00-05:00,341.59
2018-01-16 11:45:00-05:00,341.24
2018-01-16 12:00:00-05:00,343.01
2018-01-16 12:15:00-05:00,342.12
2018-01-16 12:30:00-05:00,341.41
2018-01-16 12:45:00-05:00,340.84
2018-01-16 13:00:00-05:00,340.79
2018-01-16 13:15:00-05:00,339.86
2018-01-16 13:30:00-05:00,340.14
2018-01-16 13:45:00-05:00,339.235
2018-01-16 14:00:00-05:00,338.61
2018-01-16 14:15:00-05:00,338.125
2018-01-16 14:30:00-05:00,336.24
2018-01-16 14:45:00-05:00,336.03
2018-01-16 15:00:00-05:00,337.855
2018-01-16 15:15:00-05:00,338.52
2018-01-16 15:30:00-05:00,339.73
2018-01-16 15:45:00-05:00,340.11
2018-01-17 09:30:00-05:00,343.54
2018-01-17 09:45:00-05:00,341.75
2018-01-17 10:00:00-05:00,344.73
2018-01-17 10:15:00-05:00,343.35
2018-01-17 10:30:00-05:00,343.68
2018-01-17 10:45:00-05:00,347.0
2018-01-17 11:00:00-05:00,346.43
2018-01-17 11:15:00-05:00,347.3
2018-01-17 11:30:00-05:00,348.76
2018-01-17 11:45:00-05:00,346.28
2018-01-17 12:00:00-05:00,346.12
2018-01-17 12:15:00-05:00,345.64
2018-01-17 12:30:00-05:00,344.965
2018-01-17 12:45:00-05:00,347.0
2018-01-17 13:00:00-05:00,346.38
2018-01-17 13:15:00-05:00,346.67
2018-01-17 13:30:00-05:00,345.65
2018-01-17 13:45:00-05:00,347.4
2018-01-17 14:00:00-05:00,346.62
2018-01-17 14:15:00-05:00,346.46
2018-01-17 14:30:00-05:00,347.199
2018-01-17 14:45:00-05:00,347.13
2018-01-17 15:00:00-05:00,346.58
2018-01-17 15:15:00-05:00,345.86
2018-01-17 15:30:00-05:00,347.19
2018-01-17 15:45:00-05:00,347.12
2018-01-18 09:30:00-05:00,346.48
2018-01-18 09:45:00-05:00,351.65
2018-01-18 10:00:00-05:00,348.99
2018-01-18 10:15:00-05:00,350.39
2018-01-18 10:30:00-05:00,349.84
2018-01-18 10:45:00-05:00,350.04
2018-01-18 11:00:00-05:00,350.88
2018-01-18 11:15:00-05:00,351.1
2018-01-18 11:30:00-05:00,350.5
2018-01-18 11:45:00-05:00,350.49
2018-01-18 12:00:00-05:00,350.04
2018-01-18 12:15:00-05:00,351.27
2018-01-18 12:30:00-05:00,351.04
2018-01-18 12:45:00-05:00,350.23
2018-01-18 13:00:00-05:00,350.5
2018-01-18 13:15:00-05:00,349.99
2018-01-18 13:30:00-05:00,349.79
2018-01-18 13:45:00-05:00,347.6
2018-01-18 14:00:00-05:00,347.82
2018-01-18 14:15:00-05:00,348.32
2018-01-18 14:30:00-05:00,347.35
2018-01-18 14:45:00-05:00,347.5
2018-01-18 15:00:00-05:00,347.795
2018-01-18 15:15:00-05:00,347.42
2018-01-18 15:30:00-05:00,344.87
2018-01-18 15:45:00-05:00,344.34
2018-01-18 16:00:00-05:00,344.125
2018-01-19 09:30:00-05:00,346.21
2018-01-19 09:45:00-05:00,346.77
2018-01-19 10:00:00-05:00,344.31
2018-01-19 10:15:00-05:00,344.075
2018-01-19 10:30:00-05:00,345.49
2018-01-19 10:45:00-05:00,344.565
2018-01-19 11:00:00-05:00,344.34
2018-01-19 11:15:00-05:00,346.07
2018-01-19 11:30:00-05:00,347.15
2018-01-19 11:45:00-05:00,346.33
2018-01-19 12:00:00-05:00,346.38
2018-01-19 12:15:00-05:00,345.61
2018-01-19 12:30:00-05:00,345.94
2018-01-19 12:45:00-05:00,345.64
2018-01-19 13:00:00-05:00,346.21
2018-01-19 13:15:00-05:00,345.98
2018-01-19 13:30:00-05:00,346.35
2018-01-19 13:45:00-05:00,346.54
2018-01-19 14:00:00-05:00,346.06
2018-01-19 14:15:00-05:00,346.32
2018-01-19 14:30:00-05:00,347.93
2018-01-19 14:45:00-05:00,349.19
2018-01-19 15:00:00-05:00,349.49
2018-01-19 15:15:00-05:00,349.03
2018-01-19 15:30:00-05:00,349.41
2018-01-19 15:45:00-05:00,349.88
2018-01-19 16:00:00-05:00,350.01
2018-01-22 09:30:00-05:00,351.51
2018-01-22 09:45:00-05:00,353.16
2018-01-22 10:00:00-05:00,354.74
2018-01-22 10:15:00-05:00,355.4
2018-01-22 10:30:00-05:00,356.35
2018-01-22 10:45:00-05:00,356.03
2018-01-22 11:00:00-05:00,357.06
2018-01-22 11:15:00-05:00,356.35
2018-01-22 11:30:00-05:00,355.34
2018-01-22 11:45:00-05:00,355.65
2018-01-22 12:00:00-05:00,355.78
2018-01-22 12:15:00-05:00,356.21
2018-01-22 12:30:00-05:00,355.07
2018-01-22 12:45:00-05:00,354.13
2018-01-22 13:00:00-05:00,354.43
2018-01-22 13:15:00-05:00,354.14
2018-01-22 13:30:00-05:00,354.25
2018-01-22 13:45:00-05:00,354.01
2018-01-22 14:00:00-05:00,353.25
2018-01-22 14:15:00-05:00,352.58
2018-01-22 14:30:00-05:00,353.1
2018-01-22 14:45:00-05:00,352.82
2018-01-22 15:00:00-05:00,353.111
2018-01-22 15:15:00-05:00,352.3
2018-01-22 15:30:00-05:00,350.84
2018-01-22 15:45:00-05:00,351.49
2018-01-23 08:00:00-05:00,358.05
2018-01-23 08:30:00-05:00,358.92
2018-01-23 08:45:00-05:00,360.51
2018-01-23 09:00:00-05:00,361.52
2018-01-23 09:15:00-05:00,359.82
2018-01-23 09:30:00-05:00,356.26
2018-01-23 09:45:00-05:00,354.95
2018-01-23 10:00:00-05:00,355.3
2018-01-23 10:15:00-05:00,354.76
2018-01-23 10:30:00-05:00,352.5
2018-01-23 10:45:00-05:00,353.56
2018-01-23 11:00:00-05:00,353.66
2018-01-23 11:15:00-05:00,354.38
2018-01-23 11:30:00-05:00,354.84
2018-01-23 11:45:00-05:00,354.961
2018-01-23 12:00:00-05:00,355.43
2018-01-23 12:15:00-05:00,354.61
2018-01-23 12:30:00-05:00,353.901
2018-01-23 12:45:00-05:00,352.44
2018-01-23 13:00:00-05:00,352.69
2018-01-23 13:15:00-05:00,353.13
2018-01-23 13:30:00-05:00,352.94
2018-01-23 13:45:00-05:00,353.89
2018-01-23 14:00:00-05:00,354.33
2018-01-23 14:15:00-05:00,353.6
2018-01-23 14:30:00-05:00,353.915
2018-01-23 14:45:00-05:00,354.33
2018-01-23 15:00:00-05:00,352.95
2018-01-23 15:15:00-05:00,352.55
2018-01-23 15:30:00-05:00,353.1
2018-01-23 15:45:00-05:00,352.83
2018-01-23 17:00:00-05:00,352.4
2018-01-24 09:30:00-05:00,348.77
2018-01-24 09:45:00-05:00,351.52
2018-01-24 10:00:00-05:00,351.92
2018-01-24 10:15:00-05:00,350.5
2018-01-24 10:30:00-05:00,351.54
2018-01-24 10:45:00-05:00,350.39
2018-01-24 11:00:00-05:00,347.78
2018-01-24 11:15:00-05:00,347.37
2018-01-24 11:30:00-05:00,347.09
2018-01-24 11:45:00-05:00,347.69
2018-01-24 12:00:00-05:00,347.61
2018-01-24 12:15:00-05:00,346.9
2018-01-24 12:30:00-05:00,346.85
2018-01-24 12:45:00-05:00,346.26
2018-01-24 13:00:00-05:00,344.28
2018-01-24 13:15:00-05:00,344.79
2018-01-24 13:30:00-05:00,346.32
2018-01-24 13:45:00-05:00,345.58
2018-01-24 14:00:00-05:00,346.23
2018-01-24 14:15:00-05:00,346.3
2018-01-24 14:30:00-05:00,346.52
2018-01-24 14:45:00-05:00,346.32
2018-01-24 15:00:00-05:00,346.09
2018-01-24 15:15:00-05:00,346.34
2018-01-24 15:30:00-05:00,346.75
2018-01-24 15:45:00-05:00,345.88
2018-01-24 16:00:00-05:00,345.88
2018-01-25 09:30:00-05:00,345.62
2018-01-25 09:45:00-05:00,344.05
2018-01-25 10:00:00-05:00,343.72
2018-01-25 10:15:00-05:00,344.99
2018-01-25 10:30:00-05:00,345.82
2018-01-25 10:45:00-05:00,345.3
2018-01-25 11:00:00-05:00,346.26
2018-01-25 11:15:00-05:00,347.58
2018-01-25 11:30:00-05:00,346.68
2018-01-25 11:45:00-05:00,348.13
2018-01-25 12:00:00-05:00,347.61
2018-01-25 12:15:00-05:00,346.79
2018-01-25 12:30:00-05:00,345.68
2018-01-25 12:45:00-05:00,345.42
2018-01-25 13:00:00-05:00,345.21
2018-01-25 13:15:00-05:00,344.79
2018-01-25 13:30:00-05:00,345.94
2018-01-25 13:45:00-05:00,345.51
2018-01-25 14:00:00-05:00,344.76
2018-01-25 14:15:00-05:00,344.94
2018-01-25 14:30:00-05:00,340.45
2018-01-25 14:45:00-05:00,337.5
2018-01-25 15:00:00-05:00,338.915
2018-01-25 15:15:00-05:00,339.54
2018-01-25 15:30:00-05:00,337.05
2018-01-25 15:45:00-05:00,337.55
2018-01-26 09:30:00-05:00,336.705
2018-01-26 09:45:00-05:00,339.46
2018-01-26 10:00:00-05:00,339.95
2018-01-26 10:15:00-05:00,340.82
2018-01-26 10:30:00-05:00,341.33
2018-01-26 10:45:00-05:00,340.17
2018-01-26 11:00:00-05:00,340.81
2018-01-26 11:15:00-05:00,340.31
2018-01-26 11:30:00-05:00,340.6
2018-01-26 11:45:00-05:00,339.5
2018-01-26 12:00:00-05:00,338.57
2018-01-26 12:15:00-05:00,339.3
2018-01-26 12:30:00-05:00,339.33
2018-01-26 12:45:00-05:00,339.96
2018-01-26 13:00:00-05:00,340.38
2018-01-26 13:15:00-05:00,339.84
2018-01-26 13:30:00-05:00,340.86
2018-01-26 13:45:00-05:00,340.71
2018-01-26 14:00:00-05:00,340.54
2018-01-26 14:15:00-05:00,339.81
2018-01-26 14:30:00-05:00,340.11
2018-01-26 14:45:00-05:00,340.87
2018-01-26 15:00:00-05:00,342.26
2018-01-26 15:15:00-05:00,342.9
2018-01-26 15:30:00-05:00,343.235
2018-01-26 15:45:00-05:00,342.79
2018-01-26 17:15:00-05:00,342.95
2018-01-29 09:30:00-05:00,342.59
2018-01-29 09:45:00-05:00,340.68
2018-01-29 10:00:00-05:00,342.78
2018-01-29 10:15:00-05:00,342.67
2018-01-29 10:30:00-05:00,341.22
2018-01-29 10:45:00-05:00,341.41
2018-01-29 11:00:00-05:00,341.29
2018-01-29 11:15:00-05:00,343.25
2018-01-29 11:30:00-05:00,343.54
2018-01-29 11:45:00-05:00,344.29
2018-01-29 12:00:00-05:00,345.35
2018-01-29 12:15:00-05:00,344.97
2018-01-29 12:30:00-05:00,344.64
2018-01-29 12:45:00-05:00,346.7
2018-01-29 13:00:00-05:00,347.615
2018-01-29 13:15:00-05:00,347.43
2018-01-29 13:30:00-05:00,348.445
2018-01-29 13:45:00-05:00,348.62
2018-01-29 14:00:00-05:00,348.03
2018-01-29 14:15:00-05:00,347.765
2018-01-29 14:30:00-05:00,348.92
2018-01-29 14:45:00-05:00,349.37
2018-01-29 15:00:00-05:00,349.66
2018-01-29 15:15:00-05:00,348.96
2018-01-29 15:30:00-05:00,349.63
2018-01-29 15:45:00-05:00,349.27
2018-01-29 18:45:00-05:00,348.56
2018-01-30 09:30:00-05:00,345.5
2018-01-30 09:45:00-05:00,344.13
2018-01-30 10:00:00-05:00,343.36
2018-01-30 10:15:00-05:00,345.83
2018-01-30 10:30:00-05:00,344.85
2018-01-30 10:45:00-05:00,346.245
2018-01-30 11:00:00-05:00,345.5
2018-01-30 11:15:00-05:00,345.265
2018-01-30 11:30:00-05:00,346.38
2018-01-30 11:45:00-05:00,346.095
2018-01-30 12:00:00-05:00,346.46
2018-01-30 12:15:00-05:00,346.985
2018-01-30 12:30:00-05:00,347.795
2018-01-30 12:45:00-05:00,347.2
2018-01-30 13:00:00-05:00,345.99
2018-01-30 13:15:00-05:00,346.03
2018-01-30 13:30:00-05:00,346.86
2018-01-30 13:45:00-05:00,347.33
2018-01-30 14:00:00-05:00,347.18
2018-01-30 14:15:00-05:00,347.02
2018-01-30 14:30:00-05:00,347.0
2018-01-30 14:45:00-05:00,346.2
2018-01-30 15:00:00-05:00,346.51
2018-01-30 15:15:00-05:00,346.72
2018-01-30 15:30:00-05:00,346.08
2018-01-30 15:45:00-05:00,345.68
2018-01-31 09:15:00-05:00,348.52
2018-01-31 09:30:00-05:00,346.51
2018-01-31 09:45:00-05:00,347.0
2018-01-31 10:00:00-05:00,346.82
2018-01-31 10:15:00-05:00,347.24
2018-01-31 10:30:00-05:00,348.97
2018-01-31 10:45:00-05:00,352.56
2018-01-31 11:00:00-05:00,352.265
2018-01-31 11:15:00-05:00,351.49
2018-01-31 11:30:00-05:00,352.515
2018-01-31 11:45:00-05:00,354.16
2018-01-31 12:00:00-05:00,354.18
2018-01-31 12:15:00-05:00,355.58
2018-01-31 12:30:00-05:00,355.185
2018-01-31 12:45:00-05:00,355.95
2018-01-31 13:00:00-05:00,354.69
2018-01-31 13:15:00-05:00,354.37
2018-01-31 13:30:00-05:00,353.345
2018-01-31 13:45:00-05:00,354.75
2018-01-31 14:00:00-05:00,354.94
2018-01-31 14:15:00-05:00,353.6
2018-01-31 14:30:00-05:00,353.23
2018-01-31 14:45:00-05:00,353.35
2018-01-31 15:00:00-05:00,351.53
2018-01-31 15:15:00-05:00,352.45
2018-01-31 15:30:00-05:00,353.87
2018-01-31 15:45:00-05:00,354.42
2018-01-31 17:45:00-05:00,354.41
2018-02-01 09:30:00-05:00,356.49
2018-02-01 09:45:00-05:00,355.68
2018-02-01 10:00:00-05:00,355.97
2018-02-01 10:15:00-05:00,354.69
2018-02-01 10:30:00-05:00,355.28
2018-02-01 10:45:00-05:00,355.58
2018-02-01 11:00:00-05:00,353.12
2018-02-01 11:15:00-05:00,353.69
2018-02-01 11:30:00-05:00,353.025
2018-02-01 11:45:00-05:00,352.85
2018-02-01 12:00:00-05:00,352.34
2018-02-01 12:15:00-05:00,351.32
2018-02-01 12:30:00-05:00,351.18
2018-02-01 12:45:00-05:00,352.24
2018-02-01 13:00:00-05:00,352.52
2018-02-01 13:15:00-05:00,352.86
2018-02-01 13:30:00-05:00,352.33
2018-02-01 13:45:00-05:00,351.74
2018-02-01 14:00:00-05:00,350.76
2018-02-01 14:15:00-05:00,350.99
2018-02-01 14:30:00-05:00,351.28
2018-02-01 14:45:00-05:00,351.51
2018-02-01 15:00:00-05:00,351.78
2018-02-01 15:15:00-05:00,351.11
2018-02-01 15:30:00-05:00,349.455
2018-02-01 15:45:00-05:00,349.31
2018-02-02 09:30:00-05:00,348.64
2018-02-02 09:45:00-05:00,346.26
2018-02-02 10:00:00-05:00,347.67
2018-02-02 10:15:00-05:00,346.29
2018-02-02 10:30:00-05:00,347.3
2018-02-02 10:45:00-05:00,347.915
2018-02-02 11:00:00-05:00,347.88
2018-02-02 11:15:00-05:00,346.56
2018-02-02 11:30:00-05:00,346.21
2018-02-02 11:45:00-05:00,344.91
2018-02-02 12:00:00-05:00,345.105
2018-02-02 12:15:00-05:00,346.3
2018-02-02 12:30:00-05:00,347.09
2018-02-02 12:45:00-05:00,346.93
2018-02-02 13:00:00-05:00,345.459
2018-02-02 13:15:00-05:00,344.5
2018-02-02 13:30:00-05:00,343.34
2018-02-02 13:45:00-05:00,344.01
2018-02-02 14:00:00-05:00,343.01
2018-02-02 14:15:00-05:00,342.5
2018-02-02 14:30:00-05:00,343.01
2018-02-02 14:45:00-05:00,342.25
2018-02-02 15:00:00-05:00,342.38
2018-02-02 15:15:00-05:00,342.59
2018-02-02 15:30:00-05:00,342.45
2018-02-02 15:45:00-05:00,343.64
2018-02-02 17:15:00-05:00,342.0
2018-02-05 09:30:00-05:00,337.28
2018-02-05 09:45:00-05:00,340.58
2018-02-05 10:00:00-05:00,342.54
2018-02-05 10:15:00-05:00,342.98
2018-02-05 10:30:00-05:00,342.5
2018-02-05 10:45:00-05:00,340.51
2018-02-05 11:00:00-05:00,340.43
2018-02-05 11:15:00-05:00,341.71
2018-02-05 11:30:00-05:00,341.39
2018-02-05 11:45:00-05:00,342.6
2018-02-05 12:00:00-05:00,341.36
2018-02-05 12:15:00-05:00,340.93
2018-02-05 12:30:00-05:00,341.47
2018-02-05 12:45:00-05:00,341.23
2018-02-05 13:00:00-05:00,340.2
2018-02-05 13:15:00-05:00,338.48
2018-02-05 13:30:00-05:00,339.82
2018-02-05 13:45:00-05:00,342.25
2018-02-05 14:00:00-05:00,340.3
2018-02-05 14:15:00-05:00,339.37
2018-02-05 14:30:00-05:00,339.06
2018-02-05 14:45:00-05:00,336.84
2018-02-05 15:00:00-05:00,334.31
2018-02-05 15:15:00-05:00,338.88
2018-02-05 15:30:00-05:00,336.0
2018-02-05 15:45:00-05:00,333.3
2018-02-06 08:00:00-05:00,327.7
2018-02-06 08:45:00-05:00,328.643
2018-02-06 09:15:00-05:00,328.05
2018-02-06 09:30:00-05:00,332.6
2018-02-06 09:45:00-05:00,333.07
2018-02-06 10:00:00-05:00,328.44
2018-02-06 10:15:00-05:00,329.0
2018-02-06 10:30:00-05:00,329.205
2018-02-06 10:45:00-05:00,329.03
2018-02-06 11:00:00-05:00,328.22
2018-02-06 11:15:00-05:00,330.69
2018-02-06 11:30:00-05:00,329.66
2018-02-06 11:45:00-05:00,329.87
2018-02-06 12:00:00-05:00,332.85
2018-02-06 12:15:00-05:00,332.58
2018-02-06 12:30:00-05:00,333.62
2018-02-06 12:45:00-05:00,332.59
2018-02-06 13:00:00-05:00,331.34
2018-02-06 13:15:00-05:00,332.5
2018-02-06 13:30:00-05:00,329.13
