Date,Close
10/6/2015,47.11
10/7/2015,48.5
10/8/2015,49.72
10/9/2015,47.95
10/13/2015,43.22
10/14/2015,43.44
10/15/2015,43.85
10/16/2015,44.46
10/19/2015,43.39
10/20/2015,40.9
10/21/2015,42
10/22/2015,41.91
10/23/2015,41.73
10/26/2015,41.02
10/27/2015,40.87
10/28/2015,41.15
10/29/2015,41.61
10/30/2015,42.06
11/2/2015,40.52
11/3/2015,41.3
11/4/2015,41.5
11/5/2015,41.72
11/6/2015,41.9
11/9/2015,40.1
11/10/2015,38.16
11/11/2015,37.37
11/12/2015,38.39
11/13/2015,37.92
11/16/2015,36.56
11/17/2015,35.24
11/18/2015,37.34
11/19/2015,39.18
11/20/2015,37.62
11/23/2015,38.74
11/24/2015,35.98
11/25/2015,35.24
11/26/2015,36.36
11/27/2015,36.2
11/30/2015,35.24
12/1/2015,35.21
12/2/2015,35.29
12/3/2015,35.75
12/4/2015,36.32
12/7/2015,36.3
12/8/2015,35.99
12/9/2015,33.66
12/10/2015,34.07
12/11/2015,34.08
12/14/2015,33.55
12/15/2015,34.94
12/16/2015,36.16
12/17/2015,37
12/18/2015,35.35
12/21/2015,34.14
12/22/2015,34.43
12/23/2015,34.5
12/24/2015,34.99
12/29/2015,34.8
12/30/2015,36.09
12/31/2015,35.6
1/4/2016,35.92
1/5/2016,35.45
1/6/2016,35.61
1/7/2016,34.76
1/8/2016,35.15
1/11/2016,33.89
1/12/2016,33.8
1/13/2016,30.68
1/14/2016,29.59
1/15/2016,28.9
1/18/2016,28.59
1/19/2016,29.56
1/20/2016,29.73
1/21/2016,32.6
1/22/2016,32.7
1/25/2016,33.1
1/26/2016,32.51
1/27/2016,31.03
1/28/2016,31.61
1/29/2016,32.5
2/1/2016,32.72
2/2/2016,31.76
2/3/2016,31.67
2/4/2016,32.23
2/5/2016,30.41
2/8/2016,28.44
2/9/2016,27.53
2/10/2016,27.75
2/11/2016,26.95
2/12/2016,26.81
2/16/2016,28.48
2/17/2016,30.7
2/18/2016,28.34
2/19/2016,28.34
2/22/2016,29.16
2/23/2016,27.71
2/24/2016,28.71
2/25/2016,29.38
2/26/2016,29.79
2/29/2016,30.13
3/1/2016,30.41
3/2/2016,32.53
3/3/2016,32.61
3/4/2016,33.51
3/7/2016,34.24
3/8/2016,35.88
3/9/2016,34.59
3/10/2016,34.03
3/11/2016,35.37
3/14/2016,35.28
3/15/2016,34.59
3/16/2016,35.16
3/17/2016,35.22
3/18/2016,36.99
3/21/2016,36.67
3/22/2016,35.84
3/23/2016,34.58
3/24/2016,35.85
3/28/2016,36.37
3/29/2016,36.6
3/30/2016,36.1
3/31/2016,36.72
4/1/2016,37.03
4/4/2016,38.12
4/6/2016,38.66
4/7/2016,38.4
4/8/2016,38.33
4/11/2016,38.11
4/12/2016,37.95
4/13/2016,38.22
4/14/2016,39.78
4/15/2016,39.83
4/18/2016,40.35
4/19/2016,40.5
4/20/2016,39.85
4/21/2016,40.18
4/22/2016,40.25
4/25/2016,39.59
4/26/2016,39.76
4/27/2016,40.19
4/28/2016,39.89
4/29/2016,39.94
5/2/2016,39.42
5/3/2016,39.19
5/4/2016,38.19
5/5/2016,36.78
5/6/2016,35.91
5/9/2016,34.37
5/10/2016,34.46
5/11/2016,33.79
5/12/2016,34.61
5/13/2016,34.03
5/16/2016,33.71
5/17/2016,34.59
5/18/2016,34.37
5/19/2016,34.02
5/20/2016,34.25
5/24/2016,35.57
5/25/2016,36.71
5/26/2016,36.01
5/27/2016,37.27
5/30/2016,38.2
5/31/2016,38.47
6/1/2016,40.57
6/2/2016,39.12
6/3/2016,38.28
6/6/2016,38.43
6/7/2016,38.14
6/8/2016,38.25
6/9/2016,37.44
6/10/2016,36.12
6/13/2016,35.82
6/14/2016,37.32
6/15/2016,37.1
6/16/2016,36.71
6/17/2016,37.26
6/20/2016,38.14
6/21/2016,38.25
6/22/2016,38.24
6/23/2016,39.87
6/24/2016,37.86
6/27/2016,35.51
6/28/2016,37.16
6/29/2016,39.35
6/30/2016,39.76
7/4/2016,40.18
7/5/2016,39.61
7/6/2016,39.68
7/7/2016,39.48
7/8/2016,40.44
7/11/2016,41.8
7/12/2016,42.36
7/13/2016,41.47
7/14/2016,41.41
7/15/2016,41.8
7/18/2016,41.72
7/19/2016,43.32
7/20/2016,43.2
7/21/2016,42.85
7/22/2016,43.18
7/25/2016,43.13
7/26/2016,42.93
7/27/2016,43.8
7/28/2016,45.14
7/29/2016,44.75
8/2/2016,43.93
8/3/2016,48.01
8/4/2016,47.96
8/5/2016,48.86
8/8/2016,50.53
8/9/2016,50.85
8/10/2016,51.37
8/11/2016,51.71
8/12/2016,51.06
8/15/2016,50.43
8/16/2016,49.38
8/17/2016,49.8
8/18/2016,51.36
8/19/2016,55.4
8/22/2016,55.04
8/23/2016,53.96
8/24/2016,52.9
8/25/2016,52.61
8/26/2016,54.07
8/29/2016,53.85
8/30/2016,54.02
8/31/2016,54.4
9/1/2016,53.35
9/2/2016,55.04
9/6/2016,55.58
9/7/2016,55.22
9/8/2016,55.86
9/9/2016,53.55
9/12/2016,54.37
9/13/2016,53.53
9/14/2016,54
9/15/2016,54.95
9/16/2016,54.68
9/19/2016,56.88
9/20/2016,56.12
9/21/2016,58.29
9/22/2016,57.33
9/23/2016,57.18
9/26/2016,56.98
9/27/2016,58.01
9/28/2016,56.09
9/29/2016,56.59
9/30/2016,56.29
10/3/2016,56.4
10/4/2016,57.27
10/5/2016,57.88
10/6/2016,57.73
10/7/2016,59.1
10/11/2016,56.04
10/12/2016,56.25
10/13/2016,55.59
10/14/2016,56.31
10/17/2016,55.17
10/18/2016,55.76
10/19/2016,57.01
10/20/2016,57.15
10/21/2016,57.96
10/24/2016,58.81
10/25/2016,58.08
10/26/2016,57.47
10/27/2016,55.34
10/28/2016,54.7
10/31/2016,55.58
11/1/2016,54.94
11/2/2016,58.29
11/3/2016,54.04
11/4/2016,52.52
11/7/2016,53.75
11/8/2016,55.02
11/9/2016,54.32
11/10/2016,54.02
11/11/2016,53.73
11/14/2016,51.36
11/15/2016,53.65
11/16/2016,54.3
11/17/2016,56.91
11/18/2016,59.55
11/21/2016,60.23
11/22/2016,57.81
11/23/2016,58.1
11/24/2016,58.62
11/25/2016,58.99
11/28/2016,56.94
11/29/2016,57.33
11/30/2016,56.38
12/1/2016,52.86
12/2/2016,52.08
12/5/2016,54.02
12/6/2016,54.41
12/7/2016,54.11
12/8/2016,56.17
12/9/2016,55.8
12/12/2016,55.38
12/13/2016,55.46
12/14/2016,55.6
12/15/2016,56.62
12/16/2016,56.25
12/19/2016,56.18
12/20/2016,55.29
12/21/2016,54.65
12/22/2016,54.3
12/23/2016,55.93
12/28/2016,58.72
12/29/2016,58.18
12/30/2016,57.7
1/3/2017,57.65
1/4/2017,58.86
1/5/2017,63.16
1/6/2017,62.03
1/9/2017,62.54
1/10/2017,63.34
1/11/2017,63.74
1/12/2017,63.83
1/13/2017,63.14
1/16/2017,64
1/17/2017,64.61
1/18/2017,66.17
1/19/2017,67.47
1/20/2017,66.71
1/23/2017,65.53
1/24/2017,65.23
1/25/2017,67.04
1/26/2017,66.8
1/27/2017,67.7
1/30/2017,66.4
1/31/2017,66.04
2/1/2017,66.7
2/2/2017,68.22
2/3/2017,67.89
2/6/2017,68.93
2/7/2017,69.89
2/8/2017,70.24
2/9/2017,71.69
2/10/2017,72.24
2/13/2017,73.22
2/14/2017,73.24
2/15/2017,79.22
2/16/2017,79.71
2/17/2017,80.66
2/21/2017,82.89
2/22/2017,83.81
2/23/2017,82.25
2/24/2017,81.17
2/27/2017,78.84
2/28/2017,78.87
3/1/2017,79.55
3/2/2017,80.08
3/3/2017,80.65
3/6/2017,79.55
3/7/2017,80.76
3/8/2017,82.17
3/9/2017,84.2
3/10/2017,86.35
3/13/2017,87.36
3/14/2017,86.05
3/15/2017,86.39
3/16/2017,86.99
3/17/2017,89.14
3/20/2017,92
3/21/2017,90
3/22/2017,88.91
3/23/2017,90.3
3/24/2017,92.3
3/27/2017,94.46
3/28/2017,96.74
3/29/2017,97
3/30/2017,92.32
3/31/2017,90.71
4/3/2017,92.79
4/4/2017,91.85
4/5/2017,91.4
4/6/2017,91.8
4/7/2017,92.34
4/10/2017,92.29
4/11/2017,91.91
4/12/2017,91.88
4/13/2017,94.25
4/17/2017,95.5
4/18/2017,95.81
4/19/2017,97.79
4/20/2017,102.71
4/21/2017,103.17
4/24/2017,102.56
4/25/2017,103.9
4/26/2017,101.05
4/27/2017,99.76
4/28/2017,103.72
5/1/2017,106.07
5/2/2017,113.94
5/3/2017,112.19
5/4/2017,111.82
5/5/2017,116.83
5/8/2017,118.81
5/9/2017,122.63
5/10/2017,127.15
5/11/2017,125.81
5/12/2017,128.14
5/15/2017,128.97
5/16/2017,128.9
5/17/2017,122.55
5/18/2017,125.32
5/19/2017,120.33
5/23/2017,122.12
5/24/2017,122.3
5/25/2017,121.67
5/26/2017,122.29
5/29/2017,124.2
5/30/2017,121.91
5/31/2017,124.72
6/1/2017,126.12
6/2/2017,131.9
6/5/2017,131.77
6/6/2017,132.87
6/7/2017,131.21
6/8/2017,133.54
6/9/2017,122.8
6/12/2017,118.57
6/13/2017,114.95
6/14/2017,113.02
6/15/2017,113.57
6/16/2017,114.92
6/19/2017,119.9
6/20/2017,118.05
6/21/2017,121.75
6/22/2017,121.15
6/23/2017,125.36
6/26/2017,122.22
6/27/2017,114.37
6/28/2017,116.63
6/29/2017,112.58
6/30/2017,112.6
7/4/2017,110.01
7/5/2017,114.76
7/6/2017,111.81
7/7/2017,114.75
7/10/2017,117.46
7/11/2017,118.14
7/12/2017,120.61
7/13/2017,118.52
7/14/2017,116.8
7/17/2017,115.03
7/18/2017,117.58
7/19/2017,115.97
7/20/2017,114.28
7/21/2017,112.11
7/24/2017,116.91
7/25/2017,115.11
7/26/2017,117
7/27/2017,113.81
7/28/2017,115.66
7/31/2017,114.89
8/1/2017,130.61
8/2/2017,123.72
8/3/2017,122.28
8/4/2017,121.81
8/8/2017,122.23
8/9/2017,120.97
8/10/2017,112.57
8/11/2017,116.39
8/14/2017,119.59
8/15/2017,118.69
8/16/2017,119.43
8/17/2017,118.55
8/18/2017,119.12
8/21/2017,121.15
8/22/2017,123.88
8/23/2017,128.59
8/24/2017,133.5
8/25/2017,129.45
8/28/2017,129.75
8/29/2017,130.69
8/30/2017,136.82
8/31/2017,138
9/1/2017,137.3
9/5/2017,137.1
9/6/2017,134.57
9/7/2017,137.5
9/8/2017,138.03
9/11/2017,143.01
9/12/2017,146.69
9/13/2017,145.25
9/14/2017,146.43
9/15/2017,146.21
9/18/2017,150.6
9/19/2017,150.75
9/20/2017,146.97
9/21/2017,148.18
9/22/2017,148.45
9/25/2017,141.64
9/26/2017,140.06
9/27/2017,146.48
9/28/2017,144.87
9/29/2017,145.12
10/2/2017,148.83
10/3/2017,145.7
10/4/2017,128.95
10/5/2017,126.19
10/6/2017,122.92
10/10/2017,115.76
10/11/2017,118.4
10/12/2017,117.48
10/13/2017,117.76
10/16/2017,121.37
10/17/2017,120.57
10/18/2017,123.3
10/19/2017,122.71
10/20/2017,129.03
10/23/2017,130.15
10/24/2017,135.13
10/25/2017,131.99
10/26/2017,133.88
10/27/2017,137.59
10/30/2017,140.22
10/31/2017,128.26
11/1/2017,123.68
11/2/2017,128.05
11/3/2017,126.06
11/6/2017,126.98
11/7/2017,127.48
11/8/2017,126.52
11/9/2017,123.09
11/10/2017,126.97
11/13/2017,125.68
11/14/2017,125.97
11/15/2017,125.01
11/16/2017,132.51
11/17/2017,133.82
11/20/2017,139
11/21/2017,140.85
11/22/2017,140.3
11/23/2017,141.14
11/24/2017,142.2
11/27/2017,144.69
11/28/2017,143.49
11/29/2017,133.4
11/30/2017,135.16
12/1/2017,130.84
12/4/2017,122.64
12/5/2017,120.95
12/6/2017,122.37
12/7/2017,128.28
12/8/2017,129.5
12/11/2017,133.8
12/12/2017,130.48
12/13/2017,132.39
12/14/2017,131.59
12/15/2017,135.2
12/18/2017,138.33
12/19/2017,136
12/20/2017,134.99
12/21/2017,133.47
12/22/2017,131.99
12/27/2017,132.2
12/28/2017,128.62
12/29/2017,127.11
1/2/2018,132.06
1/3/2018,135.15
1/4/2018,137.46
1/5/2018,137.26
1/8/2018,139.51
1/9/2018,137.94
1/10/2018,139.29
1/11/2018,139.14
1/12/2018,140.76
1/15/2018,142.8
1/16/2018,139.13
1/17/2018,142.72
1/18/2018,142.55
1/19/2018,144.47
1/22/2018,148.87
1/23/2018,147.31
1/24/2018,147.52
1/25/2018,154.3
1/26/2018,159.07
1/29/2018,156.87
1/30/2018,153.01
1/31/2018,157.04
2/1/2018,154.9
2/2/2018,155.45
2/5/2018,149.12
2/6/2018,152.66
2/7/2018,154.94
2/8/2018,149.5
2/9/2018,150.38
2/12/2018,161.05
2/13/2018,158.72
2/14/2018,171.49
2/15/2018,171.91
2/16/2018,172.6
2/20/2018,180.68
2/21/2018,168.64
2/22/2018,170.52
2/23/2018,173.28
2/26/2018,172.55
2/27/2018,176.11
2/28/2018,177.5
3/1/2018,175.62
3/2/2018,176.42
3/5/2018,180.8
3/6/2018,182.52
3/7/2018,185
3/8/2018,189.86
3/9/2018,191.43
3/12/2018,190.1
3/13/2018,188.6
3/14/2018,189.29
3/15/2018,192.86
3/16/2018,192.53
3/19/2018,190.36
3/20/2018,200.28
3/21/2018,193
3/22/2018,188
3/23/2018,182.65
3/26/2018,176.01
3/27/2018,165.65
3/28/2018,157
3/29/2018,160.32
4/2/2018,157.66
4/3/2018,152.72
4/4/2018,154.05
4/5/2018,153.46
4/6/2018,149.81
4/9/2018,151.18
4/10/2018,154.65
4/11/2018,150.05
4/12/2018,151.98
4/13/2018,148
4/16/2018,146.78
4/17/2018,158.04
4/18/2018,161.12
4/19/2018,160.27
4/20/2018,161.86
4/23/2018,157.95
4/24/2018,157.93
4/25/2018,154.04
4/26/2018,160.11
4/27/2018,160.83
4/30/2018,172.01
5/1/2018,163.5
5/2/2018,160.99
5/3/2018,173.49
5/4/2018,174.95
5/7/2018,178.55
5/8/2018,185.51
5/9/2018,187.6
5/10/2018,186.4
5/11/2018,184.53
5/14/2018,182.3
5/15/2018,183.5
5/16/2018,181.87
5/17/2018,186.82
5/18/2018,189.25
5/22/2018,177.66
5/23/2018,180.55
5/24/2018,184.19
5/25/2018,186
5/28/2018,187.9
5/29/2018,186.51
5/30/2018,188.01
5/31/2018,192.33
6/1/2018,195.41
6/4/2018,202.62
6/5/2018,209.06
6/6/2018,214.44
6/7/2018,209.2
6/8/2018,210.68
6/11/2018,208.15
6/12/2018,215.04
6/13/2018,214.58
6/14/2018,220.21
6/15/2018,221.99
6/18/2018,228.14
6/19/2018,226.42
6/20/2018,229.34
6/21/2018,218.6
6/22/2018,216.17
6/25/2018,203.6
6/26/2018,205.88
6/27/2018,193.61
6/28/2018,194.53
6/29/2018,191.71
7/3/2018,197.85
7/4/2018,202.32
7/5/2018,200.37
7/6/2018,205.61
7/9/2018,207.93
7/10/2018,208.75
7/11/2018,212.48
7/12/2018,220.46
7/13/2018,218.89
7/16/2018,217.43
7/17/2018,222.82
7/18/2018,224.14
7/19/2018,227.46
7/20/2018,225.03
7/23/2018,228.04
7/24/2018,221.14
7/25/2018,226.55
7/26/2018,222.85
7/27/2018,209.47
7/30/2018,191.86
7/31/2018,181.22
8/1/2018,177.02
8/2/2018,187.45
8/3/2018,184.1
8/7/2018,184.93
8/8/2018,185.75
8/9/2018,191
8/10/2018,195.81
8/13/2018,187.58
8/14/2018,188.64
8/15/2018,182.35
8/16/2018,183.27
8/17/2018,179.09
8/20/2018,177.19
8/21/2018,173.93
8/22/2018,178.57
8/23/2018,179.8
8/24/2018,182.98
8/27/2018,186.4
8/28/2018,187.43
8/29/2018,187.27
8/30/2018,188.02
8/31/2018,189.86
9/4/2018,192.57
9/5/2018,184.39
9/6/2018,176.08
9/7/2018,185.35
9/10/2018,187.09
9/11/2018,193.5
9/12/2018,198.83
9/13/2018,202.22
9/14/2018,201.75
9/17/2018,200.19
9/18/2018,210.33
9/19/2018,213.33
9/20/2018,215.68
9/21/2018,208.84
9/24/2018,209.64
9/25/2018,208.45
9/26/2018,210.7
9/27/2018,214.06
9/28/2018,212.3
10/1/2018,209.04
10/2/2018,200.29
10/3/2018,205.98
10/4/2018,192.35
10/5/2018,189.04
10/9/2018,181.58
10/10/2018,169.99
10/11/2018,166.72
10/12/2018,176.2
10/15/2018,176.16
10/16/2018,188.91
10/17/2018,178.89
10/18/2018,176.07
10/19/2018,166.07
10/22/2018,176.12
10/23/2018,173.01
10/24/2018,159.47
10/25/2018,178.82
10/26/2018,174.5
10/29/2018,168.62
10/30/2018,169.63
10/31/2018,181.87
11/1/2018,189.01
11/2/2018,190.95
11/5/2018,185.01
11/6/2018,185.15
11/7/2018,193.87
11/8/2018,197.02
11/9/2018,186.23
11/12/2018,179.57
11/13/2018,183.93
11/14/2018,189
11/15/2018,197.87
11/16/2018,198.8
11/19/2018,176.33
11/20/2018,179.34
11/21/2018,175.69
11/22/2018,176.38
11/23/2018,178.25
11/26/2018,191.45
11/27/2018,192.03
11/28/2018,199
11/29/2018,197.86
11/30/2018,202.24
12/3/2018,207.35
12/4/2018,199.12
12/5/2018,199.7
12/6/2018,209.65
12/7/2018,195.13
12/10/2018,203.23
12/11/2018,207.3
12/12/2018,213.78
12/13/2018,215.12
12/14/2018,187.66
12/17/2018,173.8
12/18/2018,181.01
12/19/2018,179.44
12/20/2018,172.09
12/21/2018,166.39
12/24/2018,161.56
12/27/2018,180.26
12/28/2018,182.02
12/31/2018,188.79
1/2/2019,187.11
1/3/2019,174.91
1/4/2019,184.98
1/7/2019,191.91
1/8/2019,193.21
1/9/2019,196.36
1/10/2019,195.96
1/11/2019,198.13
1/14/2019,197.7
1/15/2019,204.72
1/16/2019,209.11
1/17/2019,209.68
1/18/2019,210.55
1/21/2019,210.19
1/22/2019,208.87
1/23/2019,209.19
1/24/2019,211.5
1/25/2019,215.46
1/28/2019,211.31
1/29/2019,208.61
1/30/2019,213.62
1/31/2019,221.18
2/1/2019,223.25
2/4/2019,227.61
2/5/2019,227.95
2/6/2019,229.12
2/7/2019,228.72
2/8/2019,233.3
2/11/2019,229.83
2/12/2019,232.37
2/13/2019,227.53
2/14/2019,234.39
2/15/2019,236.05
2/19/2019,239.75
2/20/2019,236.35
2/21/2019,236.16
2/22/2019,241.47
2/25/2019,247.73
2/26/2019,244.14
2/27/2019,248.87
2/28/2019,249.28
3/1/2019,254.71
3/4/2019,248.21
3/5/2019,250.92
3/6/2019,251.95
3/7/2019,251.93
3/8/2019,254.36
3/11/2019,268.46
3/12/2019,270.52
3/13/2019,273.38
3/14/2019,277.29
3/15/2019,273.42
3/18/2019,274.92
3/19/2019,268.77
3/20/2019,267.48
3/21/2019,274
3/22/2019,267.02
3/25/2019,269.9
3/26/2019,273.53
3/27/2019,268.37
3/28/2019,273.54
3/29/2019,275.86
4/1/2019,274.38
4/2/2019,268.84
4/3/2019,273.7
4/4/2019,260.25
4/5/2019,263.56
4/8/2019,266.42
4/9/2019,271.82
4/10/2019,275.15
4/11/2019,282.17
4/12/2019,286.47
4/15/2019,291.67
4/16/2019,287.48
4/17/2019,289.53
4/18/2019,295.45
4/22/2019,299.49
4/23/2019,299.79
4/24/2019,296.33
4/25/2019,295.37
4/26/2019,299.1
4/29/2019,303.04
4/30/2019,325.75
5/1/2019,331
5/2/2019,343.85
5/3/2019,354.86
5/6/2019,357.14
5/7/2019,348.07
5/8/2019,352.67
5/9/2019,350.2
5/10/2019,347.27
5/13/2019,337.78
5/14/2019,340.87
5/15/2019,355.01
5/16/2019,374.49
5/17/2019,368.05
5/21/2019,365.94
5/22/2019,373.54
5/23/2019,365.87
5/24/2019,370.73
5/27/2019,376.23
5/28/2019,381.42
5/29/2019,367.85
5/30/2019,374.06
5/31/2019,371.84
6/3/2019,355.84
6/4/2019,367.95
6/5/2019,392.24
6/6/2019,397.46
6/7/2019,405.69
6/10/2019,407.35
6/11/2019,407.49
6/12/2019,413.9
6/13/2019,409.69
6/14/2019,409.15
6/17/2019,410.53
6/18/2019,407.19
6/19/2019,434.95
6/20/2019,433.02
6/21/2019,431.5
6/24/2019,410.7
6/25/2019,373.79
6/26/2019,379.45
6/27/2019,394.66
6/28/2019,393.58
7/2/2019,409.2
7/3/2019,410.35
7/4/2019,414.04
7/5/2019,410.59
7/8/2019,421.47
7/9/2019,422.74
7/10/2019,417.24
7/11/2019,411.21
7/12/2019,404.06
7/15/2019,422.8
7/16/2019,415.6
7/17/2019,424.65
7/18/2019,431.43
7/19/2019,431.05
7/22/2019,439.46
7/23/2019,434
7/24/2019,433.34
7/25/2019,438.79
7/26/2019,442.99
7/29/2019,420.47
7/30/2019,413.83
7/31/2019,419.41
8/1/2019,451.58
8/2/2019,438.95
8/6/2019,441.88
8/7/2019,453.65
8/8/2019,473.1
8/9/2019,488.36
8/12/2019,485.68
8/13/2019,488.49
8/14/2019,470.07
8/15/2019,467.52
8/16/2019,476.54
8/19/2019,481.62
8/20/2019,499.15
8/21/2019,519.07
8/22/2019,517.05
8/23/2019,508.41
8/26/2019,524.34
8/27/2019,541.49
8/28/2019,525.63
8/29/2019,522.06
8/30/2019,512.82
9/3/2019,512.58
9/4/2019,511.33
9/5/2019,519.51
9/6/2019,501.7
9/9/2019,472.05
9/10/2019,442.98
9/11/2019,458.28
9/12/2019,471.1
9/13/2019,449.23
9/16/2019,447.48
9/17/2019,435.67
9/18/2019,432.8
9/19/2019,430.65
9/20/2019,423.13
9/23/2019,415.5
9/24/2019,390.72
9/25/2019,417.54
9/26/2019,415.72
9/27/2019,404.9
9/30/2019,412.3
10/1/2019,414.16
10/2/2019,412.87
10/3/2019,434.16
10/4/2019,435.53
10/7/2019,433.99
10/8/2019,414.39
10/9/2019,418.65
10/10/2019,431.24
10/11/2019,434.98
10/15/2019,456.91
10/16/2019,426.94
10/17/2019,435.6
10/18/2019,412.16
10/21/2019,418.04
10/22/2019,392.02
10/23/2019,388.21
10/24/2019,422.34
10/25/2019,414.58
10/28/2019,422.75
10/29/2019,409.36
10/30/2019,419.91
10/31/2019,413
11/1/2019,416.19
11/4/2019,405.23
11/5/2019,389.15
11/6/2019,388.99
11/7/2019,376.54
11/8/2019,393.75
11/11/2019,401.41
11/12/2019,404.9
11/13/2019,416.28
11/14/2019,413.81
11/15/2019,413.19
11/18/2019,426.66
11/19/2019,419.65
11/20/2019,421.76
11/21/2019,419.86
11/22/2019,418.26
11/25/2019,421.85
11/26/2019,443.57
11/27/2019,453.19
11/28/2019,454
11/29/2019,445.45
12/2/2019,440.21
12/3/2019,466.42
12/4/2019,490.77
12/5/2019,479.25
12/6/2019,483.35
12/9/2019,489.94
12/10/2019,487.04
12/11/2019,491.71
12/12/2019,489.61
12/13/2019,508.43
12/16/2019,517.42
12/17/2019,510.85
12/18/2019,520.56
12/19/2019,516.06
12/20/2019,513.22
12/23/2019,511.62
12/24/2019,525.39
12/27/2019,534.76
12/30/2019,517.79
