id,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,fraud
32,-14.85069318,17.9166626,1.217857473,12.11487128,-6.013948172,1.271918559,3.293499935,7.460629896,11.72566498,-2.114349632,0
33,1.731793964,-7.77378045,-12.5290455,-4.684340833,-2.301444178,2.053532008,6.314158627,-2.965525851,-1.45186295,-1.345915119,0
34,13.24146399,9.462447694,-16.59988513,-13.13906451,9.277721983,1.94613513,-2.158853691,-11.03377474,1.197623597,-1.450335664,0
35,-9.307459654,-11.83987609,5.29015126,-6.440232145,-15.84199664,-9.466456525,-6.979321606,-10.27683928,-5.401803735,0.310618091,0
36,-12.12789124,0.692630037,-4.035095244,5.072281486,1.943056525,-2.438057472,-1.268185201,4.166793136,2.108972126,5.824065516,0
37,13.96017437,2.004395089,-3.306406496,-5.721116738,12.80513762,-7.050510571,6.274223929,4.019147087,12.79986497,-8.464119896,0
38,6.093710799,4.560614614,2.351388309,-7.704627594,-17.15755296,7.127709465,-5.747328266,-8.329887244,-10.92603427,8.029056307,0
39,10.79221053,1.002163414,13.48725567,-9.088046696,-0.683210089,2.919968429,3.353060297,-1.245756913,-7.486917178,17.81500436,0
40,7.533296966,-0.836585331,-9.018285893,-11.72119655,8.28032113,0.994480926,-0.555896756,13.2143189,20.96210179,7.732850632,0
41,5.42457257,-3.667573162,-22.63332046,-11.51080667,15.63980144,-5.871666867,6.020826722,-6.176355993,0.29326109,4.167299137,0
42,-8.740274818,-14.52004953,8.164141134,-12.21607608,-1.914584843,4.92135172,-6.850583973,2.984758154,-2.207566227,-10.0299386,0
43,-13.23209096,-9.845290634,-11.76817958,-1.349928437,-12.86817699,-0.496981873,9.274079241,-9.880517041,-3.568564385,1.726568253,0
44,-2.776792432,2.316350085,-2.657530136,11.85128832,-24.72509172,-1.165769418,-11.46079674,6.065172506,3.736910127,-9.453636951,0
45,-4.148683466,17.97570487,-0.569178074,-16.50838802,-2.268487156,-0.0077213,-2.940751276,-14.19559587,7.754295061,-3.47260466,0
46,7.549778477,-1.146471133,5.947561334,7.674316178,3.833551198,-4.866072253,4.216644515,-22.20007486,-5.606467509,-2.32824848,0
47,-4.866481531,6.167874847,-8.743984743,0.380266196,-9.069109212,-1.455677757,-2.410353601,13.44284847,-9.184298336,-11.55901483,0
48,1.933791931,-0.377329222,4.823379158,-2.25638876,-7.194409757,-2.749819325,-1.434213496,7.692577945,-1.091973572,-2.866405167,0
49,6.310053745,-8.772735993,-8.418263334,-0.962738331,7.061251381,-2.928461281,-11.05455258,5.780611664,-18.15171894,-1.906260053,0
50,0.139327379,-0.238882613,-0.138576195,-7.158397907,-8.706798663,-4.433588195,-6.976489394,11.92781724,-2.915116729,-0.780177537,0
51,-6.317125909,-4.747959942,0.312214992,1.385101286,7.811063472,-4.368835959,-2.920429219,20.05051236,3.416066254,-4.942280916,0
52,0.822686035,-17.42732372,-5.916707225,21.28112351,-0.275226666,-0.659691963,1.289931883,-2.307751145,5.103178148,3.939554216,0
53,-11.34176726,-10.00253586,-9.79051315,15.76331853,7.638125695,3.021398161,6.398490038,-6.209495326,-12.16044526,-11.57650801,0
54,13.76928354,-0.108481177,6.747428598,-2.590921757,-4.88535988,-4.635350603,3.857053675,2.297540015,-9.511118982,-12.2486392,0
55,8.664728774,-2.742351143,10.79646545,-0.90254167,-0.208133622,-1.360453991,-12.61002931,-3.218849116,-11.31278983,9.291584344,0
56,4.889679908,4.671068567,-9.274710346,-5.460312594,-5.403047462,1.216028315,3.767685739,-8.750613617,11.30057482,-2.318614865,0
57,7.527540632,-4.409263645,9.035549038,3.360920801,-6.204532481,-2.276012777,-10.49046258,0.028986766,-19.09889167,16.70306607,0
58,1.549416941,-2.269221946,-0.724566266,-3.50827035,7.522205032,-1.353712505,0.381657332,17.91283709,17.562254,-4.458261553,0
59,-0.918683216,-0.196428666,10.6660582,0.5235798,16.17165422,-0.486707544,4.429825782,-5.43254891,-2.199099907,0.241602389,0
60,9.197233232,6.399261939,-9.580182236,-1.779403883,-0.086825258,0.914687531,0.735329335,-2.883875628,-10.85020432,0.598273919,0
61,-8.770230995,-12.28272425,-8.248064732,10.48622817,1.525908656,-2.673702239,5.406806388,1.645129529,13.51146423,-4.262757199,0
62,-6.029054555,-7.602931415,-4.112031054,-9.482616097,2.154890747,4.461440242,-8.634872274,-2.402269269,10.70363539,14.98085904,0
63,10.32368435,6.263623106,3.580707103,4.227162537,27.1619495,6.51692704,-2.94645016,-13.51905928,13.87984693,-7.83750453,0
64,-10.25120937,-7.579159345,7.378217686,0.043607807,-3.008063276,1.676858346,-13.57689851,14.30710494,-6.677699228,5.360679004,0
65,10.09133445,6.151046009,2.779613488,-1.138097067,7.501556747,0.664190404,-9.287900421,17.30593897,-11.31190419,-4.810117472,0
66,-1.359738161,-13.32822323,-4.46942489,9.535510534,21.09276794,9.667073961,-2.217829527,-11.58726921,6.860107687,0.02122776,0
67,5.010464344,9.644253529,7.773767597,-0.160067467,2.638024248,-6.316708302,-6.475899584,-14.69514889,-0.465372757,2.28855165,0
68,2.006189624,-7.378032344,5.98315146,-11.66807313,20.78467229,-2.456833384,6.544593168,-8.756693321,-6.077898492,9.945422436,0
69,1.698665651,4.636364644,0.415679619,-0.023338805,15.6311442,-2.604943831,-0.544130132,-18.60590758,7.239144083,-1.392737168,0
70,12.13367543,-14.01756333,9.281169007,7.155684248,2.865014459,0.897512527,-0.952674191,24.90771744,2.10666677,-13.78135457,0
71,-4.10696684,6.621819165,28.82951552,-17.71932973,-2.990188439,1.573767621,-4.565120773,-2.974583818,20.07813526,9.187913588,0
72,3.766280501,-3.316412399,-3.465701676,-4.147501357,-14.41483537,-7.078550837,1.213145333,-18.11564997,16.74345041,-1.583823125,0
73,-2.960508558,1.29015335,1.960055624,-0.774486547,-1.713075679,-4.143692684,-1.25603554,-10.8874529,-2.142761107,1.274884643,0
74,-1.530958474,-0.701947482,-6.449556931,2.266472474,-7.928321682,-1.248221559,-3.303539012,9.132157576,0.58985616,2.109073482,0
75,12.0589256,-4.723666439,-9.865721693,0.955578029,-3.761427502,-4.516397426,-4.10706044,-16.04887602,-0.213956951,-14.04990497,0
76,3.640670029,7.632572354,-0.09815839,0.318254473,0.672681839,-0.286762571,-5.017244347,-2.276469278,-0.62184455,9.04320939,0
77,5.900187445,6.943358753,-0.418612688,10.9340942,9.247394614,6.655712831,4.082245051,-6.141577578,12.05341559,4.902622248,0
78,2.61907338,9.28395822,0.338102923,3.191799698,-11.80511628,2.373043553,2.383949582,-4.065391109,2.791376147,-2.835390387,0
79,-4.96001635,-7.863652895,8.065789201,-7.423637089,-10.01728315,-3.211783738,0.007132488,-9.613253483,-6.657120415,-6.78234245,0
80,2.331690868,-0.56716621,-8.591169979,-21.52946683,-2.6530945,0.198989903,-5.860235609,-10.31821576,9.706069317,2.28764064,0
81,-3.142636166,6.970185132,-5.67795729,6.329735268,-18.03029204,1.463561892,2.080907712,-10.47420168,2.11079797,-1.375586949,0
82,3.355704414,-5.290479818,9.695467265,-5.253162072,2.294693195,3.572613684,6.198804339,-9.667143034,12.97024678,3.026342779,0
83,5.953644393,10.18709861,17.04199779,12.72522206,1.309430978,3.774769929,8.544131093,7.814076231,-12.25540458,4.217500025,0
84,-2.379241132,0.726667208,-1.926809532,2.318287422,-1.36069693,-4.016643089,2.031666662,5.362804501,-8.657077877,3.992503563,0
85,-2.186754265,1.777329767,0.64729615,2.865045868,3.727639401,7.596946257,-3.481046529,-8.828879779,0.479577393,-6.595127906,0
86,-0.269510787,-6.953102577,6.793938913,-5.275212355,4.611298111,3.488322907,-0.400963539,9.670451797,-2.072498149,-10.09373069,0
87,1.262917778,3.046256657,5.680378594,-0.725040093,-7.214179721,0.68400216,0.93765617,5.466144151,-1.022900341,-0.245029688,0
88,-2.116638347,4.29913905,-6.588357859,-7.636590657,19.31233625,0.923579252,-4.843384797,-4.398595602,-16.03282427,6.391326424,0
89,2.594542158,3.088897322,8.687502334,13.0958379,10.19815895,-7.478587596,-7.862038074,-9.692936141,-5.645318038,-4.936812946,0
90,3.944943119,-4.602617517,4.51455038,-2.966136994,-3.235912282,2.878620476,-1.403529022,6.282226316,-5.881905801,-5.140083293,0
91,13.59563297,-12.98803118,2.898571612,-5.471616711,-20.66515096,-0.01526085,1.600552328,-20.96668155,-19.48309241,-3.422643645,0
92,8.675921135,0.582904733,-2.797254182,-3.388357679,10.34856469,-10.51578202,3.191653821,10.48970526,-5.454039256,-6.884854329,0
93,1.33310121,8.826738589,3.432949827,-3.61593296,5.032822226,0.053972474,3.645069208,-14.49964665,-5.184723283,-0.640242472,0
94,-17.42576299,-6.590163919,0.208901106,0.701747101,-21.90739258,-2.910047306,-0.689735848,10.04791734,-1.073257131,5.932645076,0
95,9.174439021,-8.63853064,14.51856406,-1.954442462,8.677757523,-1.002357247,3.494478576,-16.87290712,1.576000049,-8.612776414,0
96,-5.737846301,-2.785509737,-9.684164193,10.11671294,-7.708154405,-1.160816655,6.237739172,-18.70051778,9.736604414,1.644145826,0
97,13.77826463,-10.75283251,-15.34576684,-3.654787372,-1.417207972,-7.21698249,-0.976748207,-0.805380051,9.745339025,2.630800934,0
98,-0.80076893,-11.37512554,-2.614525906,-2.509186784,-3.428728331,-10.44967057,-10.24193829,7.921772216,14.10999266,4.222911658,0
99,-9.865782451,-0.612343649,-0.809963422,-1.912143062,-0.08548965,6.302285483,0.60331269,10.77344945,-21.05981747,-3.117399132,0
100,5.032360803,8.917516082,3.430552174,6.114604458,3.512774126,2.369626321,-11.22636374,-11.41425562,15.43056153,-8.674938279,0
101,4.216176853,-5.538883638,-6.680445731,-4.086100793,-14.25286254,-12.52765743,-8.615629083,19.82896261,-10.20412207,-2.136210492,0
102,14.43334086,2.521421452,-10.00596105,-4.631791912,-4.341773655,-5.925558525,0.997604641,22.7331708,5.555433409,-12.49725035,0
103,4.395319474,4.363811697,7.11506442,-5.264395604,5.568479903,1.143517859,3.633076602,-9.433999706,-14.69152691,-0.287749081,0
104,7.792713258,-0.401019229,-5.974076528,-15.43818671,-6.451975684,3.694492785,-4.212323659,-5.43162817,2.537847466,-9.509975704,0
105,1.013487691,15.51185833,-6.392641291,-9.358616559,-5.945812452,-5.630644347,3.994073808,11.96222202,9.556417107,8.349716365,0
106,-5.945070774,-8.803712436,0.294932044,2.461004255,28.93250799,-0.875066233,-12.38027741,-0.821839136,9.632538733,2.613348915,0
107,1.505889521,-18.09819045,3.883038184,1.025276014,6.282554138,-2.702087988,-10.72486921,13.548307,9.49926788,-4.479015032,0
108,3.137650191,0.171638722,-14.9613144,-2.258355187,-5.152698272,-0.002407776,-8.739770457,6.192568869,2.944099714,1.496206733,0
109,-23.32617882,-10.67473922,-8.166128201,-15.10623124,-8.687067831,-2.837629954,-3.47706419,0.42680442,0.308306474,6.23743313,0
110,-15.429273,-0.981258375,0.960191792,-6.366980429,14.26364364,0.145101357,2.223659756,-15.93476549,11.81155588,-0.953519693,0
111,-0.580242648,-6.961467271,-3.558105225,8.850507761,10.51779,-2.857635791,-4.01908394,-12.58452236,-6.489679803,1.275732225,0
112,-12.29441996,-0.562755998,-11.30180397,14.78452893,8.096000107,1.655546275,-8.289732666,1.580794785,6.828327867,-4.33652437,0
113,-12.43923636,3.448001972,-4.155848886,-0.757057519,11.05546383,-4.25962018,-7.700362799,20.5704605,-4.150866715,11.58299141,0
114,1.198168132,14.00909261,-5.328535127,8.961221378,5.338491106,-7.001279231,-12.93462654,1.526766293,-4.966688807,-2.506677908,0
115,6.797263133,-3.758631212,2.349795807,11.20992176,-24.75106004,1.250748401,3.15784823,6.353253954,10.80016794,-3.534653524,0
116,3.743465929,-4.142886523,10.14323109,6.375542075,-6.356192814,-3.711731028,-1.255578725,-20.50922118,4.026005723,4.296814871,0
117,-12.72588586,-13.2550464,-15.04732627,8.359576848,15.42753403,-0.068747018,0.247789894,-0.192667774,6.928538206,-4.916195962,0
118,11.11097433,16.08014005,4.298800672,-5.343511799,-8.52165577,-0.259541127,-4.63470412,-12.4791718,-9.327781602,-2.50941784,0
119,5.534520772,-9.451203001,0.218209493,1.928608234,-4.714723876,3.16635169,-11.20464273,-22.51635095,-10.23316036,4.770703256,0
120,10.33120666,3.933558668,-2.377401873,-0.718844066,-1.663295548,-0.539093395,2.792101635,15.63962615,2.216652119,-4.621122487,0
121,11.25596541,-2.561189075,-2.027794708,1.740789105,-12.17678421,-11.66792778,3.12166653,-3.865912093,10.65726475,3.792225542,0
122,17.86140618,-4.167157685,-15.35117061,-0.282240471,-13.80073584,-0.978223518,-11.00317123,-16.6188952,-11.90535258,-12.29140855,0
123,4.57520729,-1.152045439,-2.87468007,-1.131539887,-0.054416358,-4.288350647,-1.535848306,-6.408192117,-3.033093748,-4.973345082,0
124,-4.374058302,-0.030765799,14.3506241,-11.81460239,27.22161329,-6.071399101,4.729682388,-14.31154244,14.13906023,-3.642134831,0
125,3.18156902,4.212325318,1.017875444,-6.073038107,-17.78937112,-7.091093972,3.652823087,-8.014162491,-5.77085086,-4.189822275,0
126,-0.344962043,7.226872209,3.64226095,-2.973970688,-0.735803732,-5.591540399,0.719417151,0.658120428,13.60928422,-3.704390079,0
127,1.079862257,-0.849970392,-3.421327492,-2.906445564,8.549956172,0.544282576,-10.80788605,-7.15814937,5.194376039,16.04241531,0
128,-1.455664228,-2.877665998,-0.191974488,6.803624928,2.919111185,2.592312416,-4.80664162,-4.58838784,9.919611085,4.529064498,0
129,1.538705327,6.105177074,8.011324742,16.66985956,-13.4484353,-5.321113484,9.250390929,-11.84795273,-6.850995797,3.838987729,0
130,6.291408849,11.35724124,-1.309443153,-3.900771819,0.635558241,-2.188981081,-1.116674663,6.411976122,2.663432782,15.11908096,0
131,-3.046499602,8.90941006,-2.793821142,-5.751999226,24.90745887,-5.385742275,10.17248704,-12.71256591,-1.258431497,0.484461214,0
132,-2.074431994,-8.770084389,6.504011426,-8.388281711,-8.80057094,1.243915716,-1.646223209,-8.249632839,5.864190655,-3.422790465,0
133,15.25955136,-15.9179114,7.995524308,-11.79209667,-12.72908875,0.669996982,8.218146683,22.05461766,-13.49495968,10.46676781,0
134,-8.181246479,-2.997291189,12.35475904,-3.884500507,-12.67246688,-0.767172199,9.709267133,-15.69071084,18.4059403,1.550335125,0
135,10.81012268,-2.563870778,-13.25110397,-13.75965482,7.616145016,1.173377825,7.847218815,-0.463567858,7.947185973,-4.900698737,0
136,-0.917853718,23.26918164,9.86166878,6.117785025,-8.075288399,-7.495074366,-9.887614251,-9.686758659,-1.198505636,5.586286352,0
137,8.358152498,8.720083527,4.644960893,4.120115692,7.961254181,6.286792443,4.002020582,-12.86672353,6.642222422,-6.152815361,0
138,-1.871323956,2.658175432,1.302755898,-5.332550424,9.485459892,-4.471753722,-2.588203343,2.598857505,11.29284563,1.579815758,0
139,-6.196293765,-1.43757382,1.877521,-15.36049809,5.567738922,-7.191425033,-2.533965749,18.88573112,-0.606703693,11.13170618,0
140,-6.27083491,-10.25230136,7.951000416,8.544075329,-16.38195504,-3.973621818,9.300109567,19.91318207,12.90070225,-4.810025077,0
141,1.459458099,-4.268951632,-13.52647521,-9.285983163,-5.41203579,-5.49607991,2.468948592,8.450443782,1.203362239,-13.84149728,0
142,4.844642411,-6.815651929,11.19387567,-3.571827305,-0.745878872,-0.922101308,-3.150993964,-11.37687303,-12.33774782,1.535310667,0
143,-7.820430591,-9.157925828,-6.689212091,7.854062121,-15.66478701,2.940913616,-5.101234351,-7.466221791,22.8566793,-10.33039922,0
144,6.509196997,1.160039319,3.502894721,-10.48008975,6.344356806,-3.545234335,-6.447908218,-12.43804702,-2.094309933,0.175980955,0
145,1.472088629,3.3708965,7.09976097,4.118303844,-2.09855235,-5.752513947,3.993858754,15.99134335,16.76034299,3.491035127,0
146,2.897072215,1.575465748,-3.006313878,-1.225232031,-2.506387584,-4.723888695,-10.19911113,13.5508935,18.16793552,-13.52800122,0
147,3.303779575,-1.469520697,0.844143596,-10.57807707,6.966241372,2.487819904,-5.000505624,-13.06918929,2.220052873,5.096006511,0
148,-0.091972537,-2.453883888,-8.696633502,-12.76545709,9.464112126,2.605453471,-9.335445216,-7.350265743,11.60670864,-3.712047952,0
149,8.268833927,-0.138878898,-1.825675745,13.43488801,-17.95496802,-2.554580316,5.147908077,14.92311917,10.43961711,3.168603142,0
150,-1.78988644,-1.854418826,1.32066483,-0.619731583,-5.918665055,1.945687122,5.198519975,14.07673042,21.67878282,4.843282764,0
151,-1.695889033,10.69949636,-2.617117543,-1.337562858,-9.201815237,-0.813427791,-4.4003077,17.34079377,3.104257698,-1.128138162,0
152,7.393437872,4.71731965,-5.428741747,-11.47235675,17.41046928,-0.659497145,-12.70473259,-3.080965174,0.049463928,-2.162356564,0
153,-0.130354777,-2.1229458,2.31746227,-3.876440724,1.011775574,-10.31175501,2.633561702,-16.63409765,-1.215235434,-6.176955567,0
154,-9.706178419,-7.670446721,-2.133475732,-7.054571454,-12.42385305,0.068644505,-4.240478825,-6.504355235,-12.10347044,7.388863751,0
155,-7.96913705,-2.69051902,-2.231578822,-0.587897996,0.142209726,-0.9246465,4.083958092,-2.483965783,-18.80479791,9.403188324,0
156,-11.31205598,-7.482124165,-5.346336545,1.057475301,9.599304403,-1.583033241,-0.088112479,1.05397807,2.133285692,-19.5358654,0
157,6.401293436,-8.132998061,-7.005016121,5.369124688,1.39463761,3.807479576,0.916301748,24.83480451,4.170427549,-8.280212534,0
158,22.04459651,21.62461524,3.677627229,-10.41841343,6.56287408,5.651758157,3.700441197,11.14975541,15.20054909,-6.541971588,0
159,-1.788305119,-1.795853305,7.374386901,-6.067503074,-4.936346268,4.657538718,0.635145077,-24.52651243,13.08296444,-7.363239892,0
160,-6.441606621,3.683447236,1.054798514,14.52231777,9.961128574,-0.730258583,-1.198740772,-4.169858975,-3.579730567,3.998119279,0
161,-0.475342184,6.974276301,-10.95236362,2.496605336,-4.495018395,-0.179993,3.848828565,2.892299088,19.6491765,-1.500199418,0
162,-4.768356934,0.53202495,5.907888276,-6.486467762,13.13399703,3.415274572,-2.409864797,-12.74869368,-12.43072753,-1.84964532,0
163,-3.915948275,6.484902501,1.915997795,6.070824624,-16.98618172,6.012459666,2.014262988,2.51066242,-5.58638726,13.80198975,0
164,-3.730057178,-0.534493398,-9.160508222,0.259386075,-7.388873172,-2.45141228,-18.30182176,3.55482792,-1.668679296,4.177619752,0
165,-13.4138805,-1.339346696,0.390958092,0.826259237,-11.57255687,1.814384611,8.176026466,-5.579818486,-5.774230292,-7.976752068,0
166,1.332967434,-12.13911771,3.703306719,-3.690172278,-1.023284906,1.696313227,3.142811502,-18.25271126,-5.312234457,0.144590706,0
167,2.539473532,-9.569055759,-9.996046329,-6.815824703,-1.734085107,1.773374429,11.86304323,-1.114572439,-4.35675087,2.627222713,0
168,0.443425239,3.404199427,-12.08417888,-16.75921019,4.830893794,-0.647488991,4.72903303,-5.638760746,-8.024501545,9.354847136,0
169,10.15893698,11.57733034,-4.482213427,-11.04500672,12.80855008,-0.183153048,-6.838722338,-19.2130879,-25.19103471,1.976482998,0
170,2.649165978,4.714679663,6.912957893,9.84648151,6.006438048,8.309567307,6.36929135,23.20787838,17.58270897,-11.939679,0
171,8.463873565,-15.12384993,-14.30549297,18.82275685,7.796001328,4.337547521,-17.55115168,5.60047313,0.047060367,-5.337551527,0
172,2.487268962,4.766422862,-3.200887836,4.243057069,1.600293742,3.915666222,0.292786323,14.96105843,-11.99959659,1.003234203,0
173,17.48481164,10.76118031,-0.75477233,12.64398785,-22.52484059,-0.105977185,-0.578282873,5.916727412,8.234672112,2.458119855,0
174,-11.89583776,-6.680562944,-1.811645193,-2.597410159,2.872888178,4.907996217,3.667029706,-5.146736278,-15.76242768,4.058806556,0
175,2.928548188,0.16845756,-11.46023392,-0.430353151,6.144266748,4.416725767,-3.080976628,-0.618402746,1.042853244,-1.874269474,0
176,7.855254505,-2.067343352,7.149283185,6.542596343,-19.69289011,-9.146719483,-3.91724649,0.141237621,-24.95169247,-1.3642225,0
177,8.38021336,5.700587862,-1.559713337,-0.140251303,13.7694259,3.107677066,-7.893960743,14.72882704,-6.742887495,-1.57264823,0
178,4.554407998,11.07069681,5.688848905,4.55183032,-7.972776502,-6.847811993,-3.578694742,-1.679743094,1.23471323,-4.291527592,0
179,-10.98065062,-13.44057275,0.379936876,-4.855005131,-2.36436914,2.175506112,-1.370350771,-20.17109228,-8.139545502,5.092761474,0
180,-0.865288849,1.480542866,-1.624150661,5.196258259,6.805801588,-2.417903539,9.936793523,18.57516996,-9.743177531,3.516276597,0
181,0.827862988,-18.16053717,0.633581547,11.56693126,-11.10585016,0.846142608,0.873359559,22.30832712,0.724264153,3.677097066,0
182,6.47036791,-8.954969954,3.155665299,13.56151038,2.549106111,-1.608848977,4.700931541,10.23354654,2.271385899,9.573896206,0
183,-3.170659881,0.715080391,-1.200896143,-1.765055913,16.11840727,0.96508654,0.774632022,4.612060064,6.909089372,-8.128683956,0
184,-7.672943949,0.044284309,-1.088465982,7.782259002,-9.687995646,1.727414077,-2.016033617,-3.727294273,4.612044241,12.39682665,0
185,-4.548008023,-10.66337944,-5.122438066,-3.095059423,6.393308153,-2.730821994,-4.07052339,-4.886792723,-9.876465664,-4.040994293,0
186,9.074152609,0.719637512,-6.700613445,-10.0469253,0.661010546,4.675458052,-4.061942465,11.45824951,-9.061281818,4.680720894,0
187,2.198388624,-13.5987084,3.906830026,3.420075762,-8.266247134,-4.273271077,-6.256766646,-10.12360089,-2.944126886,5.259180165,0
188,0.034425593,-3.300891051,-5.162894416,2.086742417,6.102908708,-5.860558274,8.721393043,5.02454084,1.962231404,0.656541952,0
189,-16.025938,0.084651743,8.238824523,-7.44328872,-2.803903378,3.796887912,-1.087466298,-9.773043349,1.999366561,-0.780435852,0
190,-4.424838922,2.112472601,3.195736453,9.389923052,-6.598969345,-5.395045865,3.592381511,0.01596242,-6.078728595,5.065948872,0
191,-1.262718515,-1.390803781,-8.666992239,19.59201067,-4.305902005,-6.659274587,0.436014407,0.177960045,6.635575816,-11.96414428,0
192,0.232513483,-0.110220355,-11.79501195,0.881318571,-7.231264365,0.330899731,-0.375904846,11.89604664,9.558612408,3.101221835,0
193,-4.764732409,16.09938999,-0.491685436,0.447393792,4.333357589,4.379587117,7.768453422,-1.272529824,8.927412583,3.961322537,0
194,2.248124084,4.546402783,16.08296774,-13.70644098,-3.027998118,-2.161869,10.79797791,-1.273278735,-6.346320775,-1.219072242,0
195,14.88209123,8.021653879,-10.0973362,9.852979035,-7.742589663,0.735630533,2.86402804,1.131671179,-0.502985952,-1.742416347,0
196,3.486299612,7.438188384,-8.274093294,-12.36408626,19.83632538,4.102385205,8.713488176,6.464244713,5.640920148,-12.8821544,0
197,4.059525067,-0.020428752,-0.161837573,8.041018592,8.252015671,-4.520215944,-0.841737088,1.165723447,-10.17074204,-7.025638851,1
198,2.00696576,1.863436734,1.194371464,6.46765102,3.435622598,-5.07191573,17.47090242,-2.236163764,-7.54845154,3.417422303,1
199,-6.11957901,-3.501905167,5.80520813,-15.55200935,-8.363583764,0.138493724,3.940306501,-12.34215099,-9.467303235,3.260660195,0
