EPS,forecasted_eps,noOfEsts,after_total_returns,before_total_returns
0.15,0.02,4.0,0.0045065344749886,0.0987179487179488
-0.07,-0.2,1.0,0.1779806046776952,0.063872255489022
0.29,0.31,3.0,0.0326340519593362,0.0704894007266905
-0.37,-0.41,4.0,0.0105694823773414,0.1142955909289153
-2.86,-2.79,7.0,0.0914489311163895,0.5535601098668921
1.61,1.14,12.0,0.0293866510873006,0.0545058185131761
1.2,1.12,4.0,0.1694088970140159,0.0937149270482602
0.33,0.35,3.0,-0.0094339622641508,0.1734612310151879
1.03,0.64,1.0,0.0238225787100019,0.0986601451588757
-0.61,-0.57,1.0,0.5749128919860624,0.6455026455026456
4.0,-2.38,3.0,-0.1199278629395852,0.1924473493100946
0.45,0.27,1.0,0.0521582551199821,0.1283688370747135
0.27,0.26,2.0,0.0723488149235729,0.1434675692148443
0.09,0.12,3.0,0.0463121783876501,0.1958333333333335
-0.04,-0.02,2.0,-0.026634382566586,0.0280373831775702
0.04,0.1,1.0,0.0719999999999998,0.1641648796759589
-0.04,-0.06,2.0,0.0319488817891373,0.0586206896551724
-12.35,-1.62,2.0,0.1382297551789075,0.3237682728749322
-0.09,-0.08,2.0,0.2716496542640763,0.0700757575757573
1.28,1.13,1.0,0.1008403361344538,0.0074826296098342
0.13,0.14,2.0,0.0003790505375214,-0.0028100984152327
1.02,0.91,2.0,0.0045602620924956,-0.0022542772782184
0.13,0.11,1.0,0.1459854258291431,0.0277777731943726
2.64,2.31,10.0,0.0882151004407432,0.0301243226012113
0.58,0.56,5.0,0.0455348831299189,0.0144756621729713
1.34,1.46,5.0,0.533156057836131,-0.2122721749696233
0.25,0.27,1.0,0.0493305144467934,0.0119980411361408
-0.09,-0.05,1.0,-0.1227207539438639,0.07223823246878
0.16,0.13,2.0,-0.0801886792452829,-0.0519630484988453
0.06,0.0,1.0,-0.0033988184474715,-0.0032404013938925
0.37,0.31,2.0,0.0218565815324165,-0.0076372315035799
-1.2,0.05,1.0,0.2165242165242165,-0.0251107828655835
-0.06,-0.06,2.0,0.0565275908479139,0.0033259423503326
-0.09,-0.12,1.0,-0.0867697594501718,-0.0689900426742532
-0.18,-0.18,5.0,0.1227741330834115,0.0305851063829787
-0.44,-1.1,1.0,-0.0178508925446272,0.002758620689655
0.19,0.19,1.0,0.0374493353849478,0.0040568762396921
0.04,0.04,2.0,0.0629770162994629,0.0498008715845026
-1.28,-1.11,4.0,0.1835582052086601,0.021258259120942
-0.84,-0.5,4.0,-0.0766998341625208,-0.2741389045736871
-1.09,-0.9,3.0,0.1802083333333333,-0.0851493139628732
-0.3,-0.29,1.0,-0.0792207792207793,0.0184940554821664
0.28,0.2,1.0,0.0344411011637266,-0.0422195307099485
-0.09,-0.06,1.0,-0.0329838915878292,0.4833817360438852
-0.09,-0.12,2.0,0.0779510022271714,0.259485924112607
-0.47,-0.82,3.0,-0.0321888412017168,0.1106471816283924
-0.38,-0.38,2.0,0.0756972111553786,-0.0145454545454545
-0.19,-0.08,2.0,0.1116071428571428,-0.0537261698440207
-0.28,-0.36,1.0,-0.0045385779122542,-0.0483870967741936
-0.17,-0.16,3.0,-0.0803278688524589,0.0372340425531916
-0.02,0.01,1.0,-0.0530503978779841,0.0129870129870128
-0.21,-0.23,1.0,-0.0866983372921614,0.1076732673267326
0.06,0.04,1.0,-0.0269749518304432,0.1576994434137293
-0.03,-0.06,2.0,-0.0769230769230769,0.0259740259740259
-0.12,-0.37,3.0,0.0048309178743961,0.0226415094339622
-0.36,-0.38,2.0,-0.0226904376012965,0.0209267563527653
-0.05,-0.19,1.0,0.0142857142857142,0.1297709923664121
3.78,3.1,7.0,-0.0236591058329289,0.0309547410151371
1.72,1.52,8.0,0.0220007749022344,0.0174901315891582
15.02,9.9,7.0,0.0011752130756321,0.0211475500583626
0.64,0.32,1.0,0.0412995535501861,-0.0235294385300778
1.95,1.71,8.0,-0.010855778571263,0.0593138307198308
0.42,0.41,8.0,0.02705628701733,0.0434614478483115
0.54,0.53,7.0,0.009737392012961,-0.0008342582558154
0.61,0.52,2.0,0.0117759566658215,-0.0188382907132107
-0.6,-0.56,4.0,0.2813738441215323,-0.1380180180180179
0.0,0.0,2.0,0.00529701097238,0.0506656804733727
-0.54,-0.58,1.0,0.1233424542201642,-0.0033933698773166
-0.03,-0.03,4.0,-0.0681818181818182,-0.0734265734265734
-0.65,-0.61,5.0,-0.0634993147555962,-0.0596081700708628
-0.07,-0.07,2.0,0.1103565365025467,0.0
0.46,0.66,1.0,0.0118110079754805,0.184999520509572
0.08,0.09,2.0,0.0366133510612094,0.0115472883114271
0.81,0.71,1.0,-0.0589238194484669,0.0614782561399622
-0.11,-0.09,1.0,-0.0839580209895052,0.2497430626927028
0.15,0.16,17.0,-0.0105664488017429,0.1022781692549772
5.24,5.39,7.0,-0.0008199024495703,0.0222004574644327
0.88,0.92,10.0,-0.0141289072430391,-0.0146964165094601
0.49,0.47,8.0,0.0364861960951561,-0.0050551396579925
0.81,0.81,3.0,0.0151162662890864,-0.0099976681243821
0.45,0.44,1.0,0.0069271277480713,-0.041788666002233
0.9,0.36,11.0,-0.0102001633164142,0.0195013857964363
0.21,0.32,2.0,0.11781506660764,-0.0323141218792546
0.09,0.09,2.0,0.1270272014455811,0.0263156406502329
0.03,0.06,1.0,0.068230277185501,0.0331125827814569
2.18,2.1,13.0,-0.0553508792915197,0.025330063033214
1.1,1.06,9.0,-0.0066926486138639,0.0074166784429323
1.89,1.82,15.0,0.0083005838817218,0.0174246264183959
1.5,1.46,4.0,0.0619550324523814,-0.0009189461886397
1.3,1.16,4.0,0.0372334009770696,0.0110307625850603
0.04,0.05,10.0,0.0545155993431856,-0.0109305760709011
3.97,3.58,10.0,0.1047271919167631,-0.0078323060598607
1.01,1.04,5.0,-0.0881855051463698,-0.0211852464926385
0.57,0.57,7.0,0.0142082790467146,0.0016432414625795
1.72,1.68,8.0,-0.0186202607944759,0.0138930444983282
0.83,0.78,4.0,-0.0485574095377729,-0.0278537706560043
1.1,1.1,8.0,-0.0061610252591842,0.0182149474223716
1.18,1.13,7.0,0.0042510137722409,0.0052636656718081
2.21,2.49,12.0,-0.0420193306716439,0.046241941110467
1.53,1.52,10.0,-0.0252460308087096,-0.0009858256658922
1.42,1.41,10.0,0.0284043030636858,0.0135906643109602
2.64,2.63,7.0,0.0639314547654719,-0.0250220918779215
2.0,1.48,9.0,-0.0117999806663755,0.0744253191778778
1.64,1.63,11.0,0.0509793609379498,-0.0701505062594252
1.26,1.06,17.0,0.0475140028483265,-0.0316901599474418
1.1,1.11,9.0,0.0276825739960859,0.0052711325338623
1.43,1.4,13.0,-0.0543711343619048,0.04079402763746
-0.26,-0.16,9.0,-0.0017297309505165,-0.0075935313405405
1.05,1.03,8.0,-0.0392813325370586,-0.0301204843439742
2.18,1.48,7.0,-0.0275605186431339,-0.0289937992576163
0.58,0.62,5.0,0.0083989577146077,-0.0198314328031727
0.86,0.85,10.0,0.0253517528319817,0.0096385575924755
0.45,0.44,6.0,-0.0822764539661736,0.0240240189948552
2.76,2.7,4.0,-0.0124709564227796,-0.0496688741721854
4.27,4.38,8.0,-0.07884146114331,0.0093994807279225
1.22,1.19,7.0,0.0589020404297619,8.976731404053417e-05
3.01,3.08,6.0,0.0148536830560142,-0.0266805712397376
1.45,1.18,6.0,-0.077298499964114,0.0101171458998934
0.75,0.7,11.0,0.0067909545200712,-0.0477548048122374
0.31,0.31,6.0,0.0145613379306615,-0.0139484877742882
0.06,0.05,7.0,-0.0268491867604144,0.0181819166237469
0.67,0.61,4.0,0.011754932502596,-0.0431720631745634
2.14,2.11,8.0,-0.0117781155015197,0.0201573483543595
0.8,0.77,9.0,0.0140701236809259,0.0017992083483266
0.85,0.64,2.0,0.0314916622699406,-0.0221772409509346
0.52,0.52,10.0,0.0108554147840285,0.0025839767485971
3.11,2.56,8.0,0.0338906461816539,-0.0166348127698734
0.52,0.55,1.0,-0.0365257484662359,-0.0356961991380034
1.78,1.74,9.0,-0.0426476120455608,0.0066199933678936
0.65,0.63,6.0,-0.1256512336677041,-0.0206681602989023
1.06,0.98,5.0,-0.1350146086401538,-0.0193103447116076
0.56,0.38,2.0,-0.0239048516250588,0.0047571357035554
0.06,0.01,4.0,0.0031888951416243,0.058907170424538
2.42,1.72,4.0,-0.042362002567394,-0.0205985231247571
0.2,0.19,2.0,-0.0381232140603121,-0.0259103889070497
1.22,1.21,9.0,0.0107488330875922,0.0012948805693993
0.61,0.64,8.0,0.0026402642080587,-0.0305309756763416
1.66,1.63,7.0,0.0004628592245439,-0.0047354191349453
1.16,1.1,6.0,0.0264311882738144,0.0156021457942916
-0.34,-0.28,9.0,-0.065820966969842,0.0137599650540569
0.3,0.29,7.0,0.0200482917977915,-0.0168166687008057
2.31,2.15,4.0,-0.0201724664420467,-0.0234460275670136
0.12,0.14,8.0,-0.0316427620878309,0.0627832577979206
0.5,0.49,4.0,0.1085008612391906,0.0424421298267867
-0.04,-0.05,16.0,-0.1395752058951018,0.0029239766081872
0.13,0.09,4.0,-0.0134436401240952,0.0142414860681114
0.9,1.0,5.0,-0.088124306326304,0.0250742942050519
0.93,0.94,8.0,-0.0487033523086654,0.0251054852320675
0.49,0.44,9.0,-0.0016155547923245,-0.0016438148123576
1.42,1.41,5.0,-0.0689260361804441,0.0493752822519943
1.09,1.08,5.0,-0.1080700111600124,0.1468093502144891
-0.04,-0.04,1.0,-0.1234021632251721,0.005358615004122
1.82,1.59,8.0,-0.1185714335235387,-0.016230836635819
1.77,1.66,6.0,-0.1038088836575067,-0.0341145861654754
0.37,0.64,4.0,-0.1070370351945154,-0.0291323810257196
0.45,0.45,6.0,-0.0131224561195201,-0.0136585359844937
1.42,1.59,6.0,-0.0301188682795854,0.0406395724943475
1.41,1.34,1.0,-0.1034944059186976,0.0146095838683935
0.63,0.65,6.0,-0.0316301616565706,-0.0195122020323829
0.46,0.48,7.0,-0.1068327701186817,-0.012858187011141
1.49,1.3,3.0,-0.0123237419945571,-0.0406317113834591
1.13,1.3,6.0,0.0151002630362266,0.0094600820703747
0.98,1.05,2.0,0.031184731724883,0.0847724883616158
0.6,0.83,1.0,-0.0425854541950178,0.0423946811381552
-0.14,0.05,2.0,0.0146273678051633,-0.0186345381526104
0.77,0.77,5.0,-0.0681932579988421,0.0137790266512916
0.28,0.3,2.0,0.0565284674047961,0.0495464138471191
-0.23,-0.27,5.0,-0.0921787709497206,0.0029605263157894
0.76,0.66,5.0,-0.0600414078674949,0.0565045992115635
0.53,0.54,3.0,-0.0745698068265091,0.0091086553592301
0.61,0.59,8.0,-0.0914214151534127,0.0079365079365081
1.17,1.17,5.0,-0.0452680922411338,0.0448966851607546
0.06,0.08,1.0,-0.002783996595433,0.0199778408608184
1.36,1.34,5.0,-0.1258215987172166,-0.005435298393068
0.4,0.4,7.0,0.0331457281330627,0.0034129643851927
0.58,0.56,7.0,-0.0114842273586277,0.0245700245700244
0.54,0.36,2.0,-0.1478592195357604,-0.0202075341120676
1.4,1.4,7.0,-0.0946301137292874,0.0085005158766957
0.56,0.34,2.0,-0.0886025649527629,0.0175836410114047
0.05,0.05,3.0,0.0484201887566679,0.046962516156829
0.41,0.29,4.0,0.0337362687561062,0.0496067669050654
0.99,0.93,1.0,-0.116822424261481,-0.038799205201802
0.47,0.42,6.0,-0.1225731704556805,0.0101826761818855
0.68,1.16,3.0,0.0399276572064553,0.0065549890750182
0.07,0.1,5.0,-0.0160174689766245,0.00823626276978
0.68,0.66,7.0,-0.0562947799385874,0.0173388616660383
-0.17,-0.18,5.0,-0.0941396508728179,0.0315960912052117
0.03,0.01,5.0,-0.0567781690140845,0.0183689947517158
0.48,0.48,3.0,-0.0910704203136966,-0.0012098936437479
0.36,0.34,3.0,-0.0688235211811209,0.0929507598800158
0.06,0.06,5.0,-0.1289537712895377,-0.146206896551724
0.4,0.36,4.0,0.026496565260059,-0.0272013460459898
0.87,0.75,8.0,-0.0758544652701214,0.0150037509377345
-0.05,-0.09,3.0,-0.050052872752908,0.0238596491228069
1.09,0.85,2.0,-0.0369810441395273,-0.0126566429642893
0.85,0.88,1.0,0.0005462406451151,-0.0047016333713895
0.93,0.96,8.0,-0.0162947314509016,0.0374907349256781
0.77,0.74,3.0,0.0036271266773462,-0.0311030597573952
0.73,0.75,5.0,-0.0178655230083856,0.0344738332949703
0.86,0.83,2.0,-0.0191924936025023,-0.0405424494985168
0.63,0.56,9.0,-0.0259759759759757,0.0246652572233967
0.41,0.38,1.0,0.0277565293410555,-0.0809955525145398
0.36,0.36,3.0,0.0285820568643895,-0.0095029346532372
0.51,0.52,4.0,0.0107758581080272,0.0021321999899051
0.4,0.25,1.0,0.1177944862155386,0.0129870129870128
0.53,0.46,3.0,0.0627896103566003,0.0087326059962815
-0.29,-0.29,8.0,0.0446834919321472,0.0267571884984025
0.79,0.73,1.0,-0.035677582891456,-0.0018484211368217
0.32,0.27,9.0,-0.1604240637717369,-0.0831571369697272
0.35,0.33,5.0,-0.1887304820095044,0.0121951219512195
1.73,1.59,1.0,-0.1388270827939862,0.007554417562597
0.06,0.01,6.0,-0.0910573106319211,-0.0149294174005385
-0.59,-0.59,6.0,0.2507812499999999,-0.1033946618294895
0.46,0.44,2.0,-0.0046772446082355,0.009120280726333
0.5,0.5,3.0,-0.0246748932891511,-0.0236497301576895
0.81,0.77,1.0,-0.0993983641586392,-0.0089131138496965
-0.08,-0.1,1.0,-0.0593667399525666,0.0095368013116057
0.76,0.6,3.0,-0.0100049204526816,0.0222222222222223
0.23,0.22,4.0,-0.0264236902050113,0.035645472061657
-0.03,-0.08,1.0,0.0,0.0
0.23,0.17,1.0,0.0004426737494467,0.012093023255814
1.23,1.04,6.0,-0.0157753154125442,-0.0854375875881771
0.38,0.4,4.0,0.0418626336324301,0.007840088821988
0.16,0.1,3.0,-0.104602510460251,-0.001743679163034
0.36,0.32,5.0,-0.0224949196362629,0.0474968262933903
0.19,0.19,2.0,-0.1372549071709664,0.0359318035677276
0.27,0.25,3.0,-0.0389610145980863,0.0222602566078131
0.15,0.16,5.0,-0.0222897682008357,-0.003024248595095
0.14,0.0,8.0,-0.0844155616498848,-0.1501650656283126
0.85,0.92,1.0,-0.0270632798554602,0.0115515247017132
0.22,0.21,4.0,-0.0212499384305075,0.0465682202785715
-0.02,-0.02,3.0,-0.1904761904761904,0.0116959064327484
0.29,0.28,2.0,0.0778574980805262,0.0038044029794637
0.17,0.12,1.0,-0.091289782244556,-0.0016565433462176
0.03,0.2,1.0,-0.1752305452548533,0.02156634352023
-0.08,-0.1,1.0,-0.2160392798690671,-0.0866477272727272
0.86,0.82,2.0,-0.1863091037402964,0.0247592847317745
-0.03,-0.08,1.0,-0.1032863688705773,-0.1502589038831163
-0.04,-0.01,1.0,0.0693641618497109,0.0818713450292398
0.05,0.1,7.0,-0.2544080604534005,-0.25
0.18,0.19,1.0,-0.1844888151559971,-0.0023446840983673
0.02,0.03,4.0,-0.0785498475537509,-0.0108401086410897
0.77,0.73,9.0,-0.039692701295633,0.0245398836524048
0.45,0.48,2.0,0.0016978020696511,-0.0197313287687208
0.05,0.06,3.0,-0.0275229357798164,0.0014970059880241
0.71,0.56,2.0,-0.0715302451254931,-0.0094836792953255
-0.05,-0.04,5.0,-0.0683229813664596,-0.048076923076923
-0.18,-0.15,3.0,-0.0952380952380951,-0.0363636363636362
0.44,0.46,9.0,-0.0279524813931252,-0.030551457443931
-0.08,-0.07,2.0,-0.0532212885154061,-0.1354166666666666
0.9,0.51,1.0,-0.108398841539098,-0.0345468053491828
0.1,-0.01,1.0,-0.0033702357765039,-0.0500231433093438
-0.35,-0.32,3.0,0.3730508474576273,-0.1520467836257309
-0.22,-0.23,1.0,-0.1881720430107527,0.0778588807785887
1.32,1.27,11.0,0.007691029230755,0.0303559476301653
1.82,1.66,2.0,-0.0802562463874291,-0.0040878914815052
0.14,0.21,1.0,0.0511587929802392,0.047120389539442
0.09,0.16,1.0,0.0119840219927185,-0.0260756062815701
-0.16,-0.09,5.0,0.2102131879028259,-0.0430062630480165
0.06,0.01,4.0,0.012331840690382,0.0189615971196714
-0.24,-0.15,1.0,0.1827956989247312,0.1987895716945997
-0.77,0.32,1.0,0.0422031473533619,-0.1387696709585122
-0.18,-0.16,1.0,-0.0270270270270269,-0.0737704918032785
-0.71,-0.73,5.0,0.2377622377622379,-0.0539239287433799
-0.17,-0.85,1.0,-0.0603358208955224,-0.1972789115646258
1.43,0.54,1.0,0.0119677201394552,0.0297360171661935
0.63,0.61,10.0,0.0652056324989589,-0.0353042319096394
0.97,0.92,8.0,0.0011802664892219,0.0069924319281993
1.33,1.17,4.0,0.0066138772624722,0.0594862421869379
-0.08,-0.02,10.0,0.0652344516382186,-0.0207177531206657
1.45,1.37,4.0,0.0149241519504366,-0.029365942055157
1.0,1.0,11.0,0.0371021086200162,0.0174018659949639
0.94,0.96,7.0,0.0269733834159351,0.0429352137200569
0.25,0.25,7.0,0.0230325786341101,-0.0040221055119642
0.09,0.05,3.0,-0.030662746810163,0.0093847421318649
0.91,0.85,7.0,-0.0051304581640413,0.0621785923485176
3.31,3.06,6.0,0.0194117647058822,0.0419077533476606
2.64,2.76,17.0,0.0307804626996086,0.0568411215789772
0.76,0.7,5.0,-0.0415231156251427,0.0330889756108827
1.05,1.05,6.0,0.0230373937086436,0.0115669659702053
0.43,0.43,9.0,0.0162218705286998,-0.098663697348485
-0.23,-0.17,5.0,-0.0247561828997386,-0.0338096825431922
0.86,0.85,6.0,0.0505799049265569,0.0174466050557224
0.34,0.3,5.0,0.0191919497004684,0.0059055589200966
0.71,0.59,2.0,0.0484035767009511,0.0295228797671727
1.68,1.72,8.0,0.0143595698862271,-0.0485172254977172
0.58,0.59,1.0,0.0376967742338198,0.0992509212813477
0.34,0.38,7.0,0.0192982546493423,0.0641553947528212
0.83,0.81,4.0,0.0283947067188357,0.0441049381798912
0.37,0.36,3.0,-0.0049999932144796,0.0422154038980111
1.6,1.34,10.0,0.0247445721583652,0.0350846262341326
0.55,0.52,4.0,0.055139550714772,0.0338926174496643
0.79,0.85,2.0,-0.0095004095004094,0.0411755461260412
1.11,1.13,2.0,-0.0034894408510209,0.0728862964747092
0.25,0.24,2.0,0.0046484117212106,0.0094618273603821
0.8,0.73,7.0,-0.0988253319713993,0.0424941276959214
1.3,1.22,2.0,-0.0273768111141973,0.0319718848013117
0.07,-0.09,2.0,0.0325496995171119,0.0381625881762219
1.3,1.24,4.0,0.0424437239555604,0.0486306840341599
0.48,0.43,3.0,-0.0004321521175454,0.0360993905297704
-0.08,-0.09,2.0,-0.0268316831683168,0.1666666666666665
1.23,1.09,1.0,0.0203000818718754,0.0424848937853972
0.84,0.81,1.0,-0.0101823412753965,0.0311669683644613
0.17,0.15,1.0,0.0964324075135785,0.0145454691419761
0.54,0.51,1.0,-0.0307755525545933,0.0663011346171065
-0.07,-0.04,3.0,-0.0160771704180063,-0.050314465408805
0.38,0.39,3.0,0.0193580913267048,-0.0120542035661453
0.92,1.0,1.0,-0.024081631101422,0.0446844616161228
0.32,0.34,2.0,-0.0069896223597297,-0.0536635806612697
0.6,0.57,16.0,-0.017319808617947,0.032374092684819
1.03,0.76,2.0,0.0266779644047703,0.1045409343882857
0.32,0.36,1.0,0.0084527507516225,0.02757353110058
2.12,1.51,7.0,0.0492753583319709,0.0355519858731394
-0.61,-0.6,3.0,-0.0763688760806916,0.0389312977099236
0.01,0.02,1.0,0.1111111111111111,-0.1159420289855071
-1.28,1.0,1.0,-0.0070921985815602,0.0497017892644136
0.25,0.19,1.0,-0.032177830436564,0.0263160366318448
-0.02,-0.06,3.0,-0.064113238967527,-0.0970266040688576
0.23,0.3,1.0,0.0348514851485146,-0.0454545454545455
1.21,0.6,12.0,0.0891270332872431,0.1152185746292231
0.85,0.69,1.0,0.0139685069447028,0.139185453912519
-0.18,-0.11,2.0,0.0195921631347459,-0.1070936639118457
1.45,0.41,2.0,0.0838365158422982,0.0701041420964081
0.39,0.4,3.0,0.1038923753811984,0.2057613286555168
-0.08,-0.02,1.0,1.2147651006711406,-0.1437499999999999
-0.65,-0.55,3.0,-0.0036496350364962,0.0095588235294117
1.03,0.77,7.0,-0.0180273034098834,-0.033228246257721
1.38,0.95,9.0,0.0113333343938355,-0.0454846622497295
10.03,9.33,5.0,-0.0219204546109427,0.0378298689728644
2.84,1.94,8.0,-0.0051132197155865,-0.0336395851632419
0.17,0.17,7.0,0.0340747824888862,-0.0066069165158936
4.5,3.16,5.0,-0.0302902360514937,-0.0077584389225399
-1.07,-1.41,12.0,-0.0012091898428053,-0.0446139620896902
-0.17,-0.12,1.0,0.0874015748031498,0.0164424514200298
0.8,0.82,1.0,-0.0321888279280558,-0.0022675514124204
0.06,-0.01,1.0,-0.057142857142857,-0.048611111111111
