Date,Open,High,Low,Close,Volume
6/27/07,69.410004,71.82,69.139999,42.264297,196400
6/28/07,71.559998,72.25,71.18,42.045872,117100
6/29/07,71.239998,72.220001,70.370003,41.886467,195300
7/2/07,71.209999,72.68,71.07,42.854656,217100
7/3/07,72.660004,72.940002,72.18,42.736584,92000
7/5/07,72.989998,74.309998,72.989998,43.380112,129100
7/6/07,73.610001,73.860001,72.830002,43.326969,110800
7/9/07,73.510002,73.510002,72.849998,43.29744,64600
7/10/07,72.779999,72.860001,71.389999,42.199368,119300
7/11/07,71.300003,71.580002,70.580002,42.116718,138700
7/12/07,71.5,72.260002,71.25,42.659851,92000
7/13/07,71.959999,73.040001,71.940002,43.067204,107200
7/16/07,72.910004,73.860001,72.339996,42.707081,88200
7/17/07,72.599998,72.860001,72.029999,42.553589,123700
7/18/07,71.849998,71.93,70.690002,42.459122,136500
7/19/07,72.120003,72.589996,72.099998,42.618523,76900
7/20/07,72,72.080002,70.5,41.874672,157100
7/23/07,71.199997,71.199997,69.699997,41.148502,134300
7/24/07,69.239998,69.860001,68.029999,40.316109,128900
7/25/07,68.800003,69.269997,67.089996,39.87923,262800
7/26/07,67.629997,67.629997,65.32,39.147167,317500
7/27/07,66.199997,67,64.110001,37.848373,252000
7/30/07,64.959999,65.629997,64.230003,38.580418,197200
7/31/07,66.099998,67.040001,65.010002,38.426929,552700
8/1/07,65.010002,66.160004,63.700001,38.934643,202500
8/2/07,66.540001,67.099998,66.040001,39.57814,545600
8/3/07,66.690002,66.739998,64.449997,38.049091,169300
8/6/07,65.25,66.699997,63.549999,39.377411,333300
8/7/07,65.940002,67.660004,65.370003,39.595856,233700
8/8/07,67.489998,69.889999,67.190002,41.160313,293500
8/9/07,68.370003,70.129997,65.809998,40.705727,453700
8/10/07,67.580002,68.93,66.839996,39.477776,193700
8/13/07,66.75,67.730003,66.550003,39.288872,178000
8/14/07,66.599998,66.599998,64.550003,38.161263,440600
8/15/07,64.360001,66.339996,63.549999,37.517765,629200
8/16/07,63.389999,66.099998,63.02,39.02319,472100
8/17/07,67.769997,69.449997,66.519997,39.908741,517700
8/20/07,67.5,68.949997,67.25,40.6408,367800
8/21/07,68.43,69.540001,68.260002,40.829708,250600
8/22/07,70,70.440002,69.190002,41.325626,274700
8/23/07,70,70.169998,68.720001,40.617188,277300
8/24/07,69.120003,69.300003,68.25,40.835621,240900
8/27/07,68.779999,68.900002,67.669998,39.950085,205100
8/28/07,67.480003,67.480003,65.599998,38.728016,195400
8/29/07,66.010002,68,66.010002,40.14489,239200
8/30/07,66.440002,68.419998,66.440002,40.351513,269100
8/31/07,69.040001,70.279999,68.660004,41.018635,1092000
9/4/07,69.510002,71,69.279999,41.561779,359600
9/5/07,69.699997,69.870003,68.669998,40.56406,255600
9/6/07,69.139999,69.43,68.330002,40.924171,181800
9/7/07,68.120003,68.459999,67.559998,39.938263,330200
9/10/07,68.050003,68.300003,66.57,39.525009,188200
9/11/07,67.510002,68.339996,67.5,40.345612,369400
9/12/07,68.029999,68.639999,67.800003,40.109482,107200
9/13/07,68.470001,69.800003,68.349998,41.01273,133700
9/14/07,68.75,69.919998,68.360001,41.278378,427500
9/17/07,69.610001,69.839996,69,40.977306,107500
9/18/07,69.809998,71.879997,69.540001,42.435505,154600
9/19/07,72.050003,73.449997,72.050003,43.232506,200400
9/20/07,72.769997,72.769997,71.330002,42.110817,498400
9/21/07,71.959999,72.199997,71.68,42.411892,82600
9/24/07,71.400002,72.449997,71.239998,43.215961,131500
9/25/07,71.620003,71.620003,70.650002,42.142273,380800
9/26/07,71.290001,71.68,70.849998,42.75668,155900
9/27/07,72.029999,72.230003,71.639999,43.084747,141200
9/28/07,71.970001,71.970001,71.300003,42.625446,174800
10/1/07,72.099998,73.199997,72.089996,43.663349,884900
10/2/07,73.540001,74.529999,73.400002,44.456673,205200
10/3/07,74.190002,74.480003,73.760002,44.241936,168300
10/4/07,74.410004,74.93,73.75,44.695278,136300
10/5/07,75.239998,76.690002,74.699997,45.745098,266300
10/8/07,75.480003,75.739998,75.190002,44.880196,140900
10/9/07,75.449997,76.080002,74.639999,45.381245,159300
10/10/07,76.080002,76.18,75.239998,45.065079,187600
10/11/07,76.370003,76.480003,75.059998,44.886154,111800
10/12/07,75.5,75.68,74.540001,44.462643,129500
10/15/07,74.599998,74.839996,72.970001,43.627544,205100
10/16/07,72.889999,73.040001,72.040001,43.096664,205800
10/17/07,72.839996,74.120003,70.550003,43.031071,263900
10/18/07,71.580002,72.889999,70.82,43.042976,134000
10/19/07,71.720001,71.720001,69.089996,41.211742,184500
10/22/07,69.089996,70.900002,68.760002,42.291416,246600
10/23/07,71.449997,71.650002,70.370003,42.738773,185500
10/24/07,71.099998,71.099998,69.360001,42.022976,370600
10/25/07,71.339996,71.559998,69.949997,42.112465,310000
10/26/07,71.559998,72.07,70.43,42.750698,144600
10/29/07,71.639999,71.809998,70.5,42.052799,133200
10/30/07,70.879997,71.870003,70.879997,42.631397,178600
10/31/07,71.919998,72.959999,70.779999,43.52018,263600
11/1/07,71.160004,71.32,69.550003,41.486134,278700
11/2/07,69.93,69.93,67.599998,40.895599,306500
11/5/07,67.5,68.449997,67.25,40.305084,309000
11/6/07,67.209999,68.419998,66.919998,40.812092,212600
11/7/07,66.980003,67.900002,66.089996,39.541573,495200
11/8/07,66.639999,67.080002,65.379997,39.660866,294100
11/9/07,65.769997,67.010002,65.5,39.33876,247200
11/12/07,66.089996,67.690002,65.879997,39.792095,277800
11/13/07,66.699997,68.919998,66.699997,41.110344,175900
11/14/07,70.019997,70.019997,67.519997,40.275246,311500
11/15/07,67.720001,68.040001,66.5,40.203667,342800
11/16/07,68.190002,68.230003,65.809998,39.452087,361500
11/19/07,66,66,64.699997,38.593147,316900
11/20/07,65.400002,65.970001,62.400002,37.847523,482500
11/21/07,62.77,63.779999,62.290001,37.585068,339000
11/23/07,64.279999,64.940002,63.669998,38.32473,164500
11/26/07,64.949997,64.949997,61.169998,36.487522,221400
11/27/07,62.139999,62.630001,61.099998,37.340515,291100
11/28/07,63.490002,65.349998,63.490002,38.980854,302100
11/29/07,65.300003,65.410004,63.860001,38.354542,152400
11/30/07,65.699997,66.940002,65.239998,39.398403,275600
12/3/07,66.260002,66.260002,64.760002,38.974907,423300
12/4/07,65.339996,65.339996,63.580002,37.925079,299200
12/5/07,64.870003,65.75,64.309998,39.201561,223800
12/6/07,65.720001,67.949997,65.589996,40.448231,180600
12/7/07,68,68.620003,67.5,40.305084,264100
12/10/07,67.610001,69.019997,67.260002,41.169983,248200
12/11/07,69.300003,69.669998,65.330002,38.99876,280600
12/12/07,67.610001,67.620003,64.540001,38.867538,416500
12/13/07,64.949997,65.099998,63.529999,38.426121,318400
12/14/07,63.18,65.019997,62.669998,37.459801,922900
12/17/07,62.220001,62.240002,60.860001,36.302608,509100
12/18/07,61.869999,62.25,60.009998,36.863319,494100
12/19/07,61.939999,62.43,61.389999,37.239105,370500
12/20/07,62.080002,62.080002,60.57,37.083874,998500
12/21/07,61.419998,62.360001,61.419998,37.811489,374200
12/24/07,62.369999,64.550003,62.369999,39.036304,121700
12/26/07,63.849998,63.970001,63.049999,38.387516,371900
12/27/07,62.919998,63.200001,61.68,37.62352,353800
12/28/07,62.040001,62.5,60.580002,36.962605,395000
12/31/07,61.32,61.73,60.529999,37.265774,335800
1/2/08,61.459999,62.02,60.400002,37.150581,5341700
1/3/08,62.220001,62.220001,59.02,35.992458,259300
1/4/08,59.419998,59.419998,56.860001,34.53117,382300
1/7/08,57.029999,57.860001,55.98,34.852543,668600
1/8/08,57.599998,59.110001,55.400002,33.64592,646700
1/9/08,55.700001,56.470001,53.529999,34.240131,534600
1/10/08,56.360001,58.299999,54.880001,34.767651,717000
1/11/08,57.889999,58.220001,55.869999,34.773724,558300
1/14/08,57.82,58.419998,55.830002,34.628193,399900
1/15/08,56.23,56.5,55.360001,33.924831,542700
1/16/08,55.209999,57.490002,55.209999,34.312908,621800
1/17/08,56.759998,57.150002,55.619999,33.846012,700400
1/18/08,56.25,56.77,54.200001,33.397324,880900
1/22/08,54.970001,57.439999,53.330002,34.197689,925800
1/23/08,55.700001,61.75,55.700001,37.441612,1329400
1/24/08,61.810001,63.099998,59.650002,36.56242,755600
1/25/08,61.029999,61.599998,59.349998,36.350201,690400
1/28/08,59.990002,61.98,59.09,37.581078,814200
1/29/08,61.880001,62.400002,60.93,37.241524,532400
1/30/08,61.27,62.369999,59.75,36.247128,589500
1/31/08,59.560001,61.700001,59.040001,36.974731,743400
2/1/08,61.349998,63.619999,61.189999,38.520905,848600
2/4/08,63.470001,63.470001,61.950001,38.120731,520000
2/5/08,61.779999,62.689999,60.650002,36.774635,711000
2/6/08,61.080002,61.25,59.52,36.17437,558000
2/7/08,59.48,61.07,59,37.029308,462600
2/8/08,60.93,60.93,58.380001,35.846935,837500
2/11/08,59.119999,59.849998,57.669998,35.119328,720200
2/12/08,58.310001,59.860001,58.310001,36.119793,902800
2/13/08,60.790001,60.790001,58.98,36.404774,814900
2/14/08,60.02,60.75,58.900002,35.725674,1046100
2/15/08,58.700001,59.41,58.099998,36.01672,1150900
2/19/08,61.150002,61.150002,58.310001,35.925762,1076500
2/20/08,58.150002,59.700001,58.099998,36.150105,1518700
2/21/08,60.080002,60.34,58,35.167835,1092300
2/22/08,58.98,59.639999,57.73,36.162235,1063400
2/25/08,60.459999,61.459999,58.91,37.265774,984800
2/26/08,61.5,61.959999,60.66,37.259727,889100
2/27/08,61.330002,61.93,60.759998,37.083874,447800
2/28/08,60.91,60.91,59.900002,36.319893,627800
2/29/08,59.84,59.869999,58.82,35.798443,556600
3/3/08,59.029999,59.669998,58.310001,36.047039,629500
3/4/08,58.650002,59.68,58.18,35.707478,517100
3/5/08,58.700001,60.07,58.700001,36.198608,558300
3/6/08,59.830002,59.830002,56.950001,34.54937,535000
3/7/08,57.049999,58.23,56.240002,35.113262,636400
3/10/08,58.139999,58.189999,56.82,34.616055,752200
3/11/08,58.84,60.799999,57.939999,36.865604,577700
3/12/08,60.419998,61.549999,59.52,36.089474,363400
3/13/08,59.209999,60.709999,57.759998,36.51392,503300
3/14/08,61.27,61.27,57.990002,35.774185,615900
3/17/08,58.48,59.73,58.07,35.992458,1021200
3/18/08,61.200001,62,59.84,37.575024,774700
3/19/08,61.73,63,61.5,37.290028,372600
3/20/08,61.75,64.050003,61.610001,38.533028,531200
3/24/08,65.089996,65.599998,64.309998,39.400112,384200
3/25/08,65.099998,65.379997,63.720001,39.500916,752900
3/26/08,64.019997,64.400002,63.240002,38.743279,437000
3/27/08,65.129997,65.129997,62.75,38.425568,673300
3/28/08,64.440002,64.440002,62,37.973431,491400
3/31/08,63.169998,63.830002,62.099998,38.120068,409000
4/1/08,63.740002,65.940002,63.27,40.289112,3876600
4/2/08,66.139999,66.220001,64.779999,40.093594,483400
4/3/08,65.959999,67.120003,65.199997,41.01009,508900
4/4/08,67.68,67.68,65.919998,40.362438,1124600
4/7/08,67.190002,67.190002,65.419998,39.989708,681300
4/8/08,65.959999,65.959999,65,39.934723,452500
4/9/08,65.25,65.43,63.700001,38.932697,515900
4/10/08,63.700001,64.769997,63.23,39.311516,576600
4/11/08,63.459999,64.349998,63.32,38.828823,422300
4/14/08,63.380001,64.160004,63.080002,38.602741,410800
4/15/08,63.619999,63.900002,63.080002,38.99379,218700
4/16/08,64.660004,66.410004,64.239998,40.576275,358200
4/17/08,66.010002,66.669998,65.480003,40.722904,400600
4/18/08,67.610001,67.870003,66.120003,40.490723,814400
4/21/08,66.360001,66.370003,65.540001,40.191338,307700
4/22/08,65.739998,65.970001,65.089996,40.093594,522800
4/23/08,65.620003,66.879997,65.389999,40.594597,693300
4/24/08,66.540001,68,66.32,41.401108,886400
4/25/08,68.809998,68.809998,67.400002,41.633297,454400
4/28/08,68.349998,68.349998,67.550003,41.5783,699600
4/29/08,67.389999,67.959999,66.910004,41.126171,806100
4/30/08,67.889999,67.980003,66.190002,40.55183,629600
5/1/08,66.449997,67.800003,65.919998,41.425568,780200
5/2/08,68.720001,68.720001,67.300003,41.388901,1311800
5/5/08,67.709999,67.739998,66.900002,41.272804,295500
5/6/08,68.040001,68.050003,66.790001,41.559986,336800
5/7/08,67.940002,68,65.919998,40.429626,496200
5/8/08,66.839996,66.839996,65.300003,40.18523,419100
5/9/08,65.699997,66.089996,65.07,39.965275,342300
5/12/08,65.610001,66.980003,65.440002,40.924534,287700
5/13/08,67.239998,67.300003,66.449997,41.0895,307100
5/14/08,67.889999,68.040001,67.389999,41.346127,297000
5/15/08,67.860001,68.489998,67.209999,41.847137,415000
5/16/08,68.5,68.5,67.629997,41.627197,323800
5/19/08,68.160004,68.519997,67.599998,41.694389,256700
5/20/08,67.739998,67.849998,66.75,41.132286,1419600
5/21/08,67.18,67.68,65.389999,40.142456,3444000
5/22/08,65.360001,65.730003,64.959999,39.800308,3545600
5/23/08,64.980003,65.080002,64.510002,39.610893,311300
5/27/08,64.849998,65.949997,64.849998,40.154675,370600
5/28/08,66.190002,66.199997,65.43,40.221893,199800
5/29/08,65.809998,66.559998,65.589996,40.655693,726700
5/30/08,66.949997,66.949997,65.870003,40.466293,304700
6/2/08,66.669998,66.669998,64.639999,39.788078,338500
6/3/08,65.489998,65.690002,64.75,40.050819,410000
6/4/08,65.290001,66.410004,65.129997,40.258556,323800
6/5/08,66.330002,67.419998,66.120003,41.181149,218100
6/6/08,67.040001,67.040001,64.559998,39.458149,595100
6/9/08,64.860001,65.349998,63.169998,38.67606,412100
6/10/08,63.080002,63.810001,62.23,38.694401,378600
6/11/08,63.669998,63.990002,62.290001,38.107841,269600
6/12/08,62.919998,63.599998,62.080002,38.49889,335700
6/13/08,63.349998,64.059998,62.52,39.14043,301900
6/16/08,63.73,64.940002,63.5,39.659782,256900
6/17/08,65.239998,65.239998,62.93,38.535545,232400
6/18/08,62.950001,62.950001,61.639999,37.967308,229400
6/19/08,62.049999,63.580002,61.720001,38.847145,792100
6/20/08,62.880001,63.02,61.779999,37.973431,271400
6/23/08,62.580002,62.59,60.610001,37.03249,271800
6/24/08,59.639999,60.669998,59.099998,37.056023,964300
6/25/08,60.02,61.779999,60.02,37.662785,1119900
6/26/08,61.400002,61.41,58.73,36.405914,476900
6/27/08,58.939999,59.209999,57.84,36.121101,1234000
6/30/08,58.240002,59.209999,57.73,36.17065,1266500
7/1/08,56.889999,58.84,56.759998,36.139679,2001800
7/2/08,58.459999,58.66,57.360001,35.693897,2487500
7/3/08,57.73,57.889999,56.84,35.328602,2056800
7/7/08,57.360001,57.66,55.560001,34.536083,2200300
7/8/08,55.900002,59.950001,55.419998,37.11174,4736200
7/9/08,61.369999,61.369999,55.32,34.579433,2749200
7/10/08,55.68,57.369999,55.080002,35.248112,2237100
7/11/08,55.509998,57.950001,55.310001,35.074757,4163200
7/14/08,56.740002,57.790001,54.439999,33.855019,3855400
7/15/08,54.389999,55.950001,53.189999,33.526875,6946000
7/16/08,54.119999,58.099998,53.540001,35.972519,4768500
7/17/08,58.099998,59.029999,56.599998,36.405914,8110000
7/18/08,58.68,58.990002,57.849998,36.467819,4488700
7/21/08,58.869999,59.34,58.389999,36.740253,3129700
7/22/08,58.68,61.029999,58.16,37.724697,6480900
7/23/08,60.299999,63.200001,60.299999,38.789627,5532900
7/24/08,62.98,62.98,58.189999,36.220165,2615400
7/25/08,59.110001,60.200001,58.349998,36.814552,4093000
7/28/08,59.799999,60.34,57.84,36.213978,1083800
7/29/08,58.41,61.310001,58.27,37.898064,2094600
7/30/08,63.16,63.16,59.16,37.76804,4018500
7/31/08,60.650002,61.02,59.360001,37.297493,2728100
8/1/08,60.27,60.41,58.77,37.328449,3156300
8/4/08,60.009998,60.130001,59.049999,36.783596,3286600
8/5/08,59.700001,62.189999,59.48,38.436726,2620900
8/6/08,61.709999,62.060001,60.880001,38.250977,2221000
8/7/08,61.16,61.360001,59.630001,37.241768,2783500
8/8/08,60.130001,62.860001,59.849998,38.325272,2850800
8/11/08,62.59,64.519997,61.939999,39.563568,5189800
8/12/08,64.239998,64.239998,61.68,38.678192,4389300
8/13/08,62.009998,62.119999,60.790001,38.114773,4023000
8/14/08,61.220001,62.66,60.950001,38.727718,4712900
8/15/08,62.720001,63.32,61.849998,38.671993,2975400
8/18/08,62.549999,62.66,60.610001,38.139534,3402800
8/19/08,60.610001,60.619999,59.389999,37.198425,4193500
8/20/08,60.150002,60.43,58.82,37.254143,4381400
8/21/08,59.43,59.52,58.700001,36.591656,3852600
8/22/08,59.259998,61.110001,59.259998,37.836147,2729600
8/25/08,61.040001,61.299999,58.990002,36.69072,1789900
8/26/08,58.380001,59.959999,58.380001,37.124126,2080500
8/27/08,60.380001,60.560001,59.349998,37.495621,1627200
8/28/08,60.650002,62.110001,60.43,38.449104,1363600
8/29/08,61.650002,62.25,61,38.182869,1347300
9/2/08,62,63.119999,60.91,38.430531,2444100
9/3/08,61.990002,63.049999,61.580002,39.037304,2689600
9/4/08,62.360001,62.720001,61.119999,37.941418,2620000
9/5/08,60.619999,61.360001,59.880001,37.94759,3785300
9/8/08,63.490002,64.040001,62.25,39.588333,3510900
9/9/08,63.580002,64.120003,61.060001,38.10857,3092300
9/10/08,61.869999,62.23,60.360001,38.176682,3161300
9/11/08,61.34,62.599998,60.330002,38.758678,4225200
9/12/08,61.759998,62.950001,61.209999,38.634853,2567500
9/15/08,61.459999,61.82,58.799999,36.405914,6087100
9/16/08,57.66,61.700001,57.599998,38.201443,5486600
9/17/08,60.419998,60.759998,57.75,36.003471,4194600
9/18/08,58.009998,63.09,55.830002,39.062069,6149500
9/19/08,68.949997,68.949997,61.639999,40.226051,2369000
9/22/08,62,64.400002,59.299999,36.845512,1726000
9/23/08,60.919998,61.27,59.75,37.093166,2495000
9/24/08,60.040001,61.32,58.049999,36.837273,3085200
9/25/08,59.860001,60.18,58.27,37.295139,2240200
9/26/08,58.040001,61.299999,57.82,38.449234,1991700
9/29/08,58.93,60.880001,56.720001,35.576534,3275700
9/30/08,59.650002,60.990002,57.43,38.135639,2369100
10/1/08,60.5,60.5,58.459999,37.2136,2887000
10/2/08,58.689999,58.869999,55.32,34.811302,2279600
10/3/08,56.639999,57.119999,52.75,33.305939,4099000
10/6/08,52.419998,52.700001,48.900002,32.308651,4331400
10/7/08,51.099998,51.830002,47.09,29.536295,3188200
10/8/08,45.310001,48.580002,44.32,29.128593,2313700
10/9/08,46.299999,48.110001,42.5,26.820385,5654200
10/10/08,40.900002,47.32,38.330002,29.385752,3060000
10/13/08,49.700001,49.950001,46.240002,31.25491,1518600
10/14/08,51.470001,51.470001,43.400002,29.128593,3512800
10/15/08,44.900002,45.790001,40.18,25.390297,2787600
10/16/08,41.630001,43.25,39,26.864288,2282300
10/17/08,40.790001,44.32,40.619999,26.575769,3186700
10/20/08,43.380001,43.380001,40.700001,26.770203,1889500
10/21/08,42.139999,43.130001,41.119999,25.854446,1410200
10/22/08,40,40.700001,36.990002,24.029205,2564900
10/23/08,38.220001,39.110001,34.400002,23.401978,5536300
10/24/08,33.389999,37.240002,33.389999,22.072243,2853100
10/27/08,34.869999,36.560001,33,20.817787,2338400
10/28/08,34,38.560001,32.529999,24.073114,4867500
10/29/08,38.060001,39.73,36.630001,23.220081,3787300
10/30/08,38.950001,39.209999,37.48,24.461996,3782900
10/31/08,39.32,41.700001,38.490002,26.036346,11149000
11/3/08,41.400002,41.720001,40.009998,25.183313,6681200
11/4/08,41.279999,42.540001,40.41,26.594585,6208700
11/5/08,41.790001,41.799999,37.950001,23.979027,9770700
11/6/08,37.860001,38.419998,36.290001,22.856283,12780800
11/7/08,36.869999,38.889999,35.740002,24.305191,8636600
11/10/08,39.119999,39.139999,34.849998,22.128702,3812600
11/11/08,34.799999,35.57,33.389999,21.821356,3649900
11/12/08,33.990002,34,32.040001,20.259548,5528600
11/13/08,33.389999,35.990002,30.82,22.48621,9470900
11/14/08,35.360001,35.380001,31.629999,19.952208,2605900
11/17/08,31.43,32.040001,30.58,19.230888,2647600
11/18/08,30.790001,31.290001,28.559999,19.048996,3246200
11/19/08,30.059999,30.370001,26,16.489897,3068800
11/20/08,25.82,27.6,23.85,15.185254,4156200
11/21/08,24.799999,26.209999,22.52,16.301727,6877600
11/24/08,26.870001,30.76,25.74,19.074089,5300100
11/25/08,31.040001,31.469999,28.629999,19.37516,2949200
11/26/08,30.889999,32.610001,29.92,20.422636,2348000
11/28/08,32.380001,32.799999,31.379999,20.121559,838000
12/1/08,31.280001,31.35,25.450001,16.195103,2431700
12/2/08,26.51,29.379999,26.5,18.346498,3379600
12/3/08,27.969999,30.889999,27.51,19.37516,4203100
12/4/08,30.33,32.25,29.360001,18.842016,2461400
12/5/08,29.58,33.25,29.139999,20.836603,2176800
12/8/08,33.98,36.369999,33.509998,22.781019,1851300
12/9/08,35.830002,36.27,32.900002,20.805239,2632100
12/10/08,33.790001,36.099998,33.619999,22.59285,1656000
