cryptocurrency,data_price,data_date,data_time,timestamp
bitcoin,2707.275496,2017-07-30,1501372800000,
bitcoin,2787.871182,2017-07-31,1501459200000,
bitcoin,2793.561667,2017-08-01,1501545600000,
bitcoin,2727.948955,2017-08-02,1501632000000,
bitcoin,2757.428365,2017-08-03,1501718400000,
bitcoin,2842.113533,2017-08-04,1501804800000,
bitcoin,3161.31449,2017-08-05,1501891200000,
bitcoin,3234.164724,2017-08-06,1501977600000,
bitcoin,3312.535286,2017-08-07,1502064000000,
bitcoin,3427.09007,2017-08-08,1502150400000,
bitcoin,3353.154619,2017-08-09,1502236800000,
bitcoin,3403.671402,2017-08-10,1502323200000,
bitcoin,3518.384335,2017-08-11,1502409600000,
bitcoin,3779.295792,2017-08-12,1502496000000,
bitcoin,4037.258401,2017-08-13,1502582400000,
bitcoin,4182.455255,2017-08-14,1502668800000,
bitcoin,4183.435329,2017-08-15,1502755200000,
bitcoin,4179.999752,2017-08-16,1502841600000,
bitcoin,4357.074929,2017-08-17,1502928000000,
bitcoin,4234.004587,2017-08-18,1503014400000,
bitcoin,4086.014808,2017-08-19,1503100800000,
bitcoin,4110.403671,2017-08-20,1503187200000,
bitcoin,4041.338353,2017-08-21,1503273600000,
bitcoin,3937.881512,2017-08-22,1503360000000,
bitcoin,4161.584035,2017-08-23,1503446400000,
bitcoin,4212.066752,2017-08-24,1503532800000,
bitcoin,4374.049373,2017-08-25,1503619200000,
bitcoin,4325.755747,2017-08-26,1503705600000,
bitcoin,4352.398397,2017-08-27,1503792000000,
bitcoin,4315.505417,2017-08-28,1503878400000,
bitcoin,4472.723678,2017-08-29,1503964800000,
bitcoin,4581.496385,2017-08-30,1504051200000,
bitcoin,4677.042217,2017-08-31,1504137600000,
bitcoin,4804.862063,2017-09-01,1504224000000,
bitcoin,4681.537115,2017-09-02,1504310400000,
bitcoin,4592.14728,2017-09-03,1504396800000,
bitcoin,4392.152158,2017-09-04,1504483200000,
bitcoin,4278.301169,2017-09-05,1504569600000,
bitcoin,4558.024756,2017-09-06,1504656000000,
bitcoin,4596.263786,2017-09-07,1504742400000,
bitcoin,4486.716039,2017-09-08,1504828800000,
bitcoin,4308.100975,2017-09-09,1504915200000,
bitcoin,4199.962078,2017-09-10,1505001600000,
bitcoin,4217.867889,2017-09-11,1505088000000,
bitcoin,4252.300514,2017-09-12,1505174400000,
bitcoin,3932.327286,2017-09-13,1505260800000,
bitcoin,3625.638088,2017-09-14,1505347200000,
bitcoin,3414.128828,2017-09-15,1505433600000,
bitcoin,3721.41413,2017-09-16,1505520000000,
bitcoin,3650.471359,2017-09-17,1505606400000,
bitcoin,3944.593165,2017-09-18,1505692800000,
bitcoin,3962.907268,2017-09-19,1505779200000,
bitcoin,3940.789837,2017-09-20,1505865600000,
bitcoin,,2017-09-21,1505952000000,
bitcoin,3623.849506,2017-09-22,1506038400000,
bitcoin,3718.515762,2017-09-23,1506124800000,
bitcoin,3695.787737,2017-09-24,1506211200000,
bitcoin,3821.638193,2017-09-25,1506297600000,
bitcoin,3918.465311,2017-09-26,1506384000000,
bitcoin,4040.727971,2017-09-27,1506470400000,
bitcoin,4192.329722,2017-09-28,1506556800000,
bitcoin,4150.940077,2017-09-29,1506643200000,
bitcoin,4290.213987,2017-09-30,1506729600000,
bitcoin,4319.431636,2017-10-01,1506816000000,
bitcoin,4415.596162,2017-10-02,1506902400000,
bitcoin,4319.436825,2017-10-03,1506988800000,
bitcoin,4258.025788,2017-10-04,1507075200000,
bitcoin,4263.358713,2017-10-05,1507161600000,
bitcoin,4368.893275,2017-10-06,1507248000000,
bitcoin,4363.889662,2017-10-07,1507334400000,
bitcoin,4505.978489,2017-10-08,1507420800000,
bitcoin,4653.938502,2017-10-09,1507507200000,
bitcoin,4825.151594,2017-10-10,1507593600000,
bitcoin,4798.983294,2017-10-11,1507680000000,
bitcoin,5123.975069,2017-10-12,1507766400000,
bitcoin,5631.171915,2017-10-13,1507852800000,
bitcoin,5676.459305,2017-10-14,1507939200000,
bitcoin,5626.805783,2017-10-15,1508025600000,
bitcoin,5682.431879,2017-10-16,1508112000000,
bitcoin,5627.765192,2017-10-17,1508198400000,
bitcoin,5401.389629,2017-10-18,1508284800000,
bitcoin,5655.172528,2017-10-19,1508371200000,
bitcoin,5796.599716,2017-10-20,1508457600000,
bitcoin,6078.489191,2017-10-21,1508544000000,
bitcoin,5913.487034,2017-10-22,1508630400000,
bitcoin,5874.039624,2017-10-23,1508716800000,
bitcoin,5658.355853,2017-10-24,1508803200000,
bitcoin,5543.696271,2017-10-25,1508889600000,
bitcoin,5821.085708,2017-10-26,1508976000000,
bitcoin,5824.033698,2017-10-27,1509062400000,
bitcoin,5748.522548,2017-10-28,1509148800000,
bitcoin,5879.699073,2017-10-29,1509235200000,
bitcoin,6131.364186,2017-10-30,1509321600000,
bitcoin,6252.907138,2017-10-31,1509408000000,
bitcoin,6508.757909,2017-11-01,1509494400000,
bitcoin,6962.236009,2017-11-02,1509580800000,
bitcoin,7236.631402,2017-11-03,1509667200000,
bitcoin,7256.2289,2017-11-04,1509753600000,
bitcoin,7469.965031,2017-11-05,1509840000000,
bitcoin,7233.594986,2017-11-06,1509926400000,
bitcoin,7105.965905,2017-11-07,1510012800000,
bitcoin,7379.467938,2017-11-08,1510099200000,
bitcoin,7236.284124,2017-11-09,1510185600000,
bitcoin,6943.849219,2017-11-10,1510272000000,
bitcoin,6524.688148,2017-11-11,1510358400000,
bitcoin,6072.979077,2017-11-12,1510444800000,
bitcoin,6311.649473,2017-11-13,1510531200000,
bitcoin,6563.202109,2017-11-14,1510617600000,
bitcoin,7024.94512,2017-11-15,1510704000000,
bitcoin,7453.887913,2017-11-16,1510790400000,
bitcoin,7831.503267,2017-11-17,1510876800000,
bitcoin,7693.879054,2017-11-18,1510963200000,
bitcoin,7833.173673,2017-11-19,1511049600000,
bitcoin,8119.804842,2017-11-20,1511136000000,
bitcoin,8175.80763,2017-11-21,1511222400000,
bitcoin,8201.643093,2017-11-22,1511308800000,
bitcoin,8180.0303,2017-11-23,1511395200000,
bitcoin,8170.756548,2017-11-24,1511481600000,
bitcoin,8476.442206,2017-11-25,1511568000000,
bitcoin,9067.277512,2017-11-26,1511654400000,
bitcoin,9611.70966,2017-11-27,1511740800000,
bitcoin,9851.059423,2017-11-28,1511827200000,
bitcoin,10424.92607,2017-11-29,1511913600000,
bitcoin,9893.968506,2017-11-30,1512000000000,
bitcoin,10176.44019,2017-12-01,1512086400000,
bitcoin,10940.08417,2017-12-02,1512172800000,
bitcoin,11292.48619,2017-12-03,1512259200000,
bitcoin,11351.38861,2017-12-04,1512345600000,
bitcoin,11678.66758,2017-12-05,1512432000000,
bitcoin,12612.29376,2017-12-06,1512518400000,
bitcoin,15061.85283,2017-12-07,1512604800000,
bitcoin,15789.03316,2017-12-08,1512691200000,
bitcoin,15074.32556,2017-12-09,1512777600000,
bitcoin,14386.52387,2017-12-10,1512864000000,
bitcoin,16480.59358,2017-12-11,1512950400000,
bitcoin,16958.01903,2017-12-12,1513036800000,
bitcoin,16753.98944,2017-12-13,1513123200000,
bitcoin,16479.63553,2017-12-14,,
bitcoin,17479.84454,2017-12-15,1513296000000,
bitcoin,18292.98485,2017-12-16,1513382400000,
bitcoin,19339.92266,2017-12-17,1513468800000,
bitcoin,18737.02744,2017-12-18,1513555200000,
bitcoin,18252.33689,2017-12-19,1513641600000,
bitcoin,16752.93642,2017-12-20,1513728000000,
bitcoin,16209.84863,2017-12-21,1513814400000,
bitcoin,13631.18752,2017-12-22,1513900800000,
bitcoin,14605.11156,2017-12-23,1513987200000,
bitcoin,13389.83342,2017-12-24,1514073600000,
bitcoin,13788.76877,2017-12-25,1514160000000,
bitcoin,15180.2362,2017-12-26,1514246400000,
bitcoin,15628.96509,2017-12-27,1514332800000,
bitcoin,14212.6346,2017-12-28,1514419200000,
bitcoin,14525.35602,2017-12-29,1514505600000,
bitcoin,13182.29424,2017-12-30,1514592000000,
bitcoin,13319.08707,2017-12-31,1514678400000,
bitcoin,13430.40268,2018-01-01,1514764800000,
bitcoin,13882.59335,2018-01-02,1514851200000,
bitcoin,14975.78105,2018-01-03,1514937600000,
bitcoin,14832.97482,2018-01-04,1515024000000,
bitcoin,15836.26447,2018-01-05,1515110400000,
bitcoin,16738.3636,2018-01-06,1515196800000,
bitcoin,16603.0518,2018-01-07,1515283200000,
bitcoin,15330.40109,2018-01-08,1515369600000,
bitcoin,14931.92011,2018-01-09,1515456000000,
bitcoin,14234.74524,2018-01-10,1515542400000,
bitcoin,13805.60576,2018-01-11,1515628800000,
bitcoin,13722.79885,2018-01-12,1515715200000,
bitcoin,14271.52668,2018-01-13,1515801600000,
bitcoin,13722.6565,2018-01-14,1515888000000,
bitcoin,13847.80022,2018-01-15,1515974400000,
bitcoin,12124.77642,2018-01-16,1516060800000,
bitcoin,10617.48631,2018-01-17,1516147200000,
bitcoin,11428.04175,2018-01-18,1516233600000,
bitcoin,11461.77141,2018-01-19,1516320000000,
bitcoin,12476.28876,2018-01-20,1516406400000,
bitcoin,11899.63572,2018-01-21,1516492800000,
bitcoin,11132.43738,2018-01-22,1516579200000,
bitcoin,10727.19914,2018-01-23,1516665600000,
bitcoin,11019.00573,2018-01-24,1516752000000,
bitcoin,11314.0748,2018-01-25,1516838400000,
bitcoin,11025.68637,2018-01-26,1516924800000,
bitcoin,11268.52506,2018-01-27,1517011200000,
bitcoin,11676.35073,2018-01-28,1517097600000,
bitcoin,11316.22238,2018-01-29,1517184000000,
bitcoin,10697.04456,2018-01-30,1517270400000,
bitcoin,10056.436,2018-01-31,1517356800000,
bitcoin,9583.590309,2018-02-01,1517443200000,
bitcoin,8631.446645,2018-02-02,1517529600000,
bitcoin,8949.409525,2018-02-03,1517616000000,
bitcoin,8762.662006,2018-02-04,1517702400000,
bitcoin,7646.555922,2018-02-05,1517788800000,
bitcoin,6832.493646,2018-02-06,1517875200000,
bitcoin,7899.566309,2018-02-07,1517961600000,
bitcoin,8228.819616,2018-02-08,1518048000000,
bitcoin,8271.787239,2018-02-09,1518134400000,
bitcoin,8652.133925,2018-02-10,1518220800000,
bitcoin,8210.811218,2018-02-11,1518307200000,
bitcoin,8637.55197,2018-02-12,1518393600000,
bitcoin,8623.195575,2018-02-13,1518480000000,
bitcoin,9025.878409,2018-02-14,1518566400000,
bitcoin,9799.374788,2018-02-15,1518652800000,
bitcoin,10021.84632,2018-02-16,1518739200000,
bitcoin,10680.0554,2018-02-17,1518825600000,
bitcoin,10716.05955,2018-02-18,1518912000000,
bitcoin,10865.82567,2018-02-19,1518998400000,
bitcoin,11504.34547,2018-02-20,1519084800000,
bitcoin,10788.78563,2018-02-21,1519171200000,
bitcoin,10272.25098,2018-02-22,1519257600000,
bitcoin,10009.5048,2018-02-23,1519344000000,
bitcoin,9924.510249,2018-02-24,1519430400000,
bitcoin,9602.285461,2018-02-25,1519516800000,
bitcoin,9908.168019,2018-02-26,1519603200000,
bitcoin,10555.19924,2018-02-27,1519689600000,
bitcoin,10625.2278,2018-02-28,1519776000000,
bitcoin,10655.65363,2018-03-01,1519862400000,
bitcoin,10988.23594,2018-03-02,1519948800000,
bitcoin,11354.78752,2018-03-03,1520035200000,
bitcoin,11256.23435,2018-03-04,1520121600000,
bitcoin,11520.58814,2018-03-05,1520208000000,
bitcoin,11026.66499,2018-03-06,1520294400000,
bitcoin,10407.04167,2018-03-07,1520380800000,
bitcoin,9710.604934,2018-03-08,1520467200000,
bitcoin,8902.857758,2018-03-09,1520553600000,
bitcoin,9242.534922,2018-03-10,1520640000000,
bitcoin,9059.084901,2018-03-11,1520726400000,
bitcoin,9445.728593,2018-03-12,1520812800000,
bitcoin,9162.940623,2018-03-13,1520899200000,
bitcoin,8770.179394,2018-03-14,1520985600000,
bitcoin,8109.763909,2018-03-15,1521072000000,
bitcoin,8317.461762,2018-03-16,1521158400000,
bitcoin,8081.778138,2018-03-17,1521244800000,
bitcoin,7675.353006,2018-03-18,1521331200000,
bitcoin,8350.208125,2018-03-19,1521417600000,
bitcoin,8623.205437,2018-03-20,1521504000000,
bitcoin,8990.247344,2018-03-21,1521590400000,
bitcoin,8792.839179,2018-03-22,1521676800000,
bitcoin,8538.603665,2018-03-23,1521763200000,
bitcoin,8863.320343,2018-03-24,1521849600000,
bitcoin,8548.695244,2018-03-25,1521936000000,
bitcoin,8222.11458,2018-03-26,1522022400000,
bitcoin,7978.072009,2018-03-27,1522108800000,
bitcoin,7935.047111,2018-03-28,1522195200000,
bitcoin,7530.99947,2018-03-29,1522281600000,
bitcoin,6898.482983,2018-03-30,1522368000000,
bitcoin,7022.392476,2018-03-31,1522454400000,
bitcoin,6821.618367,2018-04-01,1522540800000,
bitcoin,6998.512731,2018-04-02,1522627200000,
bitcoin,7342.967696,2018-04-03,1522713600000,
bitcoin,7100.882731,2018-04-04,1522800000000,
bitcoin,6775.831273,2018-04-05,1522886400000,
bitcoin,6667.745,2018-04-06,1522972800000,
bitcoin,6909.637231,2018-04-07,1523059200000,
bitcoin,7017.661712,2018-04-08,1523145600000,
bitcoin,6916.076249,2018-04-09,1523232000000,
bitcoin,6797.674597,2018-04-10,1523318400000,
bitcoin,6913.947819,2018-04-11,1523404800000,
bitcoin,7349.325003,2018-04-12,1523491200000,
bitcoin,8007.825831,2018-04-13,1523577600000,
bitcoin,8024.701228,2018-04-14,1523664000000,
bitcoin,8247.067412,2018-04-15,1523750400000,
bitcoin,8102.382785,2018-04-16,1523836800000,
bitcoin,8072.689679,2018-04-17,1523923200000,
bitcoin,8084.979729,2018-04-18,1524009600000,
bitcoin,8242.612123,2018-04-19,1524096000000,
bitcoin,8472.047545,2018-04-20,1524182400000,
bitcoin,8819.893991,2018-04-21,1524268800000,
bitcoin,8914.163073,2018-04-22,1524355200000,
bitcoin,8919.297747,2018-04-23,1524441600000,
bitcoin,9561.079969,2018-04-24,1524528000000,
bitcoin,9333.217586,2018-04-25,1524614400000,
bitcoin,9160.55022,2018-04-27,1524787200000,
bitcoin,9263.90005,2018-04-28,1524873600000,
bitcoin,9372.756683,2018-04-29,1524960000000,
bitcoin,9309.766552,2018-04-30,1525046400000,
bitcoin,9020.031502,2018-05-01,1525132800000,
bitcoin,9130.857436,2018-05-02,1525219200000,
bitcoin,9372.897465,2018-05-03,1525305600000,
bitcoin,9650.605137,2018-05-04,1525392000000,
bitcoin,9765.684728,2018-05-05,1525478400000,
bitcoin,9563.237952,2018-05-06,1525564800000,
bitcoin,9312.489513,2018-05-07,1525651200000,
bitcoin,9262.514988,2018-05-08,1525737600000,
bitcoin,9206.151097,2018-05-09,1525824000000,
bitcoin,9277.009394,2018-05-10,1525910400000,
bitcoin,8722.444791,2018-05-11,1525996800000,
bitcoin,8449.583642,2018-05-12,1526083200000,
bitcoin,8587.897732,2018-05-13,1526169600000,
bitcoin,8596.403266,2018-05-14,1526256000000,
bitcoin,8659.701131,2018-05-15,1526342400000,
bitcoin,8295.402396,2018-05-16,1526428800000,
bitcoin,8297.258796,2018-05-17,1526515200000,
bitcoin,8114.172056,2018-05-18,1526601600000,
bitcoin,8277.994015,2018-05-19,1526688000000,
bitcoin,8387.250911,2018-05-20,1526774400000,
bitcoin,8473.411107,2018-05-21,1526860800000,
bitcoin,8266.066543,2018-05-22,1526947200000,
bitcoin,7839.02374,2018-05-23,1527033600000,
bitcoin,7583.110707,2018-05-24,1527120000000,
bitcoin,7525.954303,2018-05-25,1527206400000,
bitcoin,7531.185241,2018-05-26,1527292800000,
bitcoin,7366.577874,2018-05-27,1527379200000,
bitcoin,7317.697844,2018-05-28,1527465600000,
bitcoin,7327.520513,2018-05-29,1527552000000,
bitcoin,7449.791444,2018-05-30,1527638400000,
bitcoin,7502.647623,2018-05-31,1527724800000,
bitcoin,7491.148427,2018-06-01,1527811200000,
bitcoin,7575.930395,2018-06-02,1527897600000,
bitcoin,7639.703122,2018-06-03,1527984000000,
bitcoin,7582.793468,2018-06-04,1528070400000,
bitcoin,7491.301456,2018-06-05,1528156800000,
bitcoin,7572.915124,2018-06-06,1528243200000,
bitcoin,7675.774131,2018-06-07,1528329600000,
bitcoin,7610.102317,2018-06-08,1528416000000,
bitcoin,7658.537371,2018-06-09,1528502400000,
bitcoin,7192.450389,2018-06-10,1528588800000,
bitcoin,6781.821903,2018-06-11,1528675200000,
bitcoin,6788.082938,2018-06-12,1528761600000,
bitcoin,,2018-06-13,1528848000000,
bitcoin,6505.476188,2018-06-14,1528934400000,
bitcoin,6568.150558,2018-06-15,1529020800000,
bitcoin,6493.521871,2018-06-16,1529107200000,
bitcoin,6543.939245,2018-06-17,1529193600000,
bitcoin,6540.403378,2018-06-18,1529280000000,
bitcoin,6732.820489,2018-06-19,1529366400000,
bitcoin,6694.052692,2018-06-20,1529452800000,
bitcoin,6742.661082,2018-06-21,1529539200000,
bitcoin,6379.083286,2018-06-22,1529625600000,
bitcoin,6166.683152,2018-06-23,1529712000000,
bitcoin,6047.794967,2018-06-24,1529798400000,
bitcoin,6222.702635,2018-06-25,1529884800000,
bitcoin,6225.014661,2018-06-26,1529971200000,
bitcoin,6128.227662,2018-06-27,1530057600000,
bitcoin,6107.607645,2018-06-28,1530144000000,
bitcoin,5928.053406,2018-06-29,1530230400000,
bitcoin,6379.976187,2018-06-30,1530316800000,
bitcoin,6379.399764,2018-07-01,1530403200000,
bitcoin,6466.313562,2018-07-02,1530489600000,
bitcoin,6601.072497,2018-07-03,1530576000000,
bitcoin,6581.009263,2018-07-04,1530662400000,
bitcoin,6629.136293,2018-07-05,1530748800000,
bitcoin,6549.111245,2018-07-06,1530835200000,
bitcoin,6655.910897,2018-07-07,1530921600000,
bitcoin,6818.208167,2018-07-08,1531008000000,
bitcoin,6741.776482,2018-07-09,1531094400000,
bitcoin,6525.509364,2018-07-10,1531180800000,
bitcoin,6585.4815,2018-07-11,1531267200000,
bitcoin,6489.048427,2018-07-12,1531353600000,
bitcoin,6291.0147,2018-07-13,1531440000000,
bitcoin,6252.120888,2018-07-14,1531526400000,
bitcoin,6340.186865,2018-07-15,1531612800000,
bitcoin,6530.573679,2018-07-16,1531699200000,
bitcoin,6884.54824,2018-07-17,1531785600000,
bitcoin,7409.997972,2018-07-18,1531872000000,
bitcoin,7395.370199,2018-07-19,1531958400000,
bitcoin,7425.974615,2018-07-20,1532044800000,
bitcoin,7346.604911,2018-07-21,1532131200000,
bitcoin,7446.36836,2018-07-22,1532217600000,
bitcoin,7672.279547,2018-07-23,1532304000000,
bitcoin,8058.321734,2018-07-24,1532390400000,
bitcoin,8232.684483,2018-07-25,1532476800000,
bitcoin,8171.369058,2018-07-26,1532563200000,
bitcoin,8004.308063,2018-07-27,1532649600000,
bitcoin,8158.667132,2018-07-28,1532736000000,
bitcoin,8183.339401,2018-07-29,1532822400000,
bitcoin,8121.80846,2018-07-30,1532908800000,
bitcoin,7907.524257,2018-07-31,1532995200000,
bitcoin,7564.27832,2018-08-01,1533081600000,
bitcoin,7581.610611,2018-08-02,1533168000000,
bitcoin,7389.689078,2018-08-03,1533254400000,
bitcoin,7247.262265,2018-08-04,1533340800000,
bitcoin,6987.211925,2018-08-05,1533427200000,
bitcoin,6989.589403,2018-08-06,1533513600000,
bitcoin,6982.215213,2018-08-07,1533600000000,
bitcoin,6440.3697,2018-08-08,1533686400000,
bitcoin,6393.926981,2018-08-09,1533772800000,
bitcoin,6407.87288,2018-08-10,1533859200000,
bitcoin,6207.163227,2018-08-11,1533945600000,
bitcoin,6334.04618,2018-08-12,1534032000000,
bitcoin,6360.191858,2018-08-13,1534118400000,
bitcoin,6062.772714,2018-08-14,1534204800000,
bitcoin,6375.507533,2018-08-15,1534291200000,
bitcoin,6351.262505,2018-08-16,1534377600000,
bitcoin,6480.061071,2018-08-17,1534464000000,
bitcoin,6448.551298,2018-08-18,1534550400000,
bitcoin,6423.520629,2018-08-19,1534636800000,
bitcoin,6462.057073,2018-08-20,1534723200000,
bitcoin,6416.423239,2018-08-21,1534809600000,
bitcoin,6584.155747,2018-08-22,1534896000000,
bitcoin,6438.863761,2018-08-23,1534982400000,
bitcoin,6555.703223,2018-08-24,1535068800000,
bitcoin,6730.709191,2018-08-25,1535155200000,
bitcoin,6691.886826,2018-08-26,1535241600000,
bitcoin,6717.078787,2018-08-27,1535328000000,
bitcoin,6975.346331,2018-08-28,1535414400000,
bitcoin,7045.333849,2018-08-29,1535500800000,
bitcoin,6938.189935,2018-08-30,1535587200000,
bitcoin,6986.500026,2018-08-31,1535673600000,
bitcoin,7107.015971,2018-09-01,1535760000000,
bitcoin,7236.942269,2018-09-02,1535846400000,
bitcoin,7252.201022,2018-09-03,1535932800000,
bitcoin,7318.583302,2018-09-04,1536019200000,
bitcoin,7141.056589,2018-09-05,1536105600000,
bitcoin,6478.995917,2018-09-06,1536192000000,
bitcoin,6473.954898,2018-09-07,1536278400000,
bitcoin,6399.187402,2018-09-08,1536364800000,
bitcoin,6319.847759,2018-09-09,1536451200000,
bitcoin,6317.584546,2018-09-10,1536537600000,
bitcoin,6323.948587,2018-09-11,1536624000000,
bitcoin,6299.271393,2018-09-12,1536710400000,
bitcoin,6458.954688,2018-09-13,1536796800000,
bitcoin,6513.028127,2018-09-14,1536883200000,
bitcoin,6528.622404,2018-09-15,1536969600000,
bitcoin,6495.400228,2018-09-16,1537056000000,
bitcoin,6414.010456,2018-09-17,1537142400000,
bitcoin,6310.010177,2018-09-18,1537228800000,
bitcoin,6353.343306,2018-09-19,1537315200000,
bitcoin,6418.325082,2018-09-20,1537401600000,
bitcoin,6660.080499,2018-09-21,1537488000000,
bitcoin,6707.250215,2018-09-22,1537574400000,
bitcoin,6714.806689,2018-09-23,1537660800000,
bitcoin,6646.495844,2018-09-24,1537747200000,
bitcoin,6438.106969,2018-09-25,1537833600000,
bitcoin,6485.489032,2018-09-26,1537920000000,
bitcoin,6541.033796,2018-09-27,1538006400000,
bitcoin,6676.763358,2018-09-28,1538092800000,
bitcoin,6565.706543,2018-09-29,1538179200000,
bitcoin,6603.832888,2018-09-30,1538265600000,
bitcoin,6599.841628,2018-10-01,1538352000000,
bitcoin,6569.17357,2018-10-02,1538438400000,
bitcoin,6481.084345,2018-10-03,1538524800000,
bitcoin,6567.208734,2018-10-04,1538611200000,
bitcoin,6571.521879,2018-10-05,1538697600000,
bitcoin,6584.65145,2018-10-06,1538784000000,
bitcoin,6576.333446,2018-10-07,1538870400000,
bitcoin,6622.020016,2018-10-08,1538956800000,
bitcoin,6632.008923,2018-10-09,1539043200000,
bitcoin,6562.694102,2018-10-10,1539129600000,
bitcoin,6284.278714,2018-10-11,1539216000000,
bitcoin,6283.478865,2018-10-12,1539302400000,
bitcoin,6290.948546,2018-10-13,1539388800000,
bitcoin,6304.612185,2018-10-14,1539475200000,
bitcoin,6494.497608,2018-10-15,1539561600000,
bitcoin,6522.837189,2018-10-16,1539648000000,
bitcoin,6502.716072,2018-10-17,1539734400000,
bitcoin,6483.804205,2018-10-18,1539820800000,
bitcoin,6432.077402,2018-10-19,1539907200000,
bitcoin,6441.818826,2018-10-20,1539993600000,
bitcoin,6482.165821,2018-10-21,1540080000000,
bitcoin,6432.995662,2018-10-22,1540166400000,
bitcoin,6421.341201,2018-10-23,1540252800000,
bitcoin,6446.553335,2018-10-24,1540339200000,
bitcoin,6419.549046,2018-10-25,1540425600000,
bitcoin,6416.530549,2018-10-26,1540512000000,
bitcoin,6426.695663,2018-10-27,1540598400000,
bitcoin,6424.73433,2018-10-28,1540684800000,
bitcoin,6348.579709,2018-10-29,1540771200000,
