id,stateId,countyId,cityId,country,datePostedString,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,longitude,latitude,hasBadGeocode,description,currency,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
92037-16850051,9,1409,54296,USA,7/8/21,0,0,Price change,1625790000000.0,2199000,1593,La Jolla,CA,1935,735 Nautilus St,92037.0,-117.2733383,32.8323288,0,Builder/Investor Opportunity. Original La Jolla home with potential to build two units. Proposed square footage of each unit will be 3000 ft.² with ocean view rooftop decks 2 floors with a basement and of course walking distance to all La Jolla has to offer. Plans have been submitted to the city and are under review. Sewer:  Sewer Connected Topography: LL,USD,1380,1380.0,sqft,1,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92037-16856915,9,1410,54296,USA,7/7/21,0,0,Listed for sale,1625700000000.0,1500000,828,La Jolla,CA,1961,2222 Bahia Dr,92037.0,-117.2417984,32.81949234,0,"""Location Location Location...and Views!  This is the first time this property has been on the market in over 50 years!  Fantastic opportunity to create the dream home you have always wanted.  This single-story property sits on a quiet street and offers panoramic views of the ocean and white water views from the south.  Ocean views can be seen from the moment you walk up to the front door.  Theres a possibility to add a second story to really take advantage of the amazing views.  This property is ready for you to make it one of the best view homes in San Diego!""",USD,1812,1812.0,sqft,2,3,0,1,2,1,One,1,1,0,0,SINGLE_FAMILY,San Diego County
92037-16854983,9,1411,54296,USA,7/7/21,0,0,Listed for sale,1625700000000.0,2695000,1014,La Jolla,CA,1968,6030 Bellevue Ave,92037.0,-117.2705841,32.82155991,0,Firstly the location....Upper Hermosa offers a greatly-desired lifestyle; it is a throwback to the neighborhoods of yesteryear and is adored by those who live on its tree-lined streets. Then the picturesque curb appeal and lush setting....The gated spacious brick courtyard entry is simply gorgeous with its mature plantings lemon-lime trees and a ready-for occupancy doll house! And the home....With the architectural integrity of a by-gone era it has vaulted ceilings wood floors a family-sized kitchen and bay windows overlooking the private romp-ready yard. The fruit trees and redwood garden bed offer delicious treats! Living is mostly on one level. There are a myriad possibilities for remodel and/or expansion or enjoy it just as it is!  A beautiful home in an idyllic neighborhood that is walking distance to the bike path a beautiful viewpoint with small beach the shops of Birdrock and the iconic WindanSea beach. Equipment:  Dryer Washer Sewer:  Sewer Connected Topography: LL,USD,2659,2659.0,sqft,4,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92037-16858130,9,1412,54296,USA,7/7/21,0,0,Listed for sale,1625700000000.0,1825000,672,La Jolla,CA,1998,6043 Oakgate Row,92037.0,-117.2353592,32.83102036,0,This upgraded property has an abundance of natural light.  The kitchen flows nicely into the family room and outdoor patio area.  A den was added in lieu of a third car garage plus a 3rd full bath- perfect for home office.  The house has 3.5 baths.  Solar system included and paid in full-no contract to assume. This home is on a quiet single loaded street located in a cul-du-sac with no neighbors across or behind the property. The community offers a pool basketball court clubhouse and playground. Complex Features:  Equipment:  DryerGarage Door Opener Washer Sewer:  Sewer Connected,USD,2716,2716.0,sqft,4,4,0,1,2,1,Multi/Split,0,1,0,0,SINGLE_FAMILY,San Diego County
92037-16849523,9,1416,54296,USA,7/5/21,0,0,Listed for sale,1625440000000.0,2600000,1112,La Jolla,CA,1947,560 Fern Gln,92037.0,-117.2760468,32.83442307,0,Situated in the storybook community of Windansea this home offers a lifestyle that people adore with its proximity to beaches and all the Village pleasures. The home has been tastefully updated including a fully remodeled kitchen and master bathroom. With a flowing easy-to-live-in floor plan the interior spaces open onto a large and enchanting bricked patio where one enjoys privacy and the beauty of lush surrounds. It welcomes at all times of day and night. There are double masters one on the entry level; the other with beautiful ocean views and a large view deck feels like a retreat. Experience sea breezes passing gently through your space and never miss a sunset. An enchanting home in a well-loved close-to-all location. Sewer:  Sewer Connected Public Sewer Topography: LL,USD,2339,2339.0,sqft,4,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92037-16855921,9,1417,54296,USA,7/5/21,0,0,Price change,1625440000000.0,1699000,1595,La Jolla,CA,1950,5559 La Jolla Hermosa Ave,92037.0,-117.2678833,32.81381989,0,"""Charming Bird Rock Cottage ready for you to move in and enjoy! Easy walking to La Jolla Blvds restaurants coffee shops and shopping. Cool ocean breezes on the large front deck. Updated kitchen and bathroom. Original wood flooring. Low maintenance backyard. Oversized 1-car garage. Architectural Style:  Craftsman/Bungalow View:  Craftsman/Bungalow Equipment:  Dryer Washer Sewer:  Sewer Connected""",USD,1065,1065.0,sqft,1,2,0,1,1,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92117-16859161,9,1419,54296,USA,7/12/21,0,0,Listed for sale,1626050000000.0,995000,0,San Diego,CA,1954,3253-55 Jemez Dr,92117.0,-117.2158737,32.82922745,0,Number of Furnished Units: 0,USD,0,0.0,sqft,0,0,0,0,0,0,One,0,0,0,0,MULTI_FAMILY,San Diego County
92014-16765230,9,1421,54296,USA,7/10/21,0,0,None,,0,0,Del Mar,CA,1981,2536 Via Merano,92014.0,-117.2485199,32.93317413,0,Ocean Lagoon & Hills view from this prestigious Del Mar Terrace home! Custom built home 1st time on the market in 37 years! Due to flooding from bathroom the house is currently “Build to Suit” and has been gutted down to studs “does include” new roof new drywall new skylights insulation and LED lighting throughout. Spacious floor plan featuring living room with soaring ceilings and large fireplace. Four outdoor patio/decking areas most with ocean views ideal indoor/outdoor lifestyle perfect for entertaining or Summer BBQ’s. The backyard goes beyond chain link fence ends up the hill to wooden fence. No Mello Roos fees or HOA fees Text agent @ 619-200-4660. Sold in as-is condition no repairs termite inspection disclosures mold or any warranties. Excellent location on a cul-de-sac & in the #1 Torrey Pines School District. No Mello Roos or HOA fees. ENDLESS OPPORTUNITY! Text agent  Foundation Escrow & Corinthian Title,USD,2212,2212.0,sqft,2,3,0,1,2,1,Multi/Split,0,1,0,0,SINGLE_FAMILY,San Diego County
92109-16910291,9,1422,54296,USA,7/10/21,0,0,Price change,1625880000000.0,2095000,1052,San Diego,CA,1959,1632 Monmouth Dr,92109.0,-117.2422638,32.80732346,0,Panoramic ocean views! California dream coastal living with panoramic ocean and bay views from living room kitchen master suite & lower guest suite! Home features 3BR/3BA on top floor w/spacious master suite; a sizable wrap around view deck & large back yard/patio with separate 2BR/2BA w/ocean view below. Bright interior has high vaulted ceilings an open-concept kitchen & French doors leading to an expansive outdoor space. Located in the desirable Kate Session Park neighborhood this one-of-a-kind property is a 7600 SF view lot spanning from Collingwood to Monmouth Drive with east view of mountains from large backyard. Main house is 1992 SF plus an additional 950 SF of livable space for use as a rental or guest suite. Ready for summer occupancy A MUST SEE! Huge potential for transforming into your dream home. room to add pool. Equipment: Garage Door Opener Sewer:  Sewer Connected Topography: GSL,USD,1992,1992.0,sqft,5,4,0,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
92122-16836915,9,1423,54296,USA,7/10/21,0,0,Sold,1198200000000.0,360000,262,San Diego,CA,1991,3969 Mahaila Ave UNIT 101,92122.0,-117.2204666,32.86912918,0,Discover your new lifestyle in this highly upgraded single story end-unit condo. Perched on the edge of La Jolla and University City the perfect location to take advantage of everything the area has to offer! This home features a stunning kitchen and bath remodel with shaker cabinets quartz countertops subway tile stainless appliances updated fixtures and hardware. Designer paint ceiling fans cozy carpet and chic vinyl plank flooring throughout. Laundry room has full size washer/dryer hookups and pantry storage. Mix up your favorite cocktail and relax on the outdoor patio while enjoying the fresh air and coastal breezes. Two assigned parking spaces in gated garage. Walking/biking distance to UCSD Whole Foods Trader Joes Bristol Farms and Starbucks. Beaches UTC Mall hospitals and medical facilities restaurants entertainment the light rail extension interstates 5 and 805 are ALL just minutes away! Hurry won’t last!,USD,1376,1376.0,sqft,2,3,0,1,2,1,One,0,1,0,0,CONDO,San Diego County
92130-49941983,9,1425,54296,USA,7/9/21,0,0,Listed for sale,1625790000000.0,1495000,557,San Diego,CA,2000,10816 Vereda Sol Del Dios,92130.0,-117.2170029,32.91520691,0,Light & Bright 4 Bedroom home with vaulted ceilings & mountain views in Torrey Hills Carmel Valley! Interior has gorgeous hardwood floors plantation shutters designer paint and modern kitchen with granite counters and white shaker cabinetry. Formal living and dining room flow seamlessly into kitchen & family room. Upstairs you will find an enormous master BR and BA.  Backyard is spacious and meticulously maintained including a dining area fire-pit & turf area.  Seller recently replaced entire HVAC system! Minutes from shopping award winning schools restaurants & entertainment. Equipment:  DryerGarage Door Opener Washer Sewer:  Sewer Connected Topography: LL,USD,2683,2683.0,sqft,3,4,0,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,San Diego County
92109-110285414,9,1426,54296,USA,7/9/21,0,0,Listed for sale,1625790000000.0,999900,543,San Diego,CA,2011,2020 Hornblend St,92109.0,-117.2328644,32.80086899,0,"""Coastal living at its finest! This 3BR townhome is an entertainers dream with panoramic views of Mission Bay Downtown and Pacific Beach. Oversized private rooftop deck comes equipped with water electric and gas. This open concept corner unit features plenty of natural light with multiple large private balconies throughout. The first level features a bedroom or office full bath generous laundry room w/pantry large kitchen dining area and great room with additional storage. On the second level you’ll find the owners bedroom equipped with private view balcony walk-in closet dual vanity soaking tub and sizable shower. The second bedroom on this level is ensuite also with walk-in closet and private balcony. This home includes all appliances tankless water heater Owned Solar (reduced utilities) and 2 car private garage. This is a small quiet secure gated community located in the heart of Pacific Beach with close access to all major freeways. Great investment potential.  home includes all appliances tankless water heater Owned Solar (reduced utilities) and 2 car private garage. This is a small quiet secure gated community located in the heart of Pacific Beach with close access to all major freeways. Great investment potential. Equipment:  DryerFire SprinklersGarage Door Opener Washer Sewer:  Sewer Connected Topography: LL""",USD,1841,1841.0,sqft,3,3,0,1,2,1,Three Or More,0,1,0,0,CONDO,San Diego County
92004-16645717,9,4682,17124,USA,6/30/21,0,0,Price change,1626050000000.0,109900,134,Borrego Springs,CA,1989,1636 Las Casitas Dr,92004.0,-116.3269501,33.19314194,0,AWESOME HOUSE IN HIGH END GATED COMMUNITY WITH SECURITY GUARD. FANTASTIC CHANCE TO OWN A *HOUSE* EVEN IF ATTACHED TO ANOTHER HOUSE IN SAN DIEGO COUNTY IN CALIFORNIA. FULLY FURNISHED. WASHER/DRYER REFRIGERATOR & MICROWAVE INCLUDED IN GREAT SHAPE WITH AWESOME VALLEY MOUNTAIN VIEWS FOR BARELY OVER $100000? REALLY! YOU ARE NOT JUST DREAMING. VERY LARGE CATHEDRAL CEILINGS WINDOWS ALL AROUND. OPEN FLOOR PLAN  BRIGHT AIRY. ENJOY SUNNY & VERY QUIET EVENINGS ON YOUR VERY LARGE PATIO. A FANTASTIC PLACE TO UNWIND RELAX & ENJOY A PEACEFUL & SERENE LIFESTYLE OR A PLACE TO GET AWAY TO OR TO USE IT AS HIGH RENTAL INCOME VACATION HOME AIRBNB Equipment:  Dryer Washer Other Fees Type:  Sewer:  Sewer Connected Topography: LL,USD,818,818.0,sqft,1,1,0,1,0,0,One,0,1,0,0,CONDO,San Diego County
92004-16645324,9,4683,17124,USA,6/30/21,0,0,Listed for sale,1625010000000.0,325000,206,Borrego Springs,CA,2000,2817 Back 9 Dr,92004.0,-116.353035,33.24346161,0,Welcome Home! Open and bright floor plan this well maintained home is a part of the Borrego Springs Resort. Last house on the block. Large living room open to the patio for indoor outdoor living  AC and Swamp cooler  Vaulted ceilings Large kitchen open to the dining room. indoor laundry master bedroom with en- suite bath.  The spacious back patio faces the golf course. low maintenance desert landscaping. The back yard is fully fenced for pets relaxing and enjoying the views. NO HOA!! Cooling:  Swamp Cooler(s) Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL,USD,1580,1580.0,sqft,2,3,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92004-16645415,9,4692,17124,USA,6/12/21,0,0,Listing removed,1624320000000.0,99500,99,Borrego Springs,CA,1980,3185 W Club Cir,92004.0,-116.3573685,33.2326088,0,This Club Circle West home features 2 bedrooms 2 baths in unit laundry and covered parking.  There is a common pool area and lots of nice landscaping in the development.  Walking distance to the Borrego Springs resort with a spa and restaurant.  This is a great way to get your foot in the door and enjoy everything that the Anza-Borrego Desert has to offer at a very affordable price. Complex Features:  Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL,USD,1008,1008.0,sqft,2,2,0,1,0,0,One,0,1,0,0,CONDO,San Diego County
92004-16645625,9,4695,17124,USA,6/5/21,0,0,Price change,1625790000000.0,259000,172,Borrego Springs,CA,1989,4715 Desert Vista Dr,92004.0,-116.3218002,33.19032288,0,Lovely 2 BR 2BA home with granite countertops in Kitchen Bathrooms and Bar area.  Patios in front and back.  Mountain and Valley views.,USD,1505,1505.0,sqft,2,2,0,1,2,1,One,0,1,0,0,SINGLE_FAMILY,San Diego County
92004-99518820,9,4702,17124,USA,5/25/21,0,0,Listing removed,1624320000000.0,18000,0,Borrego Springs,CA,0,4th St,92004.0,-116.1210327,33.10334396,0,Great opportunity to own your own piece of the desert!! 1.03 acre lot on 4th St. between E and F Streets. 6 separate parcels make up this great place to leave your toys during the season.,USD,0,0.0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,San Diego County
92104-16955666,9,12312,54296,USA,7/13/21,0,0,Listed for sale,1626130000000.0,499000,612,San Diego,CA,1981,4141 Alabama St APT 3,92104.0,-117.1421661,32.75303268,0,Prime location Condo in a small complex with great walkability close to Sprouts University Heights and North Park offerings.Open floor plan:spacious living room with a wood-burning fireplace.All new appliances convey. Outdoor patio area to relax outdoors with room to barbecue plus new turf install.Fully renovated Kitchen has a bar overlooking the dining area & living roomNew countertop installed in Kitchen and Bathrooms New cabinetry and lighting.2 ParkingCentral air and Laundry inside. Equipment:  Dryer Range/Oven Washer Sewer:  Sewer Connected Topography: LL,USD,816,816.0,sqft,2,2,0,1,0,0,One,0,0,0,0,CONDO,San Diego County
92104-16974281,9,12313,54296,USA,7/13/21,0,0,Price change,1626130000000.0,1395000,698,San Diego,CA,1975,3446 Alabama St,92104.0,-117.1427002,32.74199295,0,This UNIQUE home sits on a large lot adjacent to Morley Field! Very special Mid Century Modern Design lends itself to supreme indoor/outdoor living. Zoned and ready to add an ADU to bring this property to its maximum potential and get rental income in the process! So much amazing outdoor space you will feel like you are living in a giant tree house in the sky. Views and Vibe make this a MUST SEE!,USD,2000,2000.0,sqft,3,3,0,0,0,0,Three Or More,0,1,0,0,SINGLE_FAMILY,San Diego County
92101-70598275,9,12314,54296,USA,7/13/21,0,0,Listed for sale,1626130000000.0,579900,475,San Diego,CA,2006,801 Ash St UNIT 503,92101.0,-117.1571655,32.71965408,0,Spacious urban living in Cortez Hill! Do not miss this expansive southeast corner residence at Cortez Blu. Take in scenic city and peek Coronado Bridge views from the large picture windows and private balcony. This desirable split floorplan boasts high ceiling lots of storage and modern cement accents. Open kitchen complete with granite surfaces stainless appliances gas range vibrant under cabinetry and recessed lighting and plenty of cabinetry for a home cook’s every need. The roomy primary bedroom features a HUGE walk-in closet and ensuite bathroom with luxurious soaking tub walk-in shower and dual vanity.  Located in one of Downtown’s most residential neighborhoods you’ll feel right at home!  Cortez Blu is ideally located atop Cortez Hill with easy access to freeways Balboa Park the Gaslamp Quarter and Petco Park! Each floor contains only one to five residences to ensure a feeling of privacy among its residents. One parking space is included with this unit but permitted street parking may be available from City of San Diego.  Complex is VA approved. Equipment:  Dryer Range/Oven Washer Sewer:  Sewer Connected Topography: LL,USD,1221,1221.0,sqft,2,2,0,1,1,1,One,0,0,0,0,CONDO,San Diego County
92116-52516757,9,12316,54296,USA,7/12/21,0,0,Sold,1599610000000.0,1210000,719,San Diego,CA,1951,4030 Rochester Rd,92116.0,-117.1081085,32.76958084,0,Mid Century Ranch in superb condition! Located on a corner lot in the middle of Kensington. The house is defined by its lush tropical landscape including dozens of palms & fragrant plumeria. The resort-style backyard has a large patio with several fountains & inviting salt water pool & spa:  it all encourages relaxation a workout or to entertain guests.  Master bdrm opens to the backyard; guest bdrm has ensuite bath & 3rd bdrm opens to the side yard with an outdoor kitchen. Mid century details include 5-panel bay window in LR the galley style kitchen with ample windows & skylight for plenty of natural light and a mud room off the attached garage. This well-manicured home includes a new roof solar (leased) new AC recently remodeled kitchen & baths new carpeting whole-house speaker system (interior & backyard) recessed lighting and a front courtyard patio. Be part of the Kensington community - a legacy neighborhood of San Diego with over 100 homes designated as historic!,USD,1684,1684.0,sqft,3,3,0,1,2,1,One,1,1,0,0,SINGLE_FAMILY,San Diego County
92116-16946532,9,12317,54296,USA,7/12/21,0,0,Listed for sale,1626050000000.0,989000,739,San Diego,CA,1928,4829 Oregon St,92116.0,-117.1347809,32.76539612,0,"""Welcome home to beautiful Normal Heights.  Home features beautiful hardwood floors and wood built-ins.  Property is on a huge lot with spacious backyard and an oversized garage perfect for your car enthusiast or a large workshop.  Garage also features convenient alley access as well as driveway to accommodate multiple cars.  This property has much to offer as well as potential to make it uniquely yours.  Located two blocks from all that Adams Ave. has to offer.  Only a short walk to your morning coffee or a night out to one of the many restaurants bars brewerys and boutiques on and off Adams Ave.  This amazing central location makes it easy to get to Balboa Park Hillcrest North Park Zoo Airport and so much more! Equipment:  Range/Oven Sewer:  Sewer Connected Topography: LL""",USD,1338,1338.0,sqft,1,3,0,1,3,1,Two,0,1,0,0,SINGLE_FAMILY,San Diego County
